VARIABLES = "X"
 "Y"
 "rho_N2"
 "rho_O2"
 "rho_NO"
 "rho_N"
 "rho_O"
 "rho_NOp"
 "rho_N2p"
 "rho_O2p"
 "rho_Np"
 "rho_Op"
 "rho_e"
 "U"
 "V"
 "T"
 "Tv"
 "rho"
 "P"
 "H"
 "tau"
ZONE
DT=(DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE)
       1.67142142142142                     0.3      0.0362061269094552      0.0105193178579423    0.000350330127811221    3.32687239651222E-07     0.00043886670921051                       0                       0                       0                       0                       0                       0        3382.63555207325       -3134.38675923163        968.858873991785        1069.28198036201      0.0475149768178242        15051.9887814992        11839763.7949785      0.0282966897316768 
       1.67242242242242                     0.3      0.0362611237757067      0.0105316956046895    0.000353132642843115    3.33010086405114E-07     0.00044225320830241                       0                       0                       0                       0                       0                       0         3382.1683440129       -3131.45269532242        975.789814014606        1073.94833651512       0.047588540525705        15160.0172416283        11837421.0421175       0.027594795410327 
       1.67342342342342                     0.3      0.0363161206419581      0.0105440733514368    0.000355935157875009    3.33332933159006E-07     0.00044563970739431                       0                       0                       0                       0                       0                       0        3381.70113595255       -3128.51863141322        982.720754037428        1078.61469266823      0.0476621042335858        15268.0457017574        11835078.2892565      0.0268929010889772 
       1.67442442442442                     0.3      0.0363711175082096       0.010556451098184    0.000358737672906903    3.33655779912898E-07    0.000449026206486209                       0                       0                       0                       0                       0                       0         3381.2339278922       -3125.58456750401        989.651694060248        1083.28104882135      0.0477356679414666        15376.0741618864        11832735.5363955      0.0261910067676275 
       1.67542542542543                     0.3       0.036426114374461      0.0105688288449312    0.000361540187938797     3.3397862666679E-07    0.000452412705578109                       0                       0                       0                       0                       0                       0        3380.76671983185        -3122.6505035948        996.582634083069        1087.94740497446      0.0478092316493473        15484.1026220155        11830392.7835345      0.0254891124462777 
       1.67642642642643                     0.3      0.0364811112407125      0.0105812065916784    0.000364342702970691    3.34301473420682E-07    0.000455799204670009                       0                       0                       0                       0                       0                       0        3380.29951177149       -3119.71643968559        1003.51357410589        1092.61376112757      0.0478827953572281        15592.1310821446        11828050.0306735       0.024787218124928 
       1.67742742742743                     0.3       0.036536108106964      0.0105935843384256    0.000367145218002585    3.34624320174574E-07    0.000459185703761909                       0                       0                       0                       0                       0                       0        3379.83230371114       -3116.78237577638        1010.44451412871        1097.28011728068      0.0479563590651089        15700.1595422736        11825707.2778125      0.0240853238035782 
       1.67842842842843                     0.3      0.0365911049732154      0.0106059620851728    0.000369947733034479    3.34947166928466E-07    0.000462572202853808                       0                       0                       0                       0                       0                       0        3379.36509565079       -3113.84831186717        1017.37545415153        1101.94647343379      0.0480299227729897        15808.1880024027        11823364.5249514      0.0233834294822284 
       1.67942942942943                     0.3      0.0366461018394669        0.01061833983192    0.000372750248066373    3.35270013682358E-07    0.000465958701945708                       0                       0                       0                       0                       0                       0        3378.89788759044       -3110.91424795796        1024.30639417435        1106.61282958691      0.0481034864808704        15916.2164625318        11821021.7720904      0.0226815351608788 
       1.68043043043043                     0.3      0.0367010987057184      0.0106307175786673    0.000375552763098267     3.3559286043625E-07    0.000469345201037608                       0                       0                       0                       0                       0                       0        3378.43067953009       -3107.98018404875        1031.23733419717        1111.27918574002      0.0481770501887512        16024.2449226609        11818679.0192294      0.0219796408395289 
       1.68143143143143                     0.3      0.0367560955719698      0.0106430953254145    0.000378355278130161    3.35915707190142E-07    0.000472731700129507                       0                       0                       0                       0                       0                       0        3377.96347146974       -3105.04612013954        1038.16827421999        1115.94554189313       0.048250613896632        16132.2733827899        11816336.2663684      0.0212777465181793 
       1.68243243243243                     0.3      0.0368110924382213      0.0106554730721617    0.000381157793162055    3.36238553944034E-07    0.000476118199221407                       0                       0                       0                       0                       0                       0        3377.49626340938       -3102.11205623033        1045.09921424281        1120.61189804624      0.0483241776045128         16240.301842919        11813993.5135074      0.0205758521968295 
       1.68343343343343                     0.3      0.0368660893044728      0.0106678508189089    0.000383960308193949    3.36561400697926E-07    0.000479504698313307                       0                       0                       0                       0                       0                       0        3377.02905534903       -3099.17799232113        1052.03015426564        1125.27825419935      0.0483977413123935        16348.3303030481        11811650.7606464      0.0198739578754796 
       1.68443443443443                     0.3      0.0369210861707242      0.0106802285656561    0.000386762823225843    3.36884247451818E-07    0.000482891197405206                       0                       0                       0                       0                       0                       0        3376.56184728868       -3096.24392841192        1058.96109428846        1129.94461035247      0.0484713050202743        16456.3587631771        11809308.0077854        0.01917206355413 
       1.68543543543544                     0.3      0.0369760830369757      0.0106926063124033    0.000389565338257737     3.3720709420571E-07    0.000486277696497106                       0                       0                       0                       0                       0                       0        3376.09463922833       -3093.30986450271        1065.89203431128        1134.61096650558      0.0485448687281551        16564.3872233062        11806965.2549243      0.0184701692327802 
       1.68643643643644                     0.3      0.0370310799032271      0.0107049840591505    0.000392367853289631    3.37529940959602E-07    0.000489664195589005                       0                       0                       0                       0                       0                       0        3375.62743116798        -3090.3758005935         1072.8229743341        1139.27732265869      0.0486184324360359        16672.4156834353        11804622.5020633      0.0177682749114305 
       1.68743743743744                     0.3      0.0370860767694786      0.0107173618058978    0.000395170368321525    3.37852787713494E-07    0.000493050694680905                       0                       0                       0                       0                       0                       0        3375.16022310763       -3087.44173668429        1079.75391435692         1143.9436788118      0.0486919961439166        16780.4441435643        11802279.7492023      0.0170663805900807 
       1.68843843843844                     0.3      0.0371410736357301       0.010729739552645    0.000397972883353419    3.38175634467386E-07    0.000496437193772805                       0                       0                       0                       0                       0                       0        3374.69301504727       -3084.50767277508        1086.68485437974        1148.61003496491      0.0487655598517974        16888.4726036934        11799936.9963413      0.0163644862687309 
       1.68943943943944                     0.3      0.0372245076923428      0.0107445224317021    0.000404854949972931     3.5151338627477E-07    0.000504547352515427                       0                       0                       0                       0                       0                       0        3374.15076400602        -3080.9956142967        1094.14966336244        1153.82893886998      0.0488787821481638        17055.1303798366        11797838.6661393      0.0157675792826322 
       1.69044044044044                     0.3      0.0373743722885149      0.0107649238066453    0.000421267030271132    3.95254534269868E-07    0.000523692189976531                       0                       0                       0                       0                       0                       0        3373.43320922877        -3076.1333348364        1102.86161394419        1160.33861886188      0.0490846486684426        17358.7488418753        11796311.3181235      0.0154159273740932 
       1.69144144144144                     0.3       0.037524236884687      0.0107853251815886    0.000437679110569328    4.38995682264957E-07    0.000542837027437632                       0                       0                       0                       0                       0                       0        3372.71565445151        -3071.2710553761        1111.57356452593        1166.84829885377      0.0492905151887213         17662.367303914        11794783.9701077      0.0150642754655543 
       1.69244244244244                     0.3      0.0376860299440484      0.0108050639155158    0.000456889333465543    4.95289428113797E-07    0.000565212095057416                       0                       0                       0                       0                       0                       0        3371.97751303176       -3066.18299438971        1120.40554251494        1173.61411840301        0.04951368843961        17995.6064685309        11793397.8212332      0.0148001765095316 
       1.69344344344344                     0.3      0.0378587044979866      0.0108241981688401    0.000478652104248457    5.63034022517284E-07    0.000590533873531371                       0                       0                       0                       0                       0                       0        3371.22059187189       -3060.88896886181        1129.34701303123        1180.61359598178      0.0497526493986288        18355.8665082891        11792140.4783639        0.01461594592908 
       1.69444444444444                     0.3      0.0380313790519248      0.0108433324221644    0.000500414875031366    6.30778616920756E-07    0.000615855652005322                       0                       0                       0                       0                       0                       0        3370.46367071202        -3055.5949433339        1138.28848354753        1187.61307356055      0.0499916103576477        18716.1265480473        11790883.1354945      0.0144317153486286 
       1.69544544544545                     0.3       0.038129259181646      0.0108596332787872    0.000509180380767228    6.48259478303061E-07    0.000626140288898219                       0                       0                       0                       0                       0                       0        3369.86210129965       -3051.55837317198        1146.50520365197        1193.89099089632      0.0501248588680841        18910.7979846281        11788589.6052773      0.0141103836629705 
       1.69644644644645                     0.3      0.0382016765335706      0.0108749695427766    0.000513521138598114    6.48628713002632E-07    0.000631305728754913                       0                       0                       0                       0                       0                       0        3369.31341934604       -3047.94988714746        1154.47519201286        1199.92326253956      0.0502221189660581        19049.0969595913        11785943.3187086      0.0137423777096235 
       1.69744744744745                     0.3      0.0382740938854952       0.010890305806766       0.000517861896429    6.48997947702202E-07    0.000636471168611608                       0                       0                       0                       0                       0                       0        3368.76473739244       -3044.34140112294        1162.44518037376         1205.9555341828      0.0503193790640322        19187.3959345545        11783297.0321399      0.0133743717562763 
       1.69844844844845                     0.3      0.0383465112374197      0.0109056420707555    0.000522202654259887    6.49367182401772E-07    0.000641636608468303                       0                       0                       0                       0                       0                       0        3368.21605543883       -3040.73291509842        1170.41516873465        1211.98780582604      0.0504166391620063        19325.6949095177        11780650.7455713      0.0130063658029292 
       1.69944944944945                     0.3      0.0384189285893443      0.0109209783347449    0.000526543412090772    6.49736417101342E-07    0.000646802048324996                       0                       0                       0                       0                       0                       0        3367.66737348523        -3037.1244290739        1178.38515709554        1218.02007746927      0.0505138992599804        19463.9938844809        11778004.4590026      0.0126383598495821 
       1.70045045045045                     0.3      0.0384913459412689      0.0109363145987343    0.000530884169921659    6.50105651800912E-07    0.000651967488181691                       0                       0                       0                       0                       0                       0        3367.11869153162       -3033.51594304938        1186.35514545643        1224.05234911251      0.0506111593579545        19602.2928594441        11775358.1724339       0.012270353896235 
       1.70145145145145                     0.3      0.0385637632931934      0.0109516508627237    0.000535224927752544    6.50474886500482E-07    0.000657132928038385                       0                       0                       0                       0                       0                       0        3366.57000957802       -3029.90745702486        1194.32513381732        1230.08462075575      0.0507084194559286        19740.5918344073        11772711.8858652      0.0119023479428879 
       1.70245245245245                     0.3       0.038636180645118      0.0109669871267131    0.000539565685583431    6.50844121200053E-07     0.00066229836789508                       0                       0                       0                       0                       0                       0        3366.02132762441       -3026.29897100034        1202.29512217821        1236.11689239899      0.0508056795539027        19878.8908093706        11770065.5992966      0.0115343419895408 
       1.70345345345345                     0.3      0.0387085979970426      0.0109823233907026    0.000543906443414317    6.51213355899623E-07    0.000667463807751775                       0                       0                       0                       0                       0                       0        3365.47264567081       -3022.69048497582         1210.2651105391        1242.14916404223      0.0509029396518768        20017.1897843338        11767419.3127279      0.0111663360361936 
       1.70445445445445                     0.3      0.0387810153489671       0.010997659654692    0.000548247201245203    6.51582590599193E-07    0.000672629247608468                       0                       0                       0                       0                       0                       0         3364.9239637172       -3019.08199895129        1218.23509889999        1248.18143568547      0.0510001997498508         20155.488759297        11764773.0261592      0.0107983300828466 
       1.70545545545546                     0.3      0.0388534327008917      0.0110129959186814    0.000552587959076089    6.51951825298763E-07    0.000677794687465163                       0                       0                       0                       0                       0                       0         3364.3752817636       -3015.47351292677        1226.20508726088         1254.2137073287      0.0510974598478249        20293.7877342602        11762126.7395906      0.0104303241294994 
       1.70645645645646                     0.3      0.0389258500528163      0.0110283321826708    0.000556928716906975    6.52321059998333E-07    0.000682960127321857                       0                       0                       0                       0                       0                       0           3363.82659981       -3011.86502690225        1234.17507562177        1260.24597897194       0.051194719945799        20432.0867092234        11759480.4530219      0.0100623181761524 
       1.70745745745746                     0.3      0.0389982674047409      0.0110436684466602    0.000561269474737862    6.52690294697904E-07    0.000688125567178552                       0                       0                       0                       0                       0                       0        3363.27791785639       -3008.25654087773        1242.14506398266        1266.27825061518      0.0512919800437731        20570.3856841867        11756834.1664532     0.00969431222280521 
       1.70845845845846                     0.3      0.0390706847566654      0.0110590047106497    0.000565610232568748    6.53059529397474E-07    0.000693291007035246                       0                       0                       0                       0                       0                       0        3362.72923590279       -3004.64805485321        1250.11505234356        1272.31052225842      0.0513892401417472        20708.6846591499        11754187.8798845     0.00932630626945807 
       1.70945945945946                     0.3        0.03914310210859      0.0110743409746391    0.000569950990399634    6.53428764097044E-07     0.00069845644689194                       0                       0                       0                       0                       0                       0        3362.18055394918       -3001.03956882869        1258.08504070444        1278.34279390166      0.0514865002397213        20846.9836341131        11751541.5933159     0.00895830031611101 
       1.71046046046046                     0.3      0.0392155194605146      0.0110896772386285     0.00057429174823052    6.53797998796614E-07    0.000703621886748635                       0                       0                       0                       0                       0                       0        3361.63187199558       -2997.43108280417        1266.05502906534         1284.3750655449      0.0515837603376954        20985.2826090763        11748895.3067472     0.00859029436276386 
       1.71146146146146                     0.3      0.0392879368124391      0.0111050135026179    0.000578632506061406    6.54167233496184E-07    0.000708787326605329                       0                       0                       0                       0                       0                       0        3361.08319004197       -2993.82259677965        1274.02501742623        1290.40733718813      0.0516810204356694        21123.5815840395        11746249.0201785      0.0082222884094168 
       1.71246246246246                     0.3      0.0393603541643637      0.0111203497666074    0.000582973263892292    6.54536468195754E-07    0.000713952766462024                       0                       0                       0                       0                       0                       0        3360.53450808837       -2990.21411075513        1281.99500578712        1296.43960883137      0.0517782805336435        21261.8805590028        11743602.7336099     0.00785428245606966 
       1.71346346346346                     0.3      0.0394327715162883      0.0111356860305968    0.000587314021723179    6.54905702895325E-07    0.000719118206318718                       0                       0                       0                       0                       0                       0        3359.98582613476       -2986.60562473061        1289.96499414801        1302.47188047461      0.0518755406316176         21400.179533966        11740956.4470412     0.00748627650272252 
       1.71446446446446                     0.3       0.039512414380452      0.0111512960147566    0.000592910379803092    6.60130663431828E-07    0.000725736308612124                       0                       0                       0                       0                       0                       0        3359.42213643206       -2982.87566228278        1298.00499699228         1308.5738584151      0.0519830130762881        21554.4751890487        11738410.2613081     0.00713151519593887 
       1.71546546546547                     0.3      0.0396850889343902      0.0111704302680809    0.000614673150586006    7.27875257835315E-07     0.00075105808708608                       0                       0                       0                       0                       0                       0        3358.66521527218       -2977.58163675488        1306.94646750858        1315.57333599387       0.052221974035307        21914.7352288069        11737152.9184388     0.00694728461548734 
       1.71646646646647                     0.3      0.0398577634883283      0.0111895645214052    0.000636435921368915    7.95619852238786E-07     0.00077637986556003                       0                       0                       0                       0                       0                       0        3357.90829411231       -2972.28761122698        1315.88793802487        1322.57281357264      0.0524609349943258        22274.9952685651        11735895.5755694     0.00676305403503585 
       1.71746746746747                     0.3      0.0400375036703349      0.0112085197122235    0.000659326678856025    8.70267686649991E-07    0.000803607557845924                       0                       0                       0                       0                       0                       0        3357.14458957005       -2966.89360692418        1324.77443049678        1329.89797091483      0.0527098232757695        22651.1546383551        11734708.2396825     0.00660748142575059 
       1.71846846846847                     0.3      0.0402341177071515      0.0112270472730139    0.000684911249786164    9.61401567097095E-07     0.00083538687846995                       0                       0                       0                       0                       0                       0        3356.36468522098        -2961.2608372469        1333.52962656733        1338.00090384743      0.0529824195978326        23065.2841622396         11733688.091715     0.00652034865506496 
       1.71946946946947                     0.3      0.0404307317439679      0.0112455748338043    0.000710495820716297    1.05253544754418E-06    0.000867166199093969                       0                       0                       0                       0                       0                       0        3355.58478087192       -2955.62806756962        1342.28482263788        1346.10383678003      0.0532550159198957         23479.413686124        11732667.9437475     0.00643321588437935 
       1.72047047047047                     0.3      0.0405735734676303      0.0112640754701277    0.000726034598760007    1.09673407463194E-06    0.000886395434159025                       0                       0                       0                       0                       0                       0        3354.89096060971       -2950.72504369011        1350.90128490078         1354.0899701534      0.0534511703312953        23766.6844464294        11730716.4934272     0.00630100087177181 
       1.72147147147147                     0.3      0.0406664478426497      0.0112825510871772    0.000732238430878827    1.09731861798996E-06    0.000893962636035642                       0                       0                       0                       0                       0                       0        3354.27713306733       -2946.50012831214        1359.38883025219        1361.96756878172      0.0535762919122846        23936.0730533303        11727899.6403256     0.00612689366655478 
       1.72247247247247                     0.3      0.0407593222176691      0.0113010267042268    0.000738442262997648    1.09790316134797E-06    0.000901529837912259                       0                       0                       0                       0                       0                       0        3353.66330552495       -2942.27521293417         1367.8763756036        1369.84516741005      0.0537014134932739        24105.4616602312         11725082.787224      0.0059527864613377 
       1.72347347347347                     0.3      0.0408521965926885      0.0113195023212763    0.000744646095116469    1.09848770470598E-06    0.000909097039788877                       0                       0                       0                       0                       0                       0        3353.04947798257        -2938.0502975562        1376.36392095502        1377.72276603838      0.0538265350742632        24274.8502671321        11722265.9341224     0.00577867925612063 
       1.72447447447447                     0.3      0.0409450709677079      0.0113379779383258    0.000750849927235289      1.099072248064E-06    0.000916664241665493                       0                       0                       0                       0                       0                       0         3352.4356504402       -2933.82538217824        1384.85146630643         1385.6003646667      0.0539516566552525         24444.238874033        11719449.0810208      0.0056045720509036 
       1.72547547547548                     0.3      0.0410379453427273      0.0113564535553753     0.00075705375935411    1.09965679142201E-06    0.000924231443542111                       0                       0                       0                       0                       0                       0        3351.82182289782       -2929.60046680027        1393.33901165784        1393.47796329503      0.0540767782362418        24613.6274809339        11716632.2279192     0.00543046484568653 
       1.72647647647648                     0.3      0.0411308197177467      0.0113749291724249    0.000763257591472929    1.10024133478003E-06    0.000931798645418728                       0                       0                       0                       0                       0                       0        3351.20799535544        -2925.3755514223        1401.82655700925        1401.35556192336       0.054201899817231        24783.0160878348        11713815.3748176     0.00525635764046949 
       1.72747747747748                     0.3      0.0412236940927661      0.0113934047894744    0.000769461423591751    1.10082587813804E-06    0.000939365847295345                       0                       0                       0                       0                       0                       0        3350.59416781306       -2921.15063604433        1410.31410236066        1409.23316055168      0.0543270213982203        24952.4046947357        11710998.5217161     0.00508225043525242 
       1.72847847847848                     0.3      0.0413165684677855      0.0114118804065239    0.000775665255710572    1.10141042149606E-06    0.000946933049171963                       0                       0                       0                       0                       0                       0        3349.98034027068       -2916.92572066636        1418.80164771208        1417.11075918001      0.0544521429792096        25121.7933016367        11708181.6686145     0.00490814323003535 
       1.72947947947948                     0.3      0.0414094428428049      0.0114303560235734    0.000781869087829392    1.10199496485407E-06     0.00095450025104858                       0                       0                       0                       0                       0                       0         3349.3665127283        -2912.7008052884        1427.28919306349        1424.98835780834      0.0545772645601989        25291.1819085375        11705364.8155129     0.00473403602481831 
       1.73048048048048                     0.3      0.0415023172178243       0.011448831640623    0.000788072919948213    1.10257950821208E-06    0.000962067452925197                       0                       0                       0                       0                       0                       0        3348.75268518593       -2908.47588991043         1435.7767384149        1432.86595643666      0.0547023861411882        25460.5705154385        11702547.9624113     0.00455992881960124 
       1.73148148148148                     0.3      0.0415951915928437      0.0114673072576725    0.000794276752067032     1.1031640515701E-06    0.000969634654801814                       0                       0                       0                       0                       0                       0        3348.13885764355       -2904.25097453246        1444.26428376631        1440.74355506499      0.0548275077221774        25629.9591223393        11699731.1093097     0.00438582161438421 
       1.73248248248248                     0.3      0.0416880659678632       0.011485782874722    0.000800480584185854    1.10374859492811E-06    0.000977201856678432                       0                       0                       0                       0                       0                       0        3347.52503010117       -2900.02605915449        1452.75182911772        1448.62115369332      0.0549526293031667        25799.3477292402        11696914.2562081     0.00421171440916714 
       1.73348348348348                     0.3      0.0417809403428826      0.0115042584917715    0.000806684416304675    1.10433313828613E-06    0.000984769058555049                       0                       0                       0                       0                       0                       0        3346.91120255879       -2895.80114377652        1461.23937446914        1456.49875232164       0.055077750884156        25968.7363361412        11694097.4031065     0.00403760720395006 
       1.73448448448448                     0.3       0.041873814717902      0.0115227341088211    0.000812888248423495    1.10491768164414E-06    0.000992336260431666                       0                       0                       0                       0                       0                       0        3346.29737501641       -2891.57622839856        1469.72691982055        1464.37635094997      0.0552028724651453        26138.1249430421         11691280.550005     0.00386349999873303 
       1.73548548548549                     0.3      0.0419666890929214      0.0115412097258706    0.000819092080542316    1.10550222500216E-06    0.000999903462308284                       0                       0                       0                       0                       0                       0        3345.68354747403       -2887.35131302059        1478.21446517196         1472.2539495783      0.0553279940461346         26307.513549943        11688463.6969034     0.00368939279351596 
       1.73648648648649                     0.3      0.0420595634679408      0.0115596853429201    0.000825295912661135    1.10608676836017E-06      0.0010074706641849                       0                       0                       0                       0                       0                       0        3345.06971993166       -2883.12639764262        1486.70201052337        1480.13154820662      0.0554531156271239        26476.9021568438        11685646.8438018     0.00351528558829892 
       1.73748748748749                     0.3      0.0421524378429602      0.0115781609599696    0.000831499744779957    1.10667131171818E-06     0.00101503786606152                       0                       0                       0                       0                       0                       0        3344.45589238928       -2878.90148226465        1495.18955587478        1488.00914683495      0.0555782372081132        26646.2907637448        11682829.9907002     0.00334117838308185 
       1.73848848848849                     0.3      0.0422453122179796      0.0115966365770192    0.000837703576898778     1.1072558550762E-06     0.00102260506793814                       0                       0                       0                       0                       0                       0         3343.8420648469       -2874.67656688668         1503.6771012262        1495.88674546328      0.0557033587891025        26815.6793706457        11680013.1375986     0.00316707117786478 
       1.73948948948949                     0.3       0.042338186592999      0.0116151121940687    0.000843907409017597    1.10784039843421E-06     0.00103017226981475                       0                       0                       0                       0                       0                       0        3343.22823730452       -2870.45165150872        1512.16464657761         1503.7643440916      0.0558284803700917        26985.0679775466         11677196.284497     0.00299296397264775 
       1.74049049049049                     0.3      0.0425187437185906      0.0116336317149637    0.000866492213058421    1.18495897709671E-06     0.00105820401854042                       0                       0                       0                       0                       0                       0        3342.47403846187       -2865.03679069204        1520.87841544701        1511.83239959298      0.0560782504289463        27361.3162985329         11675898.041013     0.00289236922657178 
       1.74149149149149                     0.3       0.042715357755407      0.0116521592757541    0.000892076783988554    1.27609285754379E-06     0.00108998333916444                       0                       0                       0                       0                       0                       0         3341.6941341128       -2859.40402101477        1529.63361151755        1519.93533252558      0.0563508467510094        27775.4458224172        11674877.8930455     0.00280523645588617 
       1.74249249249249                     0.3      0.0429136753895429      0.0116707575274577    0.000917773031030819    1.36874763864574E-06     0.00112217102929184                       0                       0                       0                       0                       0                       0         3340.9127682865       -2853.75592471177        1538.36639628522        1528.09647800653      0.0566257389685161        28193.2449067695        11673872.7576021     0.00272151160471504 
       1.74349349349349                     0.3       0.043135191166946      0.0116903183880558    0.000944989988641955    1.48211275480513E-06     0.00115991954892839                       0                       0                       0                       0                       0                       0        3340.11150130296       -2847.89912342014        1546.79400293992        1537.05031259378       0.056931894742747         28661.012952973        11673072.0499773     0.00268419291082255 
       1.74449449449449                     0.3      0.0433567069443491       0.011709879248654    0.000972206946253086    1.59547787096449E-06     0.00119766806856494                       0                       0                       0                       0                       0                       0        3339.31023431941       -2842.04232212851        1555.22160959461        1546.00414718102      0.0572380505169779        29128.7809991764        11672271.3423526     0.00264687421693007 
        1.7454954954955                     0.3      0.0435475210748074      0.0117301051450181    0.000993887289460767    1.67631684382063E-06      0.0012274907637146                       0                       0                       0                       0                       0                       0        3338.54552752875       -2836.50737324794        1563.74138827573        1555.04708595442      0.0575006746484456        29520.0444721118         11670885.844964     0.00259869519147031 
        1.7464964964965                     0.3       0.043663714428903      0.0117519474199842     0.00100211081499511    1.67810057674974E-06     0.00123804963312909                       0                       0                       0                       0                       0                       0        3337.86968079119        -2831.7546910917        1572.48519233839         1564.3065936813      0.0576574945217514        29725.3625245024        11668079.0079884      0.0025241199803413 
        1.7474974974975                     0.3      0.0437799077829986      0.0117737896949504     0.00101033434052946    1.67988430967887E-06     0.00124860850254358                       0                       0                       0                       0                       0                       0        3337.19383405362       -2827.00200893547        1581.22899640105        1573.56610140817      0.0578143143950574         29930.680576893        11665272.1710128     0.00244954476921228 
        1.7484984984985                     0.3      0.0438961011370942      0.0117956319699165     0.00101855786606381    1.68166804260799E-06     0.00125916737195807                       0                       0                       0                       0                       0                       0        3336.51798731606       -2822.24932677924         1589.9728004637        1582.82560913505      0.0579711342683633        30135.9986292836        11662465.3340371     0.00237496955808326 
        1.7494994994995                     0.3      0.0440122944911898      0.0118174742448827     0.00102678139159815     1.6834517755371E-06     0.00126972624137256                       0                       0                       0                       0                       0                       0        3335.84214057849       -2817.49664462301        1598.71660452636        1592.08511686193      0.0581279541416691        30341.3166816741        11659658.4970615     0.00230039434695425 
        1.7505005005005                     0.3      0.0441284878452854      0.0118393165198488      0.0010350049171325    1.68523550846622E-06     0.00128028511078705                       0                       0                       0                       0                       0                       0        3335.16629384093       -2812.74396246677        1607.46040858902         1601.3446245888      0.0582847740149751        30546.6347340647        11656851.6600859     0.00222581913582523 
        1.7515015015015                     0.3       0.044244681199381      0.0118611587948149     0.00104322844266684    1.68701924139534E-06     0.00129084398020154                       0                       0                       0                       0                       0                       0        3334.49044710337       -2807.99128031054        1616.20421265168        1610.60413231568      0.0584415938882809        30751.9527864553        11654044.8231103     0.00215124392469622 
        1.7525025025025                     0.3      0.0443608745534767      0.0118830010697811     0.00105145196820119    1.68880297432446E-06     0.00130140284961604                       0                       0                       0                       0                       0                       0         3333.8146003658       -2803.23859815431        1624.94801671433        1619.86364004256      0.0585984137615868        30957.2708388459        11651237.9861347      0.0020766687135672 
        1.7535035035035                     0.3      0.0444770679075723      0.0119048433447472     0.00105967549373553    1.69058670725358E-06     0.00131196171903053                       0                       0                       0                       0                       0                       0        3333.13875362824       -2798.48591599807        1633.69182077699        1629.12314776943      0.0587552336348928        31162.5888912365         11648431.149159     0.00200209350243818 
        1.7545045045045                     0.3      0.0445932612616679      0.0119266856197134     0.00106789901926988     1.6923704401827E-06     0.00132252058844502                       0                       0                       0                       0                       0                       0        3332.46290689067       -2793.73323384184        1642.43562483965        1638.38265549631      0.0589120535081986        31367.9069436271        11645624.3121834     0.00192751829130917 
       1.75550550550551                     0.3      0.0447094546157635      0.0119485278946795     0.00107612254480423    1.69415417311182E-06     0.00133307945785951                       0                       0                       0                       0                       0                       0        3331.78706015311       -2788.98055168561        1651.17942890231        1647.64216322319      0.0590688733815045        31573.2249960177        11642817.4752078     0.00185294308018015 
       1.75650650650651                     0.3      0.0448256479698591      0.0119703701696456     0.00108434607033857    1.69593790604094E-06       0.001343638327274                       0                       0                       0                       0                       0                       0        3331.11121341555       -2784.22786952937        1659.92323296497        1656.90167095006      0.0592256932548104        31778.5430484082        11640010.6382322     0.00177836786905114 
       1.75750750750751                     0.3      0.0449418413239547      0.0119922124446118     0.00109256959587292    1.69772163897006E-06      0.0013541971966885                       0                       0                       0                       0                       0                       0        3330.43536667798       -2779.47518737314        1668.66703702762        1666.16117867694      0.0593825131281163        31983.8611007988        11637203.8012566     0.00170379265792212 
       1.75850850850851                     0.3      0.0450580346780503      0.0120140547195779     0.00110079312140726    1.69950537189918E-06     0.00136475606610299                       0                       0                       0                       0                       0                       0        3329.75951994042       -2774.72250521691        1677.41084109028        1675.42068640382      0.0595393330014223        32189.1791531894        11634396.9642809     0.00162921744679309 
       1.75950950950951                     0.3      0.0451742280321459      0.0120358969945441     0.00110901664694161     1.7012891048283E-06     0.00137531493551748                       0                       0                       0                       0                       0                       0        3329.08367320285       -2769.96982306068        1686.15464515294        1684.68019413069      0.0596961528747281          32394.49720558        11631590.1273053     0.00155464223566409 
       1.76051051051051                     0.3      0.0452904213862415      0.0120577392695102     0.00111724017247596    1.70307283775742E-06     0.00138587380493197                       0                       0                       0                       0                       0                       0        3328.40782646529       -2765.21714090444         1694.8984492156        1693.93970185757       0.059852972748034        32599.8152579706        11628783.2903297     0.00148006702453506 
