VARIABLES = "X"
 "Y"
 "rho_N2"
 "rho_O2"
 "rho_NO"
 "rho_N"
 "rho_O"
 "U"
 "V"
 "T"
 "Tv"
 "tke"
 "omega"
 "rho"
 "P"
 "H"
 "tau"
ZONE
DT=(DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE)
       1.92717717717718                     0.3      0.0827976319772728      0.0157884491971758     0.00564878279700403    1.95064948684663E-05      0.0073884941531104        3191.50032744136       -1789.50841784786        3122.99226356045          3014.352993932      0.0180298756868977        3831.66093358345       0.111642864832797        109714.074462326        11503774.5450238    3.23598031958424E-06 
       1.92792792792793                     0.3      0.0830137128447133      0.0157998198648029      0.0056802926704322    1.96475535677452E-05     0.00743110154650896        3190.86659739305       -1784.74061722359        3128.69332985058        3020.20761146679      0.0179759932483183        3820.20998832911        0.11194457512324        110191.777806503        11504499.3713532    3.17822108851734E-06 
       1.92867867867868                     0.3      0.0832297937121539      0.0158111905324299     0.00571180254386036    1.97886122670242E-05     0.00747370893990752        3190.23286734475       -1779.97281659932         3134.3943961407        3026.06222900159      0.0179221108097389        3808.75904307477       0.112246285413682         110669.48115068        11505224.1976825    3.12046185745043E-06 
       1.92942942942943                     0.3      0.0834458745795945       0.015822561200057     0.00574331241728853    1.99296709663031E-05     0.00751631633330608        3189.59913729644       -1775.20501597505        3140.09546243083        3031.91684653638      0.0178682283711595        3797.30809782042       0.112547995704124        111147.184494857        11505949.0240119    3.06270262638353E-06 
       1.93018018018018                     0.3       0.083661955447035      0.0158339318676841      0.0057748222907167    2.00707296655821E-05     0.00755892372670463        3188.96540724814       -1770.43721535078        3145.79652872095        3037.77146407117      0.0178143459325802        3785.85715256608       0.112849705994567        111624.887839034        11506673.8503412    3.00494339531662E-06 
       1.93093093093093                     0.3      0.0838780363144756      0.0158453025353112     0.00580633216414488     2.0211788364861E-05     0.00760153112010321        3188.33167719983       -1765.66941472651        3151.49759501108        3043.62608160597      0.0177604634940008        3774.40620731173       0.113151416285009        112102.591183211        11507398.6766705     2.9471841642497E-06 
       1.93168168168168                     0.3      0.0840941171819162      0.0158566732029383     0.00583784203757305      2.035284706414E-05     0.00764413851350176        3187.69794715153       -1760.90161410224        3157.19866130121        3049.48069914076      0.0177065810554214        3762.95526205739       0.113453126575451        112580.294527389        11508123.5029998    2.88942493318279E-06 
       1.93243243243243                     0.3      0.0843101980493568      0.0158680438705654     0.00586935191100122    2.04939057634189E-05     0.00768674590690032        3187.06421710322       -1756.13381347797        3162.89972759133        3055.33531667555       0.017652698616842        3751.50431680305       0.113754836865894        113057.997871566        11508848.3293292    2.83166570211589E-06 
       1.93318318318318                     0.3      0.0845262789167973      0.0158794145381924     0.00590086178442938    2.06349644626979E-05     0.00772935330029888        3186.43048705492        -1751.3660128537        3168.60079388146        3061.18993421035      0.0175988161782626        3740.05337154871       0.114056547156336        113535.701215743        11509573.1556585    2.77390647104898E-06 
       1.93393393393393                     0.3      0.0847423597842379      0.0158907852058195     0.00593237165785755    2.07760231619768E-05     0.00777196069369744        3185.79675700661       -1746.59821222943        3174.30186017159        3067.04455174514      0.0175449337396833        3728.60242629436       0.114358257446778         114013.40455992        11510297.9819879    2.71614723998207E-06 
       1.93468468468468                     0.3      0.0849584406516785      0.0159021558734466     0.00596388153128573    2.09170818612558E-05     0.00781456808709601        3185.16302695831       -1741.83041160516        3180.00292646171        3072.89916927994      0.0174910513011039        3717.15148104002       0.114659967737221        114491.107904097        11511022.8083172    2.65838800891515E-06 
       1.93543543543544                     0.3      0.0851745215191191      0.0159135265410737      0.0059953914047139    2.10581405605348E-05     0.00785717548049457           3184.52929691       -1737.06261098089        3185.70399275184        3078.75378681473      0.0174371688625245        3705.70053578567       0.114961678027663        114968.811248274        11511747.6346465    2.60062877784825E-06 
       1.93618618618619                     0.3      0.0853906023865596      0.0159248972087008     0.00602690127814207    2.11991992598137E-05     0.00789978287389313         3183.8955668617       -1732.29481035662        3191.40505904197        3084.60840434952      0.0173832864239451        3694.24959053133       0.115263388318105        115446.514592451        11512472.4609759    2.54286954678134E-06 
       1.93693693693694                     0.3      0.0856066832540002      0.0159362678763279     0.00605841115157024    2.13402579590927E-05     0.00794239026729168        3183.26183681339       -1727.52700973235        3197.10612533209        3090.46302188431      0.0173294039853657        3682.79864527699       0.115565098608548        115924.217936628        11513197.2873052    2.48511031571443E-06 
       1.93768768768769                     0.3      0.0858227641214407       0.015947638543955     0.00608992102499841    2.14813166583716E-05     0.00798499766069024        3182.62810676509       -1722.75920910808        3202.80719162222        3096.31763941911      0.0172755215467863        3671.34770002265        0.11586680889899        116401.921280805        11513922.1136345    2.42735108464753E-06 
       1.93843843843844                     0.3      0.0860388449888814       0.015959009211582     0.00612143089842658    2.16223753576506E-05     0.00802760505408881        3181.99437671678       -1717.99140848381        3208.50825791235         3102.1722569539       0.017221639108207         3659.8967547683       0.116168519189433        116879.624624983        11514646.9399639    2.36959185358061E-06 
       1.93918918918919                     0.3      0.0862549258563219      0.0159703798792091     0.00615294077185475    2.17634340569296E-05     0.00807021244748737        3181.36064666848       -1713.22360785954        3214.20932420247         3108.0268744887      0.0171677566696276        3648.44580951396       0.116470229479875         117357.32796916        11515371.7662932     2.3118326225137E-06 
       1.93993993993994                     0.3      0.0864710067237625      0.0159817505468362     0.00618445064528292    2.19044927562085E-05     0.00811281984088593        3180.72691662017       -1708.45580723527         3219.9103904926        3113.88149202349      0.0171138742310482        3636.99486425962       0.116771939770317        117835.031313337        11516096.5926225    2.25407339144679E-06 
