      0.022022022022022                     0.3       0.029899999499321     0.00916200038045645    6.91244543417664E-20    9.92089965213744E-21     3.6866376131192E-20                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        5.72675671840992 
     0.0242242242242242                     0.3       0.029899999499321     0.00916200038045645    7.39624485962773E-20     1.0226209305303E-20    3.94466402977505E-20                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        5.99352769187902 
     0.0264264264264264                     0.3       0.029899999499321     0.00916200038045645    8.00692437817927E-20     1.0209455029217E-20    4.27035971182615E-20                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
     0.0286286286286286                     0.3       0.029899999499321     0.00916200038045645    8.72250472865805E-20    9.88739087569417E-21    4.65200239329302E-20                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
     0.0308308308308308                     0.3       0.029899999499321     0.00916200038045645    9.42914522710708E-20    9.38054010609531E-21    5.02887714545885E-20                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.033033033033033                     0.3       0.029899999499321     0.00916200038045645    1.01357857255561E-19    8.87368933649645E-21    5.40575189762468E-20                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
     0.0352352352352352                     0.3       0.029899999499321     0.00916200038045645    1.08424262240051E-19    8.36683856689759E-21    5.78262664979051E-20                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
     0.0374374374374374                     0.3       0.029899999499321     0.00916200038045645    1.15490667224542E-19    7.85998779729873E-21    6.15950140195634E-20                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
     0.0396396396396396                     0.3       0.029899999499321     0.00916200038045645    1.22557072209032E-19    7.35313702769988E-21    6.53637615412217E-20                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
     0.0418418418418419                     0.3       0.029899999499321     0.00916200038045645    1.29623477193522E-19    6.84628625810102E-21    6.91325090628801E-20                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
     0.0440440440440441                     0.3       0.029899999499321     0.00916200038045645    1.36689882178013E-19    6.33943548850216E-21    7.29012565845384E-20                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
     0.0462462462462463                     0.3       0.029899999499321     0.00916200038045645    1.43756287162503E-19     5.8325847189033E-21    7.66700041061966E-20                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
     0.0484484484484485                     0.3       0.029899999499321     0.00916200038045645    1.50862946913268E-19     5.4089404947388E-21    8.04602208735416E-20                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
     0.0506506506506507                     0.3       0.029899999499321     0.00916200038045645    1.57984670809742E-19     5.1555151279673E-21    8.42584722207539E-20                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
     0.0528528528528529                     0.3       0.029899999499321     0.00916200038045645    1.64155978567724E-19    4.90209001275772E-21    8.75498391010192E-20                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
     0.0550550550550551                     0.3       0.029899999499321     0.00916200038045645    1.69823660422374E-19    4.44493537293335E-21    9.05726034154727E-20                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
     0.0572572572572573                     0.3       0.029899999499321     0.00916200038045645    1.75368493186979E-19    3.93808514249624E-21    9.35298477068792E-20                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
     0.0594594594594595                     0.3       0.029899999499321     0.00916200038045645    1.80913325951585E-19    3.43123491205913E-21    9.64870919982858E-20                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
     0.0616616616616617                     0.3       0.029899999499321     0.00916200038045645     1.8645815871619E-19    2.92438468162202E-21    9.94443362896923E-20                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
     0.0638638638638639                     0.3       0.029899999499321     0.00916200038045645    1.92002991480796E-19    2.41753445118491E-21    1.02401580581099E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
     0.0660660660660661                     0.3       0.029899999499321     0.00916200038045645    1.97547824245402E-19     1.9106842207478E-21    1.05358824872505E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
     0.0682682682682683                     0.3       0.029899999499321     0.00916200038045645    2.03092657010007E-19     1.4038339903107E-21    1.08316069163912E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
     0.0704704704704705                     0.3       0.029899999499321     0.00916200038045645    2.08637489774613E-19    8.96983759873589E-22    1.11273313455318E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
     0.0726726726726727                     0.3       0.029899999499321     0.00916200038045645    2.14182322539218E-19    3.90133529436481E-22    1.14230557746725E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
     0.0748748748748749                     0.3       0.029899999499321     0.00916200038045645    2.20266791112281E-19    1.01579748793812E-22    1.17475610035687E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
     0.0770770770770771                     0.3       0.029899999499321     0.00916200038045645    2.25828673373664E-19    2.68245986708301E-30    1.20441946832831E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
     0.0792792792792793                     0.3       0.029899999499321     0.00916200038045645    2.30747064186743E-19    5.23009721793686E-30    1.23065088044844E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
     0.0814814814814815                     0.3       0.029899999499321     0.00916200038045645    2.35201460772122E-19    6.11069376962435E-30    1.25440769529953E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
     0.0836836836836837                     0.3       0.029899999499321     0.00916200038045645    2.39655857357502E-19    6.99129032131185E-30    1.27816451015061E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
     0.0858858858858859                     0.3       0.029899999499321     0.00916200038045645    2.44110253942882E-19    7.87188687299934E-30    1.30192132500169E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
     0.0880880880880881                     0.3       0.029899999499321     0.00916200038045645    2.48564650528262E-19    8.75248342468683E-30    1.32567813985277E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
     0.0902902902902903                     0.3       0.029899999499321     0.00916200038045645    2.53019047113641E-19    9.63307997637432E-30    1.34943495470385E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
     0.0924924924924925                     0.3       0.029899999499321     0.00916200038045645    2.57473443699021E-19    1.05136765280618E-29    1.37319176955493E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
     0.0946946946946947                     0.3       0.029899999499321     0.00916200038045645    2.61927840284401E-19    1.13942730797493E-29    1.39694858440602E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
     0.0968968968968969                     0.3       0.029899999499321     0.00916200038045645    2.66382236869781E-19    1.22748696314368E-29     1.4207053992571E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
     0.0990990990990991                     0.3       0.029899999499321     0.00916200038045645     2.7111266496715E-19    1.41471935902165E-29    1.44593435920173E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.101301301301301                     0.3       0.029899999499321     0.00916200038045645    2.76540914046304E-19    1.71425202830721E-29    1.47488500278972E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.103503503503504                     0.3       0.029899999499321     0.00916200038045645    2.83767623328601E-19    1.75160679063091E-29    1.51342748009779E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.105705705705706                     0.3       0.029899999499321     0.00916200038045645    2.91837888015912E-19    1.80356804858161E-29    1.55646886988091E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.107907907907908                     0.3       0.029899999499321     0.00916200038045645    3.00034177246889E-19    1.85771147137295E-29    1.60018238314081E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
       0.11011011011011                     0.3       0.029899999499321     0.00916200038045645    3.08230466477867E-19    1.91185489416429E-29     1.6438958964007E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.112312312312312                     0.3       0.029899999499321     0.00916200038045645    3.16426755708844E-19    1.96599831695563E-29     1.6876094096606E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.114514514514515                     0.3       0.029899999499321     0.00916200038045645    3.24623044939821E-19    2.02014173974697E-29    1.73132292292049E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.116716716716717                     0.3       0.029899999499321     0.00916200038045645    3.32819334170798E-19    2.07428516253831E-29    1.77503643618038E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.118918918918919                     0.3       0.029899999499321     0.00916200038045645    3.41015623401775E-19    2.12842858532965E-29    1.81874994944028E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.121121121121121                     0.3       0.029899999499321     0.00916200038045645    3.49211912632753E-19    2.18257200812099E-29    1.86246346270017E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.123323323323323                     0.3       0.029899999499321     0.00916200038045645     3.5740820186373E-19    2.23671543091233E-29    1.90617697596007E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.125525525525526                     0.3       0.029899999499321     0.00916200038045645    3.64705196370146E-19    2.27528720970303E-29      1.945094303657E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.127727727727728                     0.3       0.029899999499321     0.00916200038045645     3.7300231352616E-19     4.8047713678516E-28    1.98934557846564E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        5.94061296412146 
       0.12992992992993                     0.3       0.029899999499321     0.00916200038045645    3.82102109812288E-19    1.07737644273578E-27    2.03787779230903E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        5.67384267935337 
      0.132132132132132                     0.3       0.029899999499321     0.00916200038045645    3.91593114935464E-19    1.53964824362176E-27      2.088496462254E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        5.40707239458527 
      0.134334334334334                     0.3       0.029899999499321     0.00916200038045645    4.01084120058641E-19    2.00192004450774E-27    2.13911513219897E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        5.14030210981718 
      0.136536536536537                     0.3       0.029899999499321     0.00916200038045645    4.10575125181817E-19    2.46419184539372E-27    2.18973380214394E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        4.87353182504909 
      0.138738738738739                     0.3       0.029899999499321     0.00916200038045645    4.20066130304993E-19     2.9264636462797E-27    2.24035247208891E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        4.60676154028099 
      0.140940940940941                     0.3       0.029899999499321     0.00916200038045645     4.2955713542817E-19    3.38873544716568E-27    2.29097114203388E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335         4.3399912555129 
      0.143143143143143                     0.3       0.029899999499321     0.00916200038045645    4.39048140551346E-19    3.85100724805167E-27    2.34158981197885E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        4.07322097074481 
      0.145345345345345                     0.3       0.029899999499321     0.00916200038045645    4.48539145674522E-19    4.31327904893764E-27    2.39220848192382E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        3.80645068597671 
      0.147547547547548                     0.3       0.029899999499321     0.00916200038045645    4.58030150797699E-19    4.77555084982363E-27    2.44282715186879E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        3.53968040120862 
       0.14974974974975                     0.3       0.029899999499321     0.00916200038045645    4.67219325858956E-19    5.34169205329334E-27    2.49183605456239E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        3.27291011644053 
      0.151951951951952                     0.3       0.029899999499321     0.00916200038045645    4.76290981715971E-19    6.03585946254536E-27    2.54021819496198E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        3.11195432308407 
      0.154154154154154                     0.3       0.029899999499321     0.00916200038045645    4.86316741041623E-19    6.75572469049541E-27    2.59368894743354E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        3.37872555235731 
      0.156356356356356                     0.3       0.029899999499321     0.00916200038045645    4.95342997966931E-19    7.66205513027288E-27    2.64182900214785E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        3.64549678163055 
      0.158558558558559                     0.3       0.029899999499321     0.00916200038045645    5.04301042853257E-19    8.58111107455471E-27     2.6896052580728E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        3.91226801090379 
      0.160760760760761                     0.3       0.029899999499321     0.00916200038045645    5.13259087739584E-19    9.50016701883654E-27    2.73738151399774E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        4.17903924017704 
      0.162962962962963                     0.3       0.029899999499321     0.00916200038045645    5.22217132625911E-19    1.04192229631184E-26    2.78515776992269E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        4.44581046945028 
      0.165165165165165                     0.3       0.029899999499321     0.00916200038045645    5.31175177512237E-19    1.13382789074002E-26    2.83293402584764E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        4.71258169872352 
      0.167367367367367                     0.3       0.029899999499321     0.00916200038045645    5.40133222398564E-19     1.2257334851682E-26    2.88071028177259E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        4.97935292799677 
       0.16956956956957                     0.3       0.029899999499321     0.00916200038045645    5.49091267284891E-19    1.31763907959638E-26    2.92848653769753E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        5.24612415727001 
      0.171771771771772                     0.3       0.029899999499321     0.00916200038045645    5.58049312171217E-19    1.40954467402457E-26    2.97626279362248E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        5.51289538654325 
      0.173973973973974                     0.3       0.029899999499321     0.00916200038045645    5.67007357057544E-19    1.50145026845275E-26    3.02403904954743E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        5.77966661581649 
      0.176176176176176                     0.3       0.029899999499321     0.00916200038045645    5.77026285230237E-19    1.57356423190053E-26    3.07747336907821E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.04643784508974 
      0.178378378378378                     0.3       0.029899999499321     0.00916200038045645    5.87629092645963E-19    1.93834444618642E-25    3.13402168938027E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.180580580580581                     0.3       0.029899999499321     0.00916200038045645     5.9827589491273E-19    3.24297444629354E-25    3.19080465703175E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.182782782782783                     0.3       0.029899999499321     0.00916200038045645    6.08732705558328E-19    3.27164828439904E-25    3.24657435438489E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.184984984984985                     0.3       0.029899999499321     0.00916200038045645    6.19189516203926E-19    3.30032212250455E-25    3.30234405173803E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.187187187187187                     0.3       0.029899999499321     0.00916200038045645    6.29646326849524E-19    3.32899596061005E-25    3.35811374909117E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.189389389389389                     0.3       0.029899999499321     0.00916200038045645    6.40103137495122E-19    3.35766979871555E-25    3.41388344644431E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.191591591591592                     0.3       0.029899999499321     0.00916200038045645     6.5055994814072E-19    3.38634363682106E-25    3.46965314379745E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.193793793793794                     0.3       0.029899999499321     0.00916200038045645    6.61016758786318E-19    3.41501747492656E-25    3.52542284115059E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.195995995995996                     0.3       0.029899999499321     0.00916200038045645    6.71473569431916E-19    3.44369131303206E-25    3.58119253850373E-19                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
