      0.515315315315315                     0.3       0.029899999499321     0.00916200038045645    1.88560735377875E-18    5.15922833732482E-25    1.00565715368498E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.517517517517518                     0.3       0.029899999499321     0.00916200038045645    1.89672958978522E-18    5.45775304802104E-25      1.011589033327E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
       0.51971971971972                     0.3       0.029899999499321     0.00916200038045645     1.9078518257917E-18    5.75627775871727E-25    1.01752091296902E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.521921921921922                     0.3       0.029899999499321     0.00916200038045645    1.91897406179817E-18     6.0548024694135E-25    1.02345279261104E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.524124124124124                     0.3       0.029899999499321     0.00916200038045645    1.93009629780464E-18    6.35332718010972E-25    1.02938467225306E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.526326326326326                     0.3       0.029899999499321     0.00916200038045645    1.94121853381111E-18    6.65185189080595E-25    1.03531655189508E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.528528528528529                     0.3       0.029899999499321     0.00916200038045645    1.95197739269598E-18    7.00039466890201E-25    1.04105463040558E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.530730730730731                     0.3       0.029899999499321     0.00916200038045645    1.96225818491999E-18    2.25370176812669E-24    1.04653774038055E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.532932932932933                     0.3       0.029899999499321     0.00916200038045645    1.97235091544011E-18    1.00835621568935E-23     1.0519205522332E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.535135135135135                     0.3       0.029899999499321     0.00916200038045645    1.98164549665741E-18    1.06326069998475E-23    1.05687766989081E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.537337337337337                     0.3       0.029899999499321     0.00916200038045645    1.99088185619628E-18    1.06505465723125E-23      1.061803734924E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
       0.53953953953954                     0.3       0.029899999499321     0.00916200038045645    2.00011821573515E-18    1.06684861447776E-23     1.0667297999572E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.541741741741742                     0.3       0.029899999499321     0.00916200038045645    2.00935457527402E-18    1.06864257172427E-23    1.07165586499039E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.543943943943944                     0.3       0.029899999499321     0.00916200038045645    2.01859093481289E-18    1.07043652897077E-23    1.07658193002358E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.546146146146146                     0.3       0.029899999499321     0.00916200038045645    2.02782729435176E-18    1.07223048621728E-23    1.08150799505678E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.548348348348348                     0.3       0.029899999499321     0.00916200038045645    2.03706365389063E-18    1.07402444346379E-23    1.08643406008997E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.550550550550551                     0.3       0.029899999499321     0.00916200038045645     2.0463000134295E-18    1.07581840071029E-23    1.09136012512316E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.552752752752753                     0.3       0.029899999499321     0.00916200038045645    2.05553637296837E-18     1.0776123579568E-23    1.09628619015635E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.554954954954955                     0.3       0.029899999499321     0.00916200038045645    2.06562009036522E-18    1.85237651556547E-23    1.10166419484543E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.557157157157157                     0.3       0.029899999499321     0.00916200038045645    2.07632834589459E-18    4.34012050372387E-23    1.10737522659061E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.559359359359359                     0.3       0.029899999499321     0.00916200038045645    2.08674033671303E-18    7.46777967288853E-23    1.11292823619337E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.561561561561562                     0.3       0.029899999499321     0.00916200038045645    2.09654599830248E-18     1.0596120030785E-22    1.11815787969388E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.563763763763764                     0.3       0.029899999499321     0.00916200038045645    2.10635165989194E-18    1.37244603886813E-22    1.12338752319438E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.565965965965966                     0.3       0.029899999499321     0.00916200038045645     2.1161573214814E-18    1.68528007465776E-22    1.12861716669489E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.568168168168168                     0.3       0.029899999499321     0.00916200038045645    2.12596298307085E-18    1.99811411044742E-22    1.13384681019539E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
       0.57037037037037                     0.3       0.029899999499321     0.00916200038045645    2.13576864466031E-18    2.31094814623705E-22    1.13907645369589E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.572572572572573                     0.3       0.029899999499321     0.00916200038045645    2.14557430624977E-18     2.6237821820267E-22     1.1443060971964E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.574774774774775                     0.3       0.029899999499321     0.00916200038045645    2.15537996783923E-18    2.93661621781633E-22     1.1495357406969E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.576976976976977                     0.3       0.029899999499321     0.00916200038045645    2.16518562942868E-18    3.24945025360596E-22    1.15476538419741E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.579179179179179                     0.3       0.029899999499321     0.00916200038045645    2.17558354436462E-18     3.5622177518964E-22    1.16031088688307E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.581381381381381                     0.3       0.029899999499321     0.00916200038045645    2.18596953122112E-18    3.83432770031998E-22    1.16585004277585E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.04864895218135 
      0.583583583583584                     0.3       0.029899999499321     0.00916200038045645    2.19478391624076E-18    3.99108526577164E-22    1.17055107727467E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        5.78187788032609 
      0.585785785785786                     0.3       0.029899999499321     0.00916200038045645    2.20528527243158E-18    4.30378707423299E-22    1.17615182463147E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        5.51510680847085 
      0.587987987987988                     0.3       0.029899999499321     0.00916200038045645    2.21578982484984E-18    4.61678434314898E-22    1.18175427663326E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        5.24833573661557 
       0.59019019019019                     0.3       0.029899999499321     0.00916200038045645     2.2262943772681E-18    4.92978161206494E-22    1.18735672863504E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        4.98156466476033 
      0.592392392392392                     0.3       0.029899999499321     0.00916200038045645    2.23679892968637E-18     5.2427788809809E-22    1.19295918063682E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        4.71479359290509 
      0.594594594594595                     0.3       0.029899999499321     0.00916200038045645    2.24730348210463E-18    5.55577614989688E-22     1.1985616326386E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        4.44802252104983 
      0.596796796796797                     0.3       0.029899999499321     0.00916200038045645    2.25780803452289E-18    5.86877341881286E-22    1.20416408464038E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        4.18125144919457 
      0.598998998998999                     0.3       0.029899999499321     0.00916200038045645    2.26831258694116E-18    6.18177068772883E-22    1.20976653664216E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        3.91448037733931 
      0.601201201201201                     0.3       0.029899999499321     0.00916200038045645    2.27881713935942E-18    6.49476795664479E-22    1.21536898864395E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        3.64770930548407 
      0.603403403403403                     0.3       0.029899999499321     0.00916200038045645    2.28922773239317E-18    6.79907958508101E-22    1.22092132925804E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        3.38093823362882 
      0.605605605605606                     0.3       0.029899999499321     0.00916200038045645     2.2980421174128E-18    6.95583715053269E-22    1.22562236375686E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        3.11416716177355 
      0.607807807807808                     0.3       0.029899999499321     0.00916200038045645    2.30529531491567E-18    6.74014647767836E-22     1.2294907565672E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        3.27069837708961 
       0.61001001001001                     0.3       0.029899999499321     0.00916200038045645    2.31227818721021E-18    6.42765630277857E-22    1.23321498206146E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        3.53747007861794 
      0.612212212212212                     0.3       0.029899999499321     0.00916200038045645    2.31938132178105E-18    6.11534007639241E-22    1.23700335476398E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        3.80424178014625 
      0.614414414414414                     0.3       0.029899999499321     0.00916200038045645    2.32648445635188E-18    5.80302385000625E-22     1.2407917274665E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        4.07101348167458 
      0.616616616616617                     0.3       0.029899999499321     0.00916200038045645    2.33358759092271E-18    5.49070762362008E-22    1.24458010016901E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        4.33778518320291 
      0.618818818818819                     0.3       0.029899999499321     0.00916200038045645    2.34069072549354E-18    5.17839139723393E-22    1.24836847287153E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        4.60455688473123 
      0.621021021021021                     0.3       0.029899999499321     0.00916200038045645    2.34779386006437E-18    4.86607517084776E-22    1.25215684557404E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        4.87132858625956 
      0.623223223223223                     0.3       0.029899999499321     0.00916200038045645    2.35489699463521E-18    4.55375894446159E-22    1.25594521827656E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        5.13810028778789 
      0.625425425425425                     0.3       0.029899999499321     0.00916200038045645    2.36200012920604E-18    4.24144271807544E-22    1.25973359097908E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        5.40487198931621 
      0.627627627627628                     0.3       0.029899999499321     0.00916200038045645    2.36910326377687E-18    3.92912649168927E-22    1.26352196368159E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        5.67164369084454 
       0.62982982982983                     0.3       0.029899999499321     0.00916200038045645    2.37605539324578E-18    3.61659185007067E-22    1.26722979112903E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        5.93841539237286 
      0.632032032032032                     0.3       0.029899999499321     0.00916200038045645    2.38297557422614E-18    3.32915148919506E-22    1.27092056363186E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.634234234234234                     0.3       0.029899999499321     0.00916200038045645    2.38999189093785E-18    3.08877876655872E-22    1.27466258633815E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.636436436436436                     0.3       0.029899999499321     0.00916200038045645    2.39619796675494E-18    2.77530586812899E-22    1.27797243753537E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.638638638638639                     0.3       0.029899999499321     0.00916200038045645    2.40240404257204E-18    2.46183296969925E-22    1.28128228873259E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.640840840840841                     0.3       0.029899999499321     0.00916200038045645    2.40861011838913E-18    2.14836007126952E-22    1.28459213992981E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.643043043043043                     0.3       0.029899999499321     0.00916200038045645    2.41481619420622E-18    1.83488717283976E-22    1.28790199112703E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.645245245245245                     0.3       0.029899999499321     0.00916200038045645    2.42102227002332E-18    1.52141427441003E-22    1.29121184232425E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.647447447447447                     0.3       0.029899999499321     0.00916200038045645    2.42722834584041E-18    1.20794137598031E-22    1.29452169352146E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
       0.64964964964965                     0.3       0.029899999499321     0.00916200038045645     2.4334344216575E-18    8.94468477550563E-23    1.29783154471868E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.651851851851852                     0.3       0.029899999499321     0.00916200038045645     2.4396404974746E-18     5.8099557912082E-23     1.3011413959159E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.654054054054054                     0.3       0.029899999499321     0.00916200038045645    2.44595194151892E-18    2.77029033658999E-23    1.30450744909709E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.656256256256256                     0.3       0.029899999499321     0.00916200038045645     2.4530238901853E-18    4.16754426083684E-24    1.30827914513382E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.658458458458459                     0.3       0.029899999499321     0.00916200038045645    2.45956603694807E-18    8.16877940952935E-25    1.31176825251393E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.660660660660661                     0.3       0.029899999499321     0.00916200038045645    2.46615291794209E-18    7.47704635733239E-25    1.31528123768671E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.662862862862863                     0.3       0.029899999499321     0.00916200038045645    2.47282837446353E-18    6.65863242806694E-25    1.31884147936141E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.665065065065065                     0.3       0.029899999499321     0.00916200038045645    2.47950383098498E-18    5.84021849880145E-25     1.3224017210361E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.667267267267267                     0.3       0.029899999499321     0.00916200038045645    2.48617928750642E-18      5.021804569536E-25     1.3259619627108E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
       0.66946946946947                     0.3       0.029899999499321     0.00916200038045645    2.49285474402786E-18    4.20339064027046E-25    1.32952220438549E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.671671671671672                     0.3       0.029899999499321     0.00916200038045645     2.4995302005493E-18    3.38497671100501E-25    1.33308244606019E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.673873873873874                     0.3       0.029899999499321     0.00916200038045645    2.50620565707075E-18    2.56656278173956E-25    1.33664268773488E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.676076076076076                     0.3       0.029899999499321     0.00916200038045645    2.51288111359219E-18    1.74814885247407E-25    1.34020292940958E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.678278278278278                     0.3       0.029899999499321     0.00916200038045645    2.51955657011363E-18    9.29734923208576E-26    1.34376317108427E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.680480480480481                     0.3       0.029899999499321     0.00916200038045645    2.52608802051802E-18    3.17278799028814E-26    1.34724658312504E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.682682682682683                     0.3       0.029899999499321     0.00916200038045645    2.53306829930368E-18    1.10419836700364E-27    1.35096938235583E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.684884884884885                     0.3       0.029899999499321     0.00916200038045645    2.54074642272682E-18    1.05447823640953E-27    1.35506439968347E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.687087087087087                     0.3       0.029899999499321     0.00916200038045645    2.54766292438131E-18    9.61858230970483E-28    1.35875317952616E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.689289289289289                     0.3       0.029899999499321     0.00916200038045645    2.55457942603579E-18    8.69238225531442E-28    1.36244195936885E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.691491491491492                     0.3       0.029899999499321     0.00916200038045645    2.56149592769028E-18    7.76618220092396E-28    1.36613073921154E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.693693693693694                     0.3       0.029899999499321     0.00916200038045645    2.56841242934477E-18    6.83998214653355E-28    1.36981951905423E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.695895895895896                     0.3       0.029899999499321     0.00916200038045645    2.57532893099926E-18    5.91378209214309E-28    1.37350829889692E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.698098098098098                     0.3       0.029899999499321     0.00916200038045645    2.58224543265375E-18    4.98758203775264E-28    1.37719707873961E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
        0.7003003003003                     0.3       0.029899999499321     0.00916200038045645    2.58916193430823E-18    4.06138198336223E-28    1.38088585858231E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.702502502502503                     0.3       0.029899999499321     0.00916200038045645    2.59607843596272E-18    3.13518192897177E-28      1.384574638425E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.704704704704705                     0.3       0.029899999499321     0.00916200038045645    2.60315943564777E-18     2.3016386920961E-28    1.38835115901902E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.706906906906907                     0.3       0.029899999499321     0.00916200038045645    2.61095171492196E-18    1.86873796059287E-28    1.39250706534396E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.709109109109109                     0.3       0.029899999499321     0.00916200038045645    2.61922389944326E-18    2.10270894790289E-28    1.39691893254067E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
      0.711311311311311                     0.3       0.029899999499321     0.00916200038045645    2.62713534043011E-18    2.38959864103525E-28    1.40113843740185E-18                       0                       0                       0                       0                       0                       0                    3430                    -605        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6391335        6.11809492111206 
