VARIABLES = "X"
 "Y"
 "rho_N2"
 "rho_O2"
 "rho_NO"
 "rho_N"
 "rho_O"
 "rho_NOp"
 "rho_N2p"
 "rho_O2p"
 "rho_Np"
 "rho_Op"
 "rho_e"
 "U"
 "V"
 "T"
 "Tv"
 "rho"
 "P"
 "H"
 "tau"
ZONE
DT=(DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE)
                      2       0.152752752752753      0.0752990885706526      0.0230732514901634    6.60838205450786E-17    1.16250365243418E-21    8.05776219525787E-15                       0                       0                       0                       0                       0                       0        3386.60004146042       -109.096654091513        628.798807701001         342.67698474109      0.0983723339631795        17846.1391883391         6375999.6345433      0.0256686392436014 
                      2       0.153103103103103      0.0750860064055059      0.0230079587252094    6.54575844499314E-17    1.16250364832319E-21    7.96852564793589E-15                       0                       0                       0                       0                       0                       0        3386.71973179405       -110.709406618391        627.862983327008        342.505263057277       0.098093959589359        17771.3716760362        6375681.93663611      0.0260273603637857 
                      2       0.153453453453453      0.0748729242403593      0.0229426659602553    6.48313483547843E-17     1.1625036442122E-21    7.87928910061392E-15                       0                       0                       0                       0                       0                       0        3386.83942212767       -112.322159145269        626.927158953016        342.333541373465      0.0978155852155384        17696.6041637334        6375364.23872892      0.0263860814839699 
                      2       0.153803803803804      0.0746588905315097      0.0228770816152685    6.42089757980237E-17    1.16250363841585E-21    7.79051172209536E-15                       0                       0                       0                       0                       0                       0        3386.96033247844       -113.948624790774         625.98249332956         342.16277289724      0.0975359675574995        17621.5467124744        6375046.53175242      0.0267982744891904 
                      2       0.154154154154154      0.0744434873183261      0.0228110776152334    6.35921638188263E-17    1.16250363019387E-21    7.70239519989309E-15                       0                       0                       0                       0                       0                       0        3387.08299873254       -115.594826971061        625.025102983719        341.993376320084      0.0972545605091046        17546.0719680779        6374728.81172296      0.0272874266273194 
                      2       0.154504504504504      0.0742280841051425      0.0227450736151984    6.29753518396289E-17    1.16250362197188E-21    7.61427867769084E-15                       0                       0                       0                       0                       0                       0        3387.20566498665       -117.241029151348        624.067712637877        341.823979742929      0.0969731534607097        17470.5972236815         6374411.0916935      0.0277765787654483 
                      2       0.154854854854855      0.0740126808919588      0.0226790696151633    6.23585398604315E-17     1.1625036137499E-21    7.52616215548857E-15                       0                       0                       0                       0                       0                       0        3387.32833124076       -118.887231331635        623.110322292035        341.654583165774      0.0966917464123148         17395.122479285        6374093.37166404      0.0282657309035772 
                      2       0.155205205205205      0.0737972776787752      0.0226130656151283    6.17417278812341E-17    1.16250360552792E-21    7.43804563328631E-15                       0                       0                       0                       0                       0                       0        3387.45099749486       -120.533433511923        622.152931946193        341.485186588618      0.0964103393639199        17319.6477348886        6373775.65163458      0.0287548830417062 
                      2       0.155555555555556      0.0735818744655916      0.0225470616150932    6.11249159020367E-17    1.16250359730593E-21    7.34992911108405E-15                       0                       0                       0                       0                       0                       0        3387.57366374897        -122.17963569221        621.195541600351        341.315790011463       0.096128932315525        17244.1729904922        6373457.93160512      0.0292440351798351 
                      2       0.155905905905906       0.073366471252408      0.0224810576150582    6.05081039228393E-17    1.16250358908395E-21    7.26181258888179E-15                       0                       0                       0                       0                       0                       0        3387.69633000307       -123.825837872497        620.238151254509        341.146393434308        0.09584752526713        17168.6982460957        6373140.21157567      0.0297331873179641 
                      2       0.156256256256256      0.0731510680392244      0.0224150536150231    5.98912919436419E-17    1.16250358086197E-21    7.17369606667952E-15                       0                       0                       0                       0                       0                       0        3387.81899625718       -125.472040052784        619.280760908668        340.976996857153      0.0955661182187351        17093.2235016993        6372822.49154621       0.030222339456093 
                      2       0.156606606606607      0.0729356648260408      0.0223490496149881    5.92744799644445E-17    1.16250357263998E-21    7.08557954447726E-15                       0                       0                       0                       0                       0                       0        3387.94166251129       -127.118242233072        618.323370562826        340.807600279997      0.0952847111703402        17017.7487573028        6372504.77151675       0.030711491594222 
                      2       0.156956956956957      0.0727202616128572       0.022283045614953    5.86576679852471E-17      1.162503564418E-21      6.997463022275E-15                       0                       0                       0                       0                       0                       0        3388.06432876539       -128.764444413359        617.365980216984        340.638203702842      0.0950033041219453        16942.2740129064        6372187.05148729      0.0312006437323509 
                      2       0.157307307307307      0.0725048583996735       0.022217041614918    5.80408560060497E-17    1.16250355619601E-21    6.90934650007273E-15                       0                       0                       0                       0                       0                       0         3388.1869950195       -130.410646593646        616.408589871142        340.468807125687      0.0947218970735504          16866.79926851        6371869.33145783      0.0316897958704799 
                      2       0.157657657657658      0.0722894551864899      0.0221510376148829    5.74240440268523E-17    1.16250354797403E-21    6.82122997787047E-15                       0                       0                       0                       0                       0                       0         3388.3096612736       -132.056848773933          615.4511995253        340.299410548531      0.0944404900251555        16791.3245241135        6371551.61142837      0.0321789480086088 
                      2       0.158008008008008      0.0720740519733063      0.0220850336148479    5.68072320476549E-17    1.16250353975205E-21    6.73311345566821E-15                       0                       0                       0                       0                       0                       0        3388.43232752771        -133.70305095422        614.493809179458        340.130013971376      0.0941590829767606        16715.8497797171        6371233.89139891      0.0326681001467378 
                      2       0.158358358358358      0.0718586487601227      0.0220190296148128    5.61904200684575E-17    1.16250353153006E-21    6.64499693346595E-15                       0                       0                       0                       0                       0                       0        3388.55499378182       -135.349253134508        613.536418833617        339.960617394221      0.0938776759283657        16640.3750353206        6370916.17136945      0.0331572522848667 
                      2       0.158708708708709      0.0716432455469391      0.0219530256147778      5.557360808926E-17    1.16250352330808E-21    6.55688041126368E-15                       0                       0                       0                       0                       0                       0        3388.67766003592       -136.995455314795        612.579028487775        339.791220817065      0.0935962688799707        16564.9002909242        6370598.45133999      0.0336464044229957 
                      2       0.159059059059059      0.0714278423337555      0.0218870216147427    5.49567961100626E-17     1.1625035150861E-21    6.46876388906141E-15                       0                       0                       0                       0                       0                       0        3388.80032629003       -138.641657495082        611.621638141933         339.62182423991      0.0933148618315758        16489.4255465278        6370280.73131053      0.0341355565611246 
                      2       0.159409409409409      0.0712124391205719      0.0218210176147077    5.43399841308653E-17    1.16250350686411E-21    6.38064736685916E-15                       0                       0                       0                       0                       0                       0        3388.92299254414       -140.287859675369        610.664247796091        339.452427662755      0.0930334547831809        16413.9508021313        6369963.01128107      0.0346247086992536 
                      2        0.15975975975976      0.0709970359073883      0.0217550136146727    5.37231721516678E-17    1.16250349864213E-21    6.29253084465689E-15                       0                       0                       0                       0                       0                       0        3389.04565879824       -141.934061855657        609.706857450249        339.283031085599       0.092752047734786        16338.4760577349        6369645.29125161      0.0351138608373825 
                      2        0.16011011011011      0.0707816326942046      0.0216890096146376    5.31063601724704E-17    1.16250349042015E-21    6.20441432245463E-15                       0                       0                       0                       0                       0                       0        3389.16832505235       -143.580264035944        608.749467104407        339.113634508444      0.0924706406863911        16263.0013133384        6369327.57122216      0.0356030129755115 
                      2        0.16046046046046      0.0705662294810211      0.0216230056146026     5.2489548193273E-17    1.16250348219816E-21    6.11629780025237E-15                       0                       0                       0                       0                       0                       0        3389.29099130645       -145.226466216231        607.792076758566        338.944237931289      0.0921892336379962         16187.526568942         6369009.8511927      0.0360921651136404 
                      2       0.160810810810811      0.0703508262678375      0.0215570016145675    5.18727362140756E-17    1.16250347397618E-21    6.02818127805011E-15                       0                       0                       0                       0                       0                       0        3389.41365756056       -146.872668396518        606.834686412724        338.774841354134      0.0919078265896013        16112.0518245456        6368692.13116324      0.0365813172517694 
                      2       0.161161161161161      0.0701354230546538      0.0214909976145325    5.12559242348782E-17     1.1625034657542E-21    5.94006475584784E-15                       0                       0                       0                       0                       0                       0        3389.53632381467       -148.518870576806        605.877296066882        338.605444776978      0.0916264195412064        16036.5770801491        6368374.41113378      0.0370704693898983 
                      2       0.161511511511511      0.0699200198414702      0.0214249936144974    5.06391122556808E-17    1.16250345753221E-21    5.85194823364558E-15                       0                       0                       0                       0                       0                       0        3389.65899006877       -150.165072757093         604.91990572104        338.436048199823      0.0913450124928115        15961.1023357527        6368056.69110432      0.0375596215280272 
                      2       0.161861861861862      0.0697046166282866      0.0213589896144624    5.00223002764834E-17    1.16250344931023E-21    5.76383171144332E-15                       0                       0                       0                       0                       0                       0        3389.78165632288        -151.81127493738        603.962515375198        338.266651622668      0.0910636054444166        15885.6275913563        6367738.97107486      0.0380487736661562 
                      2       0.162212212212212       0.069489213415103      0.0212929856144273     4.9405488297286E-17    1.16250344108824E-21    5.67571518924106E-15                       0                       0                       0                       0                       0                       0        3389.90432257699       -153.457477117667        603.005125029357        338.097255045512      0.0907821983960217        15810.1528469598         6367421.2510454      0.0385379258042851 
                      2       0.162562562562563      0.0692738102019194      0.0212269816143923    4.87886763180886E-17    1.16250343286626E-21    5.58759866703879E-15                       0                       0                       0                       0                       0                       0        3390.02698883109       -155.103679297955        602.047734683515        337.927858468357      0.0905007913476267        15734.6781025634        6367103.53101594      0.0390270779424141 
                      2       0.162912912912913      0.0690584069887358      0.0211609776143572    4.81718643388912E-17    1.16250342464428E-21    5.49948214483653E-15                       0                       0                       0                       0                       0                       0         3390.1496550852       -156.749881478242        601.090344337673        337.758461891202      0.0902193842992318        15659.2033581669        6366785.81098648       0.039516230080543 
                      2       0.163263263263263      0.0688436757367045      0.0210951795223159    4.75523240060741E-17    1.16250341761246E-21    5.41104136679894E-15                       0                       0                       0                       0                       0                       0        3390.27145978757       -158.386399728127        600.139197505564        337.588392177893      0.0899388552333126        15583.9333628688        6366468.09736159      0.0399676214417642 
                      2       0.163613613613614      0.0686305935715578      0.0210298867573618    4.69260879109269E-17    1.16250341350147E-21    5.32180481947696E-15                       0                       0                       0                       0                       0                       0         3390.3911501212       -159.999152255005        599.203373131572         337.41667049408       0.089660480859492        15509.1658505659         6366150.3994544      0.0403263425619485 
                      2       0.163963963963964      0.0684175114064112      0.0209645939924078    4.62998518157798E-17    1.16250340939047E-21    5.23256827215498E-15                       0                       0                       0                       0                       0                       0        3390.51084045482       -161.611904781884         598.26754875758        337.244948810268      0.0893821064856714        15434.3983382631        6365832.70154721      0.0406850636821327 
                      2       0.164314314314314      0.0682044292412645      0.0208993012274537    4.56736157206326E-17    1.16250340527948E-21      5.143331724833E-15                       0                       0                       0                       0                       0                       0        3390.63053078844       -163.224657308762        597.331724383587        337.073227126456      0.0891037321118509        15359.6308259603        6365515.00364002       0.041043784802317 
                      2       0.164664664664665      0.0679913470761178      0.0208340084624996    4.50473796254855E-17    1.16250340116849E-21    5.05409517751103E-15                       0                       0                       0                       0                       0                       0        3390.75022112206        -164.83740983564        596.395900009595        336.901505442643      0.0888253577380303        15284.8633136575        6365197.30573283      0.0414025059225013 
                      2       0.165015015015015      0.0677782649109712      0.0207687156975456    4.44211435303383E-17     1.1625033970575E-21    4.96485863018905E-15                       0                       0                       0                       0                       0                       0        3390.86991145569       -166.450162362519        595.460075635603        336.729783758831      0.0885469833642097        15210.0958013546        6364879.60782564      0.0417612270426855 
                      2       0.165365365365365      0.0675651827458245      0.0207034229325915    4.37949074351911E-17    1.16250339294651E-21    4.87562208286707E-15                       0                       0                       0                       0                       0                       0        3390.98960178931       -168.062914889397        594.524251261611        336.558062075019      0.0882686089903892        15135.3282890518        6364561.90991845      0.0421199481628698 
                      2       0.165715715715716      0.0673521005806779      0.0206381301676375     4.3168671340044E-17    1.16250338883552E-21     4.7863855355451E-15                       0                       0                       0                       0                       0                       0        3391.10929212293       -169.675667416275        593.588426887618        336.386340391207      0.0879902346165686         15060.560776749        6364244.21201126       0.042478669283054 
                      2       0.166066066066066      0.0671390184155312      0.0205728374026834    4.25424352448968E-17    1.16250338472452E-21    4.69714898822311E-15                       0                       0                       0                       0                       0                       0        3391.22898245656       -171.288419943153        592.652602513626        336.214618707394       0.087711860242748        14985.7932644462        6363926.51410407      0.0428373904032383 
                      2       0.166416416416416      0.0669251391028466      0.0205073003038282    4.19822982235074E-17    1.17693297687208E-21    4.61764158683533E-15                       0                       0                       0                       0                       0                       0        3391.35739837311       -172.986329811386        591.655756105085        336.054586919082      0.0874324442309912        14911.3343032348        6363628.53073911      0.0433787546708618 
                      2       0.166766766766767      0.0667088436120531      0.0204410226215865    4.16225094782319E-17    1.23509910829418E-21    4.56762351873412E-15                       0                       0                       0                       0                       0                       0        3391.51226179335       -174.942354136733        590.473950078629         335.92998755483      0.0871498709833913        14837.8105696407        6363390.30274328      0.0444737157992753 
                      2       0.167117117117117      0.0664925481212595      0.0203747449393448    4.12627207329563E-17    1.29326523971629E-21     4.5176054506329E-15                       0                       0                       0                       0                       0                       0         3391.6671252136        -176.89837846208        589.292144052173        335.805388190578      0.0868672977357913        14764.2868360467        6363152.07474744      0.0455686769276889 
                      2       0.167467467467467      0.0662762526304659       0.020308467257103    4.09029319876807E-17    1.35143137113839E-21    4.46758738253168E-15                       0                       0                       0                       0                       0                       0        3391.82198863384       -178.854402787427        588.110338025718        335.680788826325      0.0865847244881914        14690.7631024527         6362913.8467516      0.0466636380561025 
                      2       0.167817817817818      0.0660599571396723      0.0202421895748613    4.05431432424051E-17     1.4095975025605E-21    4.41756931443046E-15                       0                       0                       0                       0                       0                       0        3391.97685205409       -180.810427112774        586.928531999262        335.556189462073      0.0863021512405914        14617.2393688586        6362675.61875576      0.0477585991845161 
                      2       0.168168168168168      0.0658436616488787      0.0201759118926196    4.01833544971296E-17     1.4677636339826E-21    4.36755124632924E-15                       0                       0                       0                       0                       0                       0        3392.13171547433       -182.766451438121        585.746725972806        335.431590097821      0.0860195779929915        14543.7156352646        6362437.39075992      0.0488535603129296 
                      2       0.168518518518519      0.0656273661580851      0.0201096342103779     3.9823565751854E-17     1.5259297654047E-21    4.31753317822802E-15                       0                       0                       0                       0                       0                       0        3392.28657889458       -184.722475763468         584.56491994635        335.306990733569      0.0857370047453916        14470.1919016705        6362199.16276409      0.0499485214413432 
                      2       0.168868868868869      0.0654110706672916      0.0200433565281362    3.94637770065784E-17    1.58409589682681E-21     4.2675151101268E-15                       0                       0                       0                       0                       0                       0        3392.44144231482       -186.678500088815        583.383113919894        335.182391369316      0.0854544314977916        14396.6681680765        6361960.93476825      0.0510434825697567 
                      2       0.169219219219219       0.065194775176498      0.0199770788458945    3.91039882613029E-17    1.64226202824891E-21    4.21749704202559E-15                       0                       0                       0                       0                       0                       0        3392.59630573507       -188.634524414162        582.201307893439        335.057792005064      0.0851718582501917        14323.1444344825        6361722.70677241      0.0521384436981703 
                      2        0.16956956956957      0.0649784796857044      0.0199108011636527    3.87441995160273E-17    1.70042815967102E-21    4.16747897392437E-15                       0                       0                       0                       0                       0                       0        3392.75116915531       -190.590548739509        581.019501866983        334.933192640812      0.0848892850025917        14249.6207008884        6361484.47877657      0.0532334048265838 
                      2        0.16991991991992      0.0647620336105895      0.0198444773226369    3.83860835682807E-17    1.77343351466331E-21    4.11768118526716E-15                       0                       0                       0                       0                       0                       0        3392.90677310162       -192.553790661621        579.832432526627         334.80934821732       0.084606515002385        14176.0915292899        6361247.87971865      0.0544321414748405 
                      2        0.17027027027027      0.0645451478660415      0.0197780187092766    3.80328517806826E-17    1.88976577750752E-21    4.06852655877592E-15                       0                       0                       0                       0                       0                       0        3393.06453920312       -194.538106203151        578.629995595424         334.68770803643      0.0843231705326297        14102.5464800466        6361016.03676152      0.0559338772904226 
                      2       0.170620620620621      0.0643282621214936      0.0197115600959163    3.76796199930844E-17    2.00609804035172E-21    4.01937193228469E-15                       0                       0                       0                       0                       0                       0        3393.22230530462        -196.52242174468        577.427558664221        334.566067855539      0.0840398260628745        14029.0014308034        6360784.19380439      0.0574356131060047 
                      2       0.170970970970971      0.0641113763769457      0.0196451014825559    3.73263882054863E-17    2.12243030319592E-21    3.97021730579345E-15                       0                       0                       0                       0                       0                       0        3393.38007140611       -198.506737286209        576.225121733018        334.444427674649      0.0837564815931192        13955.4563815602        6360552.35084725      0.0589373489215867 
                      2       0.171321321321321      0.0638944906323977      0.0195786428691956    3.69731564178881E-17    2.23876256604014E-21     3.9210626793022E-15                       0                       0                       0                       0                       0                       0        3393.53783750761       -200.491052827738        575.022684801815        334.322787493759      0.0834731371233639        13881.9113323169        6360320.50789012       0.060439084737169 
                      2       0.171671671671672      0.0636776048878497      0.0195121842558353      3.661992463029E-17    2.35509482888435E-21    3.87190805281097E-15                       0                       0                       0                       0                       0                       0        3393.69560360911       -202.475368369267        573.820247870612        334.201147312868      0.0831897926536087        13808.3662830737        6360088.66493299       0.061940820552751 
                      2       0.172022022022022      0.0634607191433018      0.0194457256424749    3.62666928426918E-17    2.47142709172856E-21    3.82275342631972E-15                       0                       0                       0                       0                       0                       0        3393.85336971061       -204.459683910796        572.617810939409        334.079507131978      0.0829064481838534        13734.8212338304        6359856.82197586      0.0634425563683332 
                      2       0.172372372372372      0.0632438333987538      0.0193792670291146    3.59134610550937E-17    2.58775935457276E-21    3.77359879982849E-15                       0                       0                       0                       0                       0                       0        3394.01113581211       -206.443999452325        571.415374008206        333.957866951087      0.0826231037140982        13661.2761845872        6359624.97901872      0.0649442921839152 
                      2       0.172722722722723      0.0630269476542059      0.0193128084157542    3.55602292674955E-17    2.70409161741697E-21    3.72444417333725E-15                       0                       0                       0                       0                       0                       0        3394.16890191361       -208.428314993854        570.212937077002        333.836226770197      0.0823397592443429        13587.7311353439        6359393.13606159      0.0664460279994974 
                      2       0.173073073073073      0.0628100619096579      0.0192463498023939    3.52069974798973E-17    2.82042388026118E-21    3.67528954684601E-15                       0                       0                       0                       0                       0                       0        3394.32666801511       -210.412630535383        569.010500145799        333.714586589307      0.0820564147745876        13514.1860861007        6359161.29310446      0.0679477638150795 
                      2       0.173423423423423        0.06259317616511      0.0191798911890336    3.48537656922992E-17    2.93675614310538E-21    3.62613492035477E-15                       0                       0                       0                       0                       0                       0        3394.48443411661       -212.396946076912        567.808063214596        333.592946408416      0.0817730703048324        13440.6410368574        6358929.45014733      0.0694494996306615 
                      2       0.173773773773774       0.062376290420562      0.0191134325756732    3.45005339047011E-17    3.05308840594959E-21    3.57698029386353E-15                       0                       0                       0                       0                       0                       0        3394.64220021811       -214.381261618442        566.605626283393        333.471306227526      0.0814897258350771        13367.0959876142         6358697.6071902      0.0709512354462437 
                      2       0.174124124124124       0.062159404676014      0.0190469739623129    3.41473021171029E-17     3.1694206687938E-21    3.52782566737229E-15                       0                       0                       0                       0                       0                       0        3394.79996631961       -216.365577159971         565.40318935219        333.349666046636      0.0812063813653218        13293.5509383709        6358465.76423306      0.0724529712618259 
                      2       0.174474474474474      0.0619425189314661      0.0189805153489526    3.37940703295048E-17      3.285752931638E-21    3.47867104088105E-15                       0                       0                       0                       0                       0                       0        3394.95773242111         -218.3498927015        564.200752420987        333.228025865745      0.0809230368955666        13220.0058891277        6358233.92127593      0.0739547070774079 
                      2       0.174824824824825      0.0617256331869181      0.0189140567355922    3.34408385419066E-17    3.40208519448221E-21    3.42951641438981E-15                       0                       0                       0                       0                       0                       0        3395.11549852261       -220.334208243029        562.998315489784        333.106385684855      0.0806396924258113        13146.4608398844         6358002.0783188      0.0754564428929901 
                      2       0.175175175175175      0.0615087474423702      0.0188475981222319    3.30876067543084E-17    3.51841745732643E-21    3.38036178789857E-15                       0                       0                       0                       0                       0                       0        3395.27326462411       -222.318523784558         561.79587855858        332.984745503965       0.080356347956056        13072.9157906412        6357770.23536167      0.0769581787085722 
                      2       0.175525525525526      0.0612918616978222      0.0187811395088716    3.27343749667103E-17    3.63474972017064E-21    3.33120716140733E-15                       0                       0                       0                       0                       0                       0        3395.43103072561       -224.302839326087        560.593441627377        332.863105323074      0.0800730034863007        12999.3707413979        6357538.39240453      0.0784599145241544 
                      2       0.175875875875876      0.0610749759532743      0.0187146808955112    3.23811431791121E-17    3.75108198301484E-21    3.28205253491609E-15                       0                       0                       0                       0                       0                       0        3395.58879682711       -226.287154867616        559.391004696174        332.741465142184      0.0797896590165455        12925.8256921547         6357306.5494474      0.0799616503397364 
                      2       0.176226226226226      0.0608580902087263      0.0186482222821509     3.2027911391514E-17    3.86741424585905E-21    3.23289790842485E-15                       0                       0                       0                       0                       0                       0         3395.7465629286       -228.271470409145        558.188567764971        332.619824961294      0.0795063145467902        12852.2806429114        6357074.70649027      0.0814633861553186 
                      2       0.176576576576577      0.0606412044641784      0.0185817636687905    3.16746796039158E-17    3.98374650870325E-21    3.18374328193361E-15                       0                       0                       0                       0                       0                       0         3395.9043290301       -230.255785950674        556.986130833768        332.498184780403       0.079222970077035        12778.7355936682        6356842.86353314      0.0829651219709006 
                      2       0.176926926926927      0.0604243187196304      0.0185153050554302    3.13214478163176E-17    4.10007877154747E-21    3.13458865544237E-15                       0                       0                       0                       0                       0                       0         3396.0620951316       -232.240101492204        555.783693902565        332.376544599513      0.0789396256072797        12705.1905444249          6356611.020576      0.0844668577864829 
                      2       0.177277277277277      0.0602074329750824      0.0184488464420699    3.09682160287195E-17    4.21641103439167E-21    3.08543402895113E-15                       0                       0                       0                       0                       0                       0         3396.2198612331       -234.224417033733        554.581256971362        332.254904418622      0.0786562811375244        12631.6454951817        6356379.17761887      0.0859685936020649 
                      2       0.177627627627628      0.0599905472305345      0.0183823878287095    3.06149842411213E-17    4.33274329723588E-21    3.03627940245989E-15                       0                       0                       0                       0                       0                       0         3396.3776273346       -236.208732575262        553.378820040159        332.133264237732      0.0783729366677692        12558.1004459384        6356147.33466174      0.0874703294176471 
                      2       0.177977977977978      0.0597736614859865      0.0183159292153492    3.02617524535232E-17    4.44907556008008E-21    2.98712477596865E-15                       0                       0                       0                       0                       0                       0         3396.5353934361       -238.193048116791        552.176383108955        332.011624056842      0.0780895921980139        12484.5553966952        6355915.49170461      0.0889720652332291 
                      2       0.178328328328328      0.0595567757414386      0.0182494706019889    2.99085206659251E-17    4.56540782292428E-21    2.93797014947741E-15                       0                       0                       0                       0                       0                       0         3396.6931595376        -240.17736365832        550.973946177752        331.889983875951      0.0778062477282587         12411.010347452        6355683.64874748      0.0904738010488111 
                      2       0.178678678678679      0.0593398899968906      0.0181830119886285    2.95552888783269E-17     4.6817400857685E-21    2.88881552298617E-15                       0                       0                       0                       0                       0                       0         3396.8509256391       -242.161679199849        549.771509246549        331.768343695061      0.0775229032585034        12337.4652982087        6355451.80579034      0.0919755368643934 
                      2       0.179029029029029      0.0591230042523426      0.0181165533752682    2.92020570907287E-17    4.79807234861272E-21    2.83966089649493E-15                       0                       0                       0                       0                       0                       0         3397.0086917406       -244.145994741379        548.569072315346        331.646703514171      0.0772395587887481        12263.9202489654        6355219.96283321      0.0934772726799756 
                      2       0.179379379379379      0.0589061185077947      0.0180500947619079    2.88488253031306E-17    4.91440461145692E-21    2.79050627000369E-15                       0                       0                       0                       0                       0                       0         3397.1664578421       -246.130310282907        547.366635384143         331.52506333328      0.0769562143189928        12190.3751997222        6354988.11987608      0.0949790084955576 
                      2        0.17972972972973      0.0586892327632468      0.0179836361485475    2.84955935155324E-17    5.03073687430112E-21    2.74135164351245E-15                       0                       0                       0                       0                       0                       0         3397.3242239436       -248.114625824436         546.16419845294         331.40342315239      0.0766728698492376         12116.830150479        6354756.27691895      0.0964807443111396 
                      2        0.18008008008008      0.0584723470186988      0.0179171775351872    2.81423617279343E-17    5.14706913714533E-21    2.69219701702121E-15                       0                       0                       0                       0                       0                       0         3397.4819900451       -250.098941365966        544.961761521737          331.2817829715      0.0763895253794823        12043.2851012357        6354524.43396182      0.0979824801267218 
                      2        0.18043043043043      0.0582556268345993      0.0178507696712493    2.77872907773561E-17    5.24708636474522E-21    2.64280020353981E-15                       0                       0                       0                       0                       0                       0        3397.63894197268       -252.075321495979         543.76511135905        331.159312768401      0.0761063972300553        11969.7460308252         6354290.8000633      0.0993701195911217 
                      2       0.180780780780781      0.0580393313438057      0.0177844919890076    2.74275020320805E-17    5.30525249616732E-21    2.59278213543859E-15                       0                       0                       0                       0                       0                       0        3397.79380539293       -254.031345821326        542.583305332595        331.034713404149      0.0758238239824554        11896.2222972311        6354052.57206747       0.100465080719535 
                      2       0.181131131131131      0.0578230358530122      0.0177182143067659     2.7067713286805E-17    5.36341862758942E-21    2.54276406733738E-15                       0                       0                       0                       0                       0                       0        3397.94866881317       -255.987370146673        541.401499306139        330.910114039896      0.0755412507348555        11822.6985636371        6353814.34407163       0.101560041847949 
                      2       0.181481481481481      0.0576067403622186      0.0176519366245242    2.67079245415294E-17    5.42158475901153E-21    2.49274599923616E-15                       0                       0                       0                       0                       0                       0        3398.10353223342        -257.94339447202        540.219693279683        330.785514675644      0.0752586774872555         11749.174830043        6353576.11607579       0.102655002976362 
                      2       0.181831831831832       0.057390444871425      0.0175856589422825    2.63481357962538E-17    5.47975089043363E-21    2.44272793113494E-15                       0                       0                       0                       0                       0                       0        3398.25839565366       -259.899418797367        539.037887253227        330.660915311392      0.0749761042396556         11675.651096449        6353337.88807995       0.103749964104776 
                      2       0.182182182182182      0.0571741493806314      0.0175193812600407    2.59883470509782E-17    5.53791702185574E-21    2.39270986303372E-15                       0                       0                       0                       0                       0                       0        3398.41325907391       -261.855443122714        537.856081226771         330.53631594714      0.0746935309920556         11602.127362855        6353099.66008412       0.104844925233189 
                      2       0.182532532532533      0.0569578538898379       0.017453103577799    2.56285583057027E-17    5.59608315327784E-21     2.3426917949325E-15                       0                       0                       0                       0                       0                       0        3398.56812249415       -263.811467448061        536.674275200316        330.411716582887      0.0744109577444557        11528.6036292609        6352861.43208828       0.105939886361603 
                      2       0.182882882882883      0.0567415583990443      0.0173868258955573    2.52687695604271E-17    5.65424928469995E-21    2.29267372683128E-15                       0                       0                       0                       0                       0                       0         3398.7229859144       -265.767491773408         535.49246917386        330.287117218635      0.0741283844968558        11455.0798956669        6352623.20409244       0.107034847490017 
                      2       0.183233233233233      0.0565252629082507      0.0173205482133156    2.49089808151516E-17    5.71241541612205E-21    2.24265565873007E-15                       0                       0                       0                       0                       0                       0        3398.87784933464       -267.723516098755        534.310663147404        330.162517854383      0.0738458112492558        11381.5561620729         6352384.9760966        0.10812980861843 
                      2       0.183583583583584      0.0563089674174571      0.0172542705310739     2.4549192069876E-17    5.77058154754415E-21    2.19263759062885E-15                       0                       0                       0                       0                       0                       0        3399.03271275489       -269.679540424102        533.128857120948        330.037918490131      0.0735632380016559        11308.0324284788        6352146.74810077       0.109224769746844 
                      2       0.183933933933934      0.0561009197066023       0.017190520172625    2.42383430339518E-17    5.81202301539046E-21    2.14994124639587E-15                       0                       0                       0                       0                       0                       0        3399.19296389465       -271.663419940282        531.913849763385        329.927722017958      0.0732914398768025        11238.2981541082        6351958.66041104       0.111162355375362 
