VARIABLES = "X"
 "Y"
 "rho_N2"
 "rho_O2"
 "rho_NO"
 "rho_N"
 "rho_O"
 "rho_NOp"
 "rho_N2p"
 "rho_O2p"
 "rho_Np"
 "rho_Op"
 "rho_e"
 "U"
 "V"
 "T"
 "Tv"
 "rho"
 "P"
 "H"
 "tau"
ZONE
DT=(DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE)
     0.0800800800800801                     0.1       0.029899999499321     0.00916200038045645     3.0269111602158E-19    1.42730598286193E-27    1.61435231349062E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        6.11809492111206 
     0.0825825825825826                     0.1       0.029899999499321     0.00916200038045645    3.12828815779697E-19    1.45438147397052E-27    1.66842009249753E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        6.11809492111206 
     0.0850850850850851                     0.1       0.029899999499321     0.00916200038045645    3.22966515537815E-19    1.48145696507912E-27    1.72248787150445E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        6.11809492111206 
     0.0875875875875876                     0.1       0.029899999499321     0.00916200038045645    3.33104215295932E-19    1.50853245618771E-27    1.77655565051136E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        6.11809492111206 
     0.0900900900900901                     0.1       0.029899999499321     0.00916200038045645    3.43241915054049E-19    1.53560794729631E-27    1.83062342951827E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        6.11809492111206 
     0.0925925925925926                     0.1       0.029899999499321     0.00916200038045645    3.53379614812166E-19     1.5626834384049E-27    1.88469120852519E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        6.11809492111206 
     0.0950950950950951                     0.1       0.029899999499321     0.00916200038045645    3.63517314570283E-19     1.5897589295135E-27     1.9387589875321E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        6.11809492111206 
     0.0975975975975976                     0.1       0.029899999499321     0.00916200038045645      3.736550143284E-19    1.61683442062209E-27    1.99282676653901E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        6.11809492111206 
        0.1001001001001                     0.1       0.029899999499321     0.00916200038045645    3.83208452057815E-19    1.75440009655096E-27    2.04377848116464E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        6.11809492111206 
      0.102602602602603                     0.1       0.029899999499321     0.00916200038045645    3.92711872706082E-19    8.94716577902166E-27     2.0944633940832E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        6.11809492111206 
      0.105105105105105                     0.1       0.029899999499321     0.00916200038045645     4.0221806379155E-19    1.21590133578834E-26    2.14516307090887E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        6.11809492111206 
      0.107607607607608                     0.1       0.029899999499321     0.00916200038045645    4.11632268894199E-19    1.25491151939244E-26    2.19537216052024E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        6.11809492111206 
       0.11011011011011                     0.1       0.029899999499321     0.00916200038045645    4.21046473996847E-19    1.29392170299653E-26    2.24558125013161E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        6.11809492111206 
      0.112612612612613                     0.1       0.029899999499321     0.00916200038045645    4.30460679099496E-19    1.33293188660062E-26    2.29579033974298E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        6.11809492111206 
      0.115115115115115                     0.1       0.029899999499321     0.00916200038045645    4.39874884202145E-19    1.37194207020472E-26    2.34599942935435E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        6.11809492111206 
      0.117617617617618                     0.1       0.029899999499321     0.00916200038045645    4.49289089304793E-19    1.41095225380881E-26    2.39620851896572E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        6.11809492111206 
       0.12012012012012                     0.1       0.029899999499321     0.00916200038045645    4.58703294407442E-19     1.4499624374129E-26    2.44641760857709E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        6.11809492111206 
      0.122622622622623                     0.1       0.029899999499321     0.00916200038045645     4.6811749951009E-19      1.488972621017E-26    2.49662669818846E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        6.11809492111206 
      0.125125125125125                     0.1       0.029899999499321     0.00916200038045645    4.77687583100402E-19    2.00615289693405E-26    2.54766713177952E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        6.11809492111206 
      0.127627627627628                     0.1       0.029899999499321     0.00916200038045645     4.8849648233148E-19    4.31756298211281E-26    2.60531469696819E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        5.95273888615637 
       0.13013013013013                     0.1       0.029899999499321     0.00916200038045645    4.99514825849012E-19    6.93349145522264E-26    2.66407928297727E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        5.64959083528354 
      0.132632632632633                     0.1       0.029899999499321     0.00916200038045645    5.10173608484037E-19    9.17302279780642E-26    2.72092614589832E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        5.34644278441071 
      0.135135135135135                     0.1       0.029899999499321     0.00916200038045645    5.20832391119062E-19    1.14125541403902E-25    2.77777300881937E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        5.04329473353787 
      0.137637637637638                     0.1       0.029899999499321     0.00916200038045645    5.31491173754087E-19     1.3652085482974E-25    2.83461987174043E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        4.74014668266504 
       0.14014014014014                     0.1       0.029899999499321     0.00916200038045645    5.42149956389112E-19    1.58916168255578E-25    2.89146673466148E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        4.43699863179221 
      0.142642642642643                     0.1       0.029899999499321     0.00916200038045645    5.52808739024137E-19    1.81311481681416E-25    2.94831359758253E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        4.13385058091937 
      0.145145145145145                     0.1       0.029899999499321     0.00916200038045645    5.63467521659163E-19    2.03706795107254E-25    3.00516046050358E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        3.83070253004654 
      0.147647647647648                     0.1       0.029899999499321     0.00916200038045645    5.74126304294188E-19    2.26102108533092E-25    3.06200732342464E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        3.52755447917371 
       0.15015015015015                     0.1       0.029899999499321     0.00916200038045645    5.85144636344927E-19    2.52261273227004E-25    3.12077184827542E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        3.22440642830088 
      0.152652652652653                     0.1       0.029899999499321     0.00916200038045645    5.96700215951233E-19    3.11510701702404E-25    3.18240124267805E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        3.19683607785282 
      0.155155155155155                     0.1       0.029899999499321     0.00916200038045645    6.08134362695042E-19    3.76142588464364E-25     3.2433827798408E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        3.49998520202696 
      0.157657657657658                     0.1       0.029899999499321     0.00916200038045645    6.19589104214506E-19    4.20013882104215E-25    3.30447452967898E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603         3.8031343262011 
       0.16016016016016                     0.1       0.029899999499321     0.00916200038045645    6.31043845733969E-19    4.63885175744067E-25    3.36556627951717E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        4.10628345037524 
      0.162662662662663                     0.1       0.029899999499321     0.00916200038045645    6.42498587253433E-19    5.07756469383918E-25    3.42665802935535E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        4.40943257454938 
      0.165165165165165                     0.1       0.029899999499321     0.00916200038045645    6.53953328772897E-19     5.5162776302377E-25    3.48774977919354E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        4.71258169872352 
      0.167667667667668                     0.1       0.029899999499321     0.00916200038045645    6.65408070292361E-19    5.95499056663621E-25    3.54884152903172E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        5.01573082289766 
       0.17017017017017                     0.1       0.029899999499321     0.00916200038045645    6.76862811811824E-19    6.39370350303473E-25    3.60993327886991E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603         5.3188799470718 
      0.172672672672673                     0.1       0.029899999499321     0.00916200038045645    6.88317553331288E-19    6.83241643943324E-25    3.67102502870809E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        5.62202907124594 
      0.175175175175175                     0.1       0.029899999499321     0.00916200038045645    6.99760142428161E-19    7.39363204597139E-25    3.73205174501402E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        5.92517819542008 
      0.177677677677678                     0.1       0.029899999499321     0.00916200038045645    7.10414945346311E-19    8.22465080852007E-25    3.78887778304709E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        6.11809492111206 
       0.18018018018018                     0.1       0.029899999499321     0.00916200038045645    7.20159285172517E-19     8.7022550112611E-25    3.84084953440809E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        6.11809492111206 
      0.182682682682683                     0.1       0.029899999499321     0.00916200038045645    7.30372424829961E-19    8.92612245799495E-25     3.8953203383834E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        6.11809492111206 
      0.185185185185185                     0.1       0.029899999499321     0.00916200038045645    7.40585564487404E-19     9.1499899047288E-25    3.94979114235872E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        6.11809492111206 
      0.187687687687688                     0.1       0.029899999499321     0.00916200038045645    7.50798704144848E-19    9.37385735146265E-25    4.00426194633404E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        6.11809492111206 
       0.19019019019019                     0.1       0.029899999499321     0.00916200038045645    7.61011843802291E-19     9.5977247981965E-25    4.05873275030936E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        6.11809492111206 
      0.192692692692693                     0.1       0.029899999499321     0.00916200038045645    7.71224983459735E-19    9.82159224493035E-25    4.11320355428467E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        6.11809492111206 
      0.195195195195195                     0.1       0.029899999499321     0.00916200038045645    7.81438123117178E-19    1.00454596916642E-24    4.16767435825999E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        6.11809492111206 
      0.197697697697698                     0.1       0.029899999499321     0.00916200038045645    7.91651262774622E-19     1.0269327138398E-24    4.22214516223531E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        6.11809492111206 
        0.2002002002002                     0.1       0.029899999499321     0.00916200038045645    8.01714540636914E-19    1.05743069132884E-24    4.27581709111297E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        6.11809492111206 
      0.202702702702703                     0.1       0.029899999499321     0.00916200038045645    8.10750141441474E-19    3.74149326049435E-24    4.32401056973759E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        6.11809492111206 
      0.205205205205205                     0.1       0.029899999499321     0.00916200038045645     8.1861068052156E-19      9.810677000233E-24    4.36593712327058E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        6.11809492111206 
      0.207707707707708                     0.1       0.029899999499321     0.00916200038045645    8.25847162409916E-19    9.89260429062573E-24    4.40453276411302E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        6.11809492111206 
       0.21021021021021                     0.1       0.029899999499321     0.00916200038045645    8.33083644298273E-19    9.97453158101846E-24    4.44312840495546E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        6.11809492111206 
      0.212712712712713                     0.1       0.029899999499321     0.00916200038045645    8.40320126186629E-19    1.00564588714112E-23    4.48172404579791E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        6.11809492111206 
      0.215215215215215                     0.1       0.029899999499321     0.00916200038045645    8.47556608074986E-19    1.01383861618039E-23    4.52031968664035E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        6.11809492111206 
      0.217717717717718                     0.1       0.029899999499321     0.00916200038045645    8.54793089963342E-19    1.02203134521966E-23    4.55891532748279E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        6.11809492111206 
       0.22022022022022                     0.1       0.029899999499321     0.00916200038045645    8.62029571851699E-19    1.03022407425894E-23    4.59751096832524E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        6.11809492111206 
      0.222722722722723                     0.1       0.029899999499321     0.00916200038045645    8.69266053740055E-19    1.03841680329821E-23    4.63610660916768E-19                       0                       0                       0                       0                       0                       0                    3430                    -919        322.884002685547        322.884002685547         0.0390620008111            3635.2109375                 6630603        6.11809492111206 
