VARIABLES = "X"
 "Y"
 "rho_N2"
 "rho_O2"
 "rho_NO"
 "rho_N"
 "rho_O"
 "rho_NOp"
 "rho_N2p"
 "rho_O2p"
 "rho_Np"
 "rho_Op"
 "rho_e"
 "U"
 "V"
 "T"
 "Tv"
 "rho"
 "P"
 "H"
 "tau"
ZONE
DT=(DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE)
      0.325325325325325                     0.1       0.029899999499321     0.00916200042190265     1.1931914518804E-18     1.9490308690017E-22    6.35895775787947E-19                       0                       0                       0                       0                       0                       0                    3430       -918.999994567563        322.884002685547        322.884002685547      0.0390620011426696        3635.21098095949                 6630603        5.75983041992805 
      0.327827827827828                     0.1       0.029899999499321     0.00916200045495901    1.20156120218291E-18    1.82349493686064E-22    6.40318490180541E-19                       0                       0                       0                       0                       0                       0                    3430         -918.9999902348        322.884002685547        322.884002685547      0.0390620014071205         3635.2110156216                 6630603        6.06297958758763 
       0.33033033033033                     0.1      0.0299000003299674     0.00916200068988878    1.21127415856277E-18    1.72486868815632E-22    6.45745262776716E-19                       0                       0                       0                       0                       0                       0                    3430       -918.999981711866        322.884006397177        322.884002685547       0.039062002380399        3635.21115308883                 6630603         6.1180938469913 
      0.332832832832833                     0.1      0.0299000004111375     0.00916200071202608    1.22100681114261E-18    1.53661114657768E-22    6.50951485594722E-19                       0                       0                       0                       0                       0                       0                    3430       -918.999980986471        322.884006759875        322.884002685547      0.0390620024689482        3635.21116566235                 6630603        6.11809368825566 
      0.335335335335335                     0.1      0.0299000004111375     0.00916200071202608    1.23071948562131E-18    1.34057264330658E-22    6.56121378187485E-19                       0                       0                       0                       0                       0                       0                    3430       -918.999980986471        322.884006759875        322.884002685547      0.0390620024689482        3635.21116566235                 6630603        6.11809359374771 
      0.337837837837838                     0.1      0.0299000004111375     0.00916200071202608    1.24043216010001E-18    1.14453414003547E-22    6.61291270780248E-19                       0                       0                       0                       0                       0                       0                    3430       -918.999980986471        322.884006759875        322.884002685547      0.0390620024689482        3635.21116566235                 6630603        6.11809349923977 
       0.34034034034034                     0.1      0.0299000004111375     0.00916200071202608    1.25014483457871E-18    9.48495636764364E-23    6.66461163373012E-19                       0                       0                       0                       0                       0                       0                    3430       -918.999980986471        322.884006759875        322.884002685547      0.0390620024689482        3635.21116566235                 6630603        6.11809340473182 
      0.342842842842843                     0.1      0.0299000004111375     0.00916200071202608    1.25985750905741E-18    7.52457133493264E-23    6.71631055965775E-19                       0                       0                       0                       0                       0                       0                    3430       -918.999980986471        322.884006759875        322.884002685547      0.0390620024689482        3635.21116566235                 6630603        6.11809331022388 
      0.345345345345345                     0.1      0.0299000004111375     0.00916200071202608    1.26957018353612E-18     5.5641863022216E-23    6.76800948558538E-19                       0                       0                       0                       0                       0                       0                    3430       -918.999980986471        322.884006759875        322.884002685547      0.0390620024689482        3635.21116566235                 6630603        6.11809321571593 
      0.347847847847848                     0.1      0.0299000004111375     0.00916200071202608    1.27928285801482E-18    3.60380126951057E-23    6.81970841151302E-19                       0                       0                       0                       0                       0                       0                    3430       -918.999980986471        322.884006759874        322.884002685547      0.0390620024689482        3635.21116566235                 6630603        6.11809312120798 
       0.35035035035035                     0.1      0.0299000004111375     0.00916200071202608    1.28899553249352E-18    1.64341623679952E-23    6.87140733744065E-19                       0                       0                       0                       0                       0                       0                    3430       -918.999980986471        322.884006759875        322.884002685547      0.0390620024689482        3635.21116566235                 6630603        6.11809302670004 
      0.352852852852853                     0.1      0.0299000010460508     0.00916200088518426    1.29886447586986E-18    2.91658769969868E-24     6.9259480170526E-19                       0                       0                       0                       0                       0                       0                    3430       -918.999975312424        322.884009596898        322.884002685547      0.0390620031615809         3635.2112640125                 6630603         6.1180924298025 
      0.355355355355355                     0.1      0.0299000046118446     0.00916200190038635    1.30954127171817E-18    4.55420055627985E-25    6.99399533751672E-19                       0                       0                       0                       0                       0                       0                    3430         -918.9999332487        322.884025130272        322.884002685547      0.0390620073566297        3635.21187874848        6630602.96396511        6.11808922948198 
      0.357857857857858                     0.1      0.0299000063029359     0.00916200227423934    1.32094018359539E-18    4.97207009004158E-25    7.05792072224758E-19                       0                       0                       0                       0                       0                       0                    3430       -918.999913916102        322.884028489622        322.884002685547       0.039062008883586        3635.21209336075        6630602.95549748        6.11808802567603 
       0.36036036036036                     0.1      0.0299000074104561     0.00916200245882605    1.33243272141052E-18    4.82019348136127E-25    7.12008399723982E-19                       0                       0                       0                       0                       0                       0                    3430       -918.999901819028        322.884028489622        322.884002685547      0.0390620096219328        3635.21219013735        6630602.95549748        6.11808741137148 
      0.362862862862863                     0.1      0.0299000085179764     0.00916200264341275    1.34392525922564E-18    4.66831687268096E-25    7.18224727223207E-19                       0                       0                       0                       0                       0                       0                    3430       -918.999889721954        322.884028489622        322.884002685547      0.0390620103602797        3635.21228691394        6630602.95549748        6.11808679706692 
      0.365365365365365                     0.1      0.0299000096254966     0.00916200282799946    1.35541779704076E-18    4.51644026400064E-25    7.24441054722432E-19                       0                       0                       0                       0                       0                       0                    3430       -918.999877624879        322.884028489622        322.884002685547      0.0390620110986265        3635.21238369053        6630602.95549748        6.11808618276237 
      0.367867867867868                     0.1      0.0299000107330168     0.00916200301258616    1.36691033485588E-18    4.36456365532033E-25    7.30657382221657E-19                       0                       0                       0                       0                       0                       0                    3430       -918.999865527805        322.884028489622        322.884002685547      0.0390620118369733        3635.21248046713        6630602.95549748        6.11808556845782 
       0.37037037037037                     0.1      0.0299000118405371     0.00916200319717287      1.378402872671E-18    4.21268704664001E-25    7.36873709720881E-19                       0                       0                       0                       0                       0                       0                    3430       -918.999853430731        322.884028489622        322.884002685547      0.0390620125753201        3635.21257724372        6630602.95549748        6.11808495415326 
      0.372872872872873                     0.1      0.0299000129480573     0.00916200338175957    1.38989541048613E-18     4.0608104379597E-25    7.43090037220106E-19                       0                       0                       0                       0                       0                       0                    3430       -918.999841333656        322.884028489622        322.884002685547       0.039062013313667        3635.21267402032        6630602.95549748        6.11808433984871 
      0.375375375375375                     0.1      0.0299000140555775     0.00916200356634628    1.40138794830125E-18    3.90893382927939E-25     7.4930636471933E-19                       0                       0                       0                       0                       0                       0                    3430       -918.999829236582        322.884028489622        322.884002685547      0.0390620140520138        3635.21277079691        6630602.95549748        6.11808372554415 
      0.377877877877878                     0.1       0.029900016988316     0.00916200434289566    1.41258765498238E-18    5.53903572694851E-25    7.56073822177343E-19                       0                       0                       0                       0                       0                       0                    3430       -918.999794509169        322.884038996565        322.884002685547      0.0390620172568718        3635.21323612473        6630602.92901352        6.11808126747318 
       0.38038038038038                     0.1      0.0299000296155914     0.00916200818980838    1.42226553295069E-18    6.70130996895351E-25    7.65774832884695E-19                       0                       0                       0                       0                       0                       0        3429.99996920795       -918.999632300173        322.884112540392        322.884002685547       0.039062033768808         3635.2155774329        6630602.78487073         6.1180689342639 
      0.382882882882883                     0.1      0.0299000354963856     0.00916201012413661    1.43134316678104E-18    6.70416757788779E-25    7.72737118710167E-19                       0                       0                       0                       0                       0                       0        3429.99995654051       -918.999551387693        322.884153249896        322.884002685547      0.0390620422135517          3635.216798054        6630602.73298486        6.11806286384598 
      0.385385385385385                     0.1      0.0299000373422527     0.00916201086248343    1.44046465710804E-18     6.7051845740951E-25     7.7823097236858E-19                       0                       0                       0                       0                       0                       0         3429.9999565405       -918.999521145007        322.884171395507        322.884002685547      0.0390620455361124        3635.21730613112        6630602.73298486        6.11806069015294 
      0.387887887887888                     0.1      0.0299000391881197     0.00916201160083025    1.44958614743504E-18     6.7062015703024E-25    7.83724826026993E-19                       0                       0                       0                       0                       0                       0         3429.9999565405       -918.999490902321        322.884189541119        322.884002685547      0.0390620488586731        3635.21781420824        6630602.73298486         6.1180585164599 
       0.39039039039039                     0.1      0.0299000410339868     0.00916201233917707    1.45870763776204E-18    6.70721856650971E-25    7.89218679685406E-19                       0                       0                       0                       0                       0                       0        3429.99995654051       -918.999460659636         322.88420768673        322.884002685547      0.0390620521812338        3635.21832228536        6630602.73298486        6.11805634276687 
      0.392892892892893                     0.1      0.0299000428798538     0.00916201307752389    1.46782912808904E-18    6.70823556271701E-25    7.94712533343819E-19                       0                       0                       0                       0                       0                       0        3429.99995654051        -918.99943041695        322.884225832342        322.884002685547      0.0390620555037945        3635.21883036248        6630602.73298486        6.11805416907383 
      0.395395395395395                     0.1      0.0299000447257209     0.00916201381587071    1.47695061841604E-18    6.70925255892432E-25    8.00206387002232E-19                       0                       0                       0                       0                       0                       0        3429.99995654051       -918.999400174265        322.884243977953        322.884002685547      0.0390620588263552         3635.2193384396        6630602.73298486        6.11805199538079 
      0.397897897897898                     0.1      0.0299000465715879     0.00916201455421753    1.48607210874305E-18    6.71026955513163E-25    8.05700240660645E-19                       0                       0                       0                       0                       0                       0        3429.99995654051       -918.999369931579        322.884262123564        322.884002685547      0.0390620621489158        3635.21984651672        6630602.73298486        6.11804982168776 
        0.4004004004004                     0.1       0.029900048417455     0.00916201529256435    1.49519359907005E-18    6.71128655133893E-25    8.11194094319058E-19                       0                       0                       0                       0                       0                       0        3429.99995654051       -918.999339688893        322.884280269176        322.884002685547      0.0390620654714765        3635.22035459384        6630602.73298486        6.11804764799472 
      0.402902902902903                     0.1      0.0299000571004979     0.00916201805749923    1.50424077465302E-18      6.715422462054E-25    8.19176203286359E-19                       0                       0                       0                       0                       0                       0        3429.99993507554       -918.999223586345        322.884336649257        322.884002685547      0.0390620774735659        3635.22207007528        6630602.64506436        6.11803887130931 
      0.405405405405405                     0.1      0.0299001001345188     0.00916203129325046    1.51273351712675E-18      1.577560799246E-22    8.40560644583434E-19                       0                       0                       0                       0                       0                       0        3429.99986029347       -918.998651722655        322.884595225105        322.884007634378      0.0390621337894831        3635.23015644743         6630602.1495665        6.11799432333195 
      0.407907907907908                     0.1      0.0299001287419922     0.00916204008385484    1.52115727089785E-18    2.59743368178087E-22    8.55741304143676E-19                       0                       0                       0                       0                       0                       0        3429.99982616202        -918.99827334829        322.884765031151        322.884010834202      0.0390621711224603        3635.23545366198        6630601.82328831        6.11796490470102 
       0.41041041041041                     0.1      0.0299001377867407     0.00916204285265542    1.52975284318159E-18    2.60391489788577E-22    8.62873915186968E-19                       0                       0                       0                       0                       0                       0        3429.99982616202       -918.998158426084        322.884816443717        322.884010834202      0.0390621829360094        3635.23702628164        6630601.72418907        6.11795620992887 
      0.412912912912913                     0.1      0.0299001468314893     0.00916204562145599    1.53834841546533E-18    2.61039611399068E-22    8.70006526230261E-19                       0                       0                       0                       0                       0                       0        3429.99982616202       -918.998043503879        322.884867856282        322.884010834202      0.0390621947495585         3635.2385989013        6630601.62508984        6.11794751515672 
      0.415415415415415                     0.1      0.0299001558762378     0.00916204839025656    1.54694398774906E-18    2.61687733009558E-22    8.77139137273553E-19                       0                       0                       0                       0                       0                       0        3429.99982616202       -918.997928581673        322.884919268848        322.884010834202      0.0390622065631076        3635.24017152095        6630601.52599061        6.11793882038458 
      0.417917917917918                     0.1      0.0299001649209863     0.00916205115905714     1.5555395600328E-18    2.62335854620049E-22    8.84271748316846E-19                       0                       0                       0                       0                       0                       0        3429.99982616202       -918.997813659467        322.884970681414        322.884010834202      0.0390622183766567        3635.24174414061        6630601.42689138        6.11793012561243 
       0.42042042042042                     0.1      0.0299001739657349     0.00916205392785771    1.56413513231654E-18    2.62983976230539E-22    8.91404359360138E-19                       0                       0                       0                       0                       0                       0        3429.99982616202       -918.997698737262         322.88502209398        322.884010834202      0.0390622301902059        3635.24331676027        6630601.32779215        6.11792143084028 
      0.422922922922923                     0.1      0.0299001830104834     0.00916205669665828    1.57273070460028E-18    2.63632097841029E-22     8.9853697040343E-19                       0                       0                       0                       0                       0                       0        3429.99982616202       -918.997583815056        322.885073506545        322.884010834202       0.039062242003755        3635.24488937993        6630601.22869291        6.11791273606814 
      0.425425425425425                     0.1      0.0299001920552319     0.00916205946545886    1.58132627688401E-18     2.6428021945152E-22    9.05669581446723E-19                       0                       0                       0                       0                       0                       0        3429.99982616202        -918.99746889285        322.885124919111        322.884010834202      0.0390622538173041        3635.24646199959        6630601.12959368        6.11790404129599 
      0.427927927927928                     0.1      0.0299002206638063     0.00916206825640213    1.58975002098549E-18    3.66273210886787E-22    9.20850693936323E-19                       0                       0                       0                       0                       0                       0        3429.99979202865       -918.997090503659         322.88529473182        322.884014034206      0.0390622911517174        3635.25175942375        6630600.80330271        6.11787462149876 
       0.43043043043043                     0.1      0.0299003578810432     0.00916211035542733    1.59901107493912E-18    5.23351649471633E-22     9.8327226260988E-19                       0                       0                       0                       0                       0                       0         3429.9995577811         -918.9952264242        322.886163673786        322.884032729974      0.0390624703882754        3635.27822275707        6630599.18165233        5.98004648334943 
      0.432932932932933                     0.1       0.029900475625098     0.00916214647337191    1.60824007579682E-18    5.23352481299256E-22    1.03565122956341E-18                       0                       0                       0                       0                       0                       0        3429.99932685428       -918.993627186145          322.8869048669        322.884046145042      0.0390626241166844        3635.30095424445        6630597.77421188        5.67690793836496 
      0.435435435435435                     0.1      0.0299005082967905     0.00916215653329984    1.61634090300178E-18    5.23354006496262E-22     1.0489641498684E-18                       0                       0                       0                       0                       0                       0        3429.99923007814       -918.993197742035        322.887083297904        322.884046145042      0.0390626665714261        3635.30700275304        6630597.37781682        5.37376242907361 
      0.437937937937938                     0.1       0.029900540968483     0.00916216659322776    1.62444173020673E-18    5.23355531693269E-22    1.06227707017339E-18                       0                       0                       0                       0                       0                       0          3429.999133302       -918.992768297925        322.887261728907        322.884046145042      0.0390627090261678        3635.31305126163        6630596.98142176        5.07061691978226 
       0.44044044044044                     0.1      0.0299005736401756     0.00916217665315569    1.63254255741169E-18    5.23357056890275E-22    1.07558999047838E-18                       0                       0                       0                       0                       0                       0        3429.99903652587       -918.992338853815        322.887440159911        322.884046145042      0.0390627514809095        3635.31909977022         6630596.5850267         4.7674714104909 
      0.442942942942943                     0.1      0.0299006063118681     0.00916218671308361    1.64064338461665E-18    5.23358582087282E-22    1.08890291078338E-18                       0                       0                       0                       0                       0                       0        3429.99893974973       -918.991909409705        322.887618590914        322.884046145042      0.0390627939356512        3635.32514827882        6630596.18863164        4.46432590119955 
      0.445445445445445                     0.1      0.0299006389835606     0.00916219677301154     1.6487442118216E-18    5.23360107284288E-22    1.10221583108837E-18                       0                       0                       0                       0                       0                       0        3429.99884297359       -918.991479965595        322.887797021917        322.884046145042       0.039062836390393        3635.33119678741        6630595.79223658         4.1611803919082 
      0.447947947947948                     0.1      0.0299006716552532     0.00916220683293947    1.65684503902656E-18    5.23361632481295E-22    1.11552875139336E-18                       0                       0                       0                       0                       0                       0        3429.99874619745       -918.991050521484        322.887975452921        322.884046145042      0.0390628788451347          3635.337245296        6630595.39584152        3.85803488261685 
       0.45045045045045                     0.1      0.0299007043269457     0.00916221689286739    1.66494586623152E-18    5.23363157678301E-22    1.12884167169835E-18                       0                       0                       0                       0                       0                       0        3429.99864942132       -918.990621077374        322.888153883924        322.884046145042      0.0390629212998764        3635.34329380459        6630594.99944646         3.5548893733255 
      0.452952952952953                     0.1      0.0299007872009432     0.00916224232996909    1.67371244334881E-18    5.23364273709037E-22    1.16520797307486E-18                       0                       0                       0                       0                       0                       0        3429.99847348112       -918.989501322677        322.888664408152        322.884054061448      0.0390630294186531        3635.35918715546        6630594.00642039        3.25174797376201 
      0.455455455455455                     0.1      0.0299011894565706     0.00916236558494064    1.68603155742162E-18    6.27959337628043E-22    1.35304509233788E-18                       0                       0                       0                       0                       0                       0        3429.99777076674       -918.983877963745        322.891420687308        322.884125542104      0.0390635549586188        3635.43920084042        6630589.24075581        3.16817311953344 
      0.457957957957958                     0.1      0.0299016214924864     0.00916249791374594    1.69774588572377E-18    1.04950887118596E-21    1.55098870643761E-18                       0                       0                       0                       0                       0                       0        3429.99702112489       -918.977807451612        322.894422757276        322.884210773992      0.0390641191085371        3635.52557497162        6630584.13857701        3.47077199833016 
      0.460460460460461                     0.1      0.0299017303986423     0.00916253123164617    1.70539950667912E-18    1.62481866655163E-21    1.58678761134853E-18                       0                       0                       0                       0                       0                       0         3429.9968275717       -918.976361851234        322.895075999287        322.884228919604      0.0390642608711265        3635.54618838621        6630582.85028698        3.77379792068167 
      0.462962962962963                     0.1      0.0299018393047982     0.00916256454954641    1.71305312763446E-18    2.20012846191726E-21    1.62258651625944E-18                       0                       0                       0                       0                       0                       0        3429.99663401851       -918.974916250856        322.895729241299        322.884247065215      0.0390644026337158        3635.56680180081        6630581.56199696        4.07682384303315 
      0.465465465465465                     0.1       0.029901948210954     0.00916259786744664     1.7207067485898E-18    2.77543825728293E-21    1.65838542117036E-18                       0                       0                       0                       0                       0                       0        3429.99644046533       -918.973470650478        322.896382483311        322.884265210826      0.0390645443963052         3635.5874152154        6630580.27370694        4.37984976538466 
      0.467967967967968                     0.1      0.0299020571171099     0.00916263118534687    1.72836036954514E-18    3.35074805264859E-21    1.69418432608128E-18                       0                       0                       0                       0                       0                       0        3429.99624691214       -918.972025050101        322.897035725323        322.884283356438      0.0390646861588945        3635.60802862999        6630578.98541691        4.68287568773616 
       0.47047047047047                     0.1      0.0299021660232658      0.0091626645032471    1.73601399050048E-18    3.92605784801425E-21     1.7299832309922E-18                       0                       0                       0                       0                       0                       0        3429.99605335895       -918.970579449723        322.897688967334        322.884301502049      0.0390648279214839        3635.62864204458        6630577.69712689        4.98590161008766 
      0.472972972972973                     0.1      0.0299022749294217     0.00916269782114733    1.74366761145583E-18    4.50136764337992E-21    1.76578213590311E-18                       0                       0                       0                       0                       0                       0        3429.99585980576       -918.969133849345        322.898342209346        322.884319647661      0.0390649696840732        3635.64925545917        6630576.40883686        5.28892753243917 
      0.475475475475475                     0.1      0.0299023838355776     0.00916273113904756    1.75132123241117E-18    5.07667743874555E-21    1.80158104081403E-18                       0                       0                       0                       0                       0                       0        3429.99566625257       -918.967688248967        322.898995451358        322.884337793272      0.0390651114466625        3635.66986887377        6630575.12054684        5.59195345479065 
      0.477977977977978                     0.1      0.0299025960327825      0.0091627961065868    1.76027289141155E-18    5.60283651907683E-21    1.88921081738176E-18                       0                       0                       0                       0                       0                       0        3429.99529494113       -918.964764258028         322.90039951528        322.884377383556      0.0390653882287881        3635.71150323489        6630572.61311633        5.89484286920557 
       0.48048048048048                     0.1       0.029903664642312     0.00916312349479063     1.7798475932178E-18    5.81204051688639E-21    2.41891404592241E-18                       0                       0                       0                       0                       0                       0        3429.99343749889       -918.949319941396        322.908380382467        322.884629083704      0.0390667843020332        3635.93142700245        6630560.05459739        6.11394048478857 
      0.482982982982983                     0.1      0.0299050523607197     0.00916354869685573    1.80325374671136E-18    5.81204645047476E-21    3.11019482822445E-18                       0                       0                       0                       0                       0                       0        3429.99100930744       -918.929006439731        322.919088752758        322.884985962084      0.0390685978105296        3636.22091991255        6630543.74467271        6.11218234607843 
      0.485485485485486                     0.1      0.0299053914464965     0.00916365261917058    1.81380385160693E-18    5.81204524969892E-21    3.22279840414563E-18                       0                       0                       0                       0                       0                       0        3429.99040445372        -918.92436721174        322.921290420279        322.885037374649      0.0390690419261415        3636.28692154988        6630539.58250494        6.11180459603201 
      0.487987987987988                     0.1      0.0299057305322734     0.00916375654148543    1.82435395650249E-18    5.81204404892308E-21     3.3354019800668E-18                       0                       0                       0                       0                       0                       0        3429.98979960001        -918.91972798375          322.9234920878        322.885088787215      0.0390694860417535        3636.35292318721        6630535.42033717        6.11142684598559 
       0.49049049049049                     0.1      0.0299060696180502     0.00916386046380028    1.83490406139806E-18    5.81204284814724E-21    3.44800555598797E-18                       0                       0                       0                       0                       0                       0        3429.98919474629       -918.915088755759        322.925693755321        322.885140199781      0.0390699301573654        3636.41892482454         6630531.2581694        6.11104909593918 
      0.492992992992993                     0.1      0.0299064087038271     0.00916396438611512    1.84545416629362E-18     5.8120416473714E-21    3.56060913190915E-18                       0                       0                       0                       0                       0                       0        3429.98858989258       -918.910449527769        322.927895422842        322.885191612347      0.0390703742729774        3636.48492646187        6630527.09600163        6.11067134589276 
      0.495495495495495                     0.1       0.029906747789604     0.00916406830842997    1.85600427118919E-18    5.81204044659556E-21    3.67321270783032E-18                       0                       0                       0                       0                       0                       0        3429.98798503886       -918.905810299778        322.930097090363        322.885243024912      0.0390708183885893        3636.55092809921        6630522.93383386        6.11029359584635 
      0.497997997997998                     0.1      0.0299070868753808     0.00916417223074482    1.86655437608475E-18    5.81203924581972E-21     3.7858162837515E-18                       0                       0                       0                       0                       0                       0        3429.98738018515       -918.901171071787        322.932298757884        322.885294437478      0.0390712625042012        3636.61692973654        6630518.77166609        6.10991584579993 
      0.500500500500501                     0.1      0.0299074259611577     0.00916427615305967    1.87710448098031E-18    5.81203804504389E-21    3.89841985967267E-18                       0                       0                       0                       0                       0                       0        3429.98677533143       -918.896531843797        322.934500425405        322.885345850044      0.0390717066198132        3636.68293137387        6630514.60949833        6.10953809575351 
      0.503003003003003                     0.1      0.0299078991298515     0.00916442115565831    1.88929841846873E-18    5.81203775650016E-21     4.0850157237639E-18                       0                       0                       0                       0                       0                       0         3429.9859373375       -918.889888432192        322.937789798465        322.885436320852      0.0390723258322007        3636.77750961743        6630508.89406335        6.10898384296141 
      0.505505505505506                     0.1      0.0299104283217441     0.00916519611759462    1.92736406989282E-18    5.70731930793457E-21    5.42445645505183E-18                       0                       0                       0                       0                       0                       0        3429.98149986278       -918.852088225742        322.958365659583        322.886192536829      0.0390756301370483        3637.31746972573        6630479.54237152        6.10567212775736 
      0.508008008008008                     0.1      0.0299141742650901     0.00916634397084617    1.98203943076509E-18    5.13135315009866E-21    7.45401133868312E-18                       0                       0                       0                       0                       0                       0        3429.97489125381       -918.794960644487        322.990454549852        322.887490871198      0.0390805234790527        3638.13625424502        6630436.61481521        6.10062504424595 
      0.510510510510511                     0.1      0.0299151592185849     0.00916664576975247    1.99958096855802E-18    4.55538696952826E-21    7.79971741729761E-18                       0                       0                       0                       0                       0                       0        3429.97322185953        -918.78104902547        322.997389189506        322.887699545483      0.0390818096776944        3638.33416214685        6630424.92111957        6.09945408663987 
      0.513013013013013                     0.1      0.0299161441720797     0.00916694756865878    2.01712250635095E-18    3.97942078895787E-21     8.1454234959121E-18                       0                       0                       0                       0                       0                       0        3429.97155246524       -918.767137406454        323.004323829159        322.887908219769      0.0390830958763361        3638.53207004869        6630413.22742392        6.09828312903379 
      0.515515515515515                     0.1      0.0299171291255746     0.00916724936756508    2.03466404414387E-18     3.4034546083875E-21    8.49112957452657E-18                       0                       0                       0                       0                       0                       0        3429.96988307096       -918.753225787437        323.011258468812        322.888116894054      0.0390843820749778        3638.72997795053        6630401.53372828        6.09711217142771 
      0.518018018018018                     0.1      0.0299181140790694     0.00916755116647138     2.0522055819368E-18    2.82748842781708E-21    8.83683565314108E-18                       0                       0                       0                       0                       0                       0        3429.96821367668       -918.739314168421        323.018193108465        322.888325568339      0.0390856682736194        3638.92788585236        6630389.84003263        6.09594121382162 
      0.520520520520521                     0.1      0.0299190990325642     0.00916785296537769    2.06974711972973E-18    2.25152224724668E-21    9.18254173175557E-18                       0                       0                       0                       0                       0                       0         3429.9665442824       -918.725402549404        323.025127748119        322.888534242624      0.0390869544722611         3639.1257937542        6630378.14633699        6.09477025621554 
      0.523023023023023                     0.1       0.029920083986059     0.00916815476428399    2.08728865752266E-18    1.67555606667628E-21    9.52824781037005E-18                       0                       0                       0                       0                       0                       0        3429.96487488812       -918.711490930388        323.032062387772        322.888742916909      0.0390882406709028        3639.32370165603        6630366.45264134        6.09359929860946 
      0.525525525525526                     0.1      0.0299210689395539      0.0091684565631903    2.10483019531559E-18    1.09958988610589E-21    9.87395388898454E-18                       0                       0                       0                       0                       0                       0        3429.96320549383       -918.697579311371        323.038997027425        322.888951591195      0.0390895268695444        3639.52160955787         6630354.7589457        6.09242834100338 
      0.528028028028028                     0.1      0.0299220538930487      0.0091687583620966    2.12237173310852E-18    5.23623705535491E-22     1.0219659967599E-17                       0                       0                       0                       0                       0                       0        3429.96153609955       -918.683667692354        323.045931667078         322.88916026548      0.0390908130681861        3639.71951745971        6630343.06525005        6.09125738339729 
      0.530530530530531                     0.1      0.0299273109246732      0.0091703692511335    2.19775348627905E-18     8.2891616167486E-26    1.31851077808047E-17                       0                       0                       0                       0                       0                       0        3429.95222519904       -918.602481783888        323.092433900399        322.891138299883      0.0390976806097749        3640.88608947748        6630283.28479951        6.08406887774443 
      0.533033033033033                     0.1      0.0299358012616731     0.00917297085522091    2.31850654097103E-18    7.23970972183558E-25    1.81682982241061E-17                       0                       0                       0                       0                       0                       0        3429.93711695574       -918.467689770157        323.173192885422        322.895026707793        0.03910877262203        3642.83917167231        6630188.68820907        6.07220760952173 
      0.535535535535536                     0.1       0.029938403555825     0.00917376826696274    2.35192386951267E-18    1.37252968872786E-24    1.91528109791797E-17                       0                       0                       0                       0                       0                       0         3429.9324475016       -918.429517587381         323.19334049132        322.895758578197      0.0391121726970958        3643.38281226618        6630157.96755574        6.06889146351839 
      0.538038038038038                     0.1       0.029941005849977     0.00917456567870457    2.38534119805431E-18    2.02108840527217E-24    2.01373237342532E-17                       0                       0                       0                       0                       0                       0        3429.92777804746       -918.391345404605        323.213488097219          322.8964904486      0.0391155727721617        3643.92645286005         6630127.2469024        6.06557531751504 
      0.540540540540541                     0.1      0.0299436081441289      0.0091753630904464    2.41875852659594E-18    2.66964712181647E-24    2.11218364893268E-17                       0                       0                       0                       0                       0                       0        3429.92310859331       -918.353173221829        323.233635703118        322.897222319003      0.0391189728472275        3644.47009345392        6630096.52624906         6.0622591715117 
      0.543043043043043                     0.1      0.0299462104382808     0.00917616050218823    2.45217585513758E-18    3.31820583836077E-24    2.21063492444004E-17                       0                       0                       0                       0                       0                       0        3429.91843913917       -918.315001039053        323.253783309017        322.897954189407      0.0391223729222934        3645.01373404779        6630065.80559573        6.05894302550835 
      0.545545545545546                     0.1      0.0299488127324327     0.00917695791393006    2.48559318367922E-18    3.96676455490507E-24    2.30908619994739E-17                       0                       0                       0                       0                       0                       0        3429.91376968502       -918.276828856277        323.273930914915         322.89868605981      0.0391257729973593        3645.55737464166        6630035.08494239        6.05562687950501 
      0.548048048048048                     0.1      0.0299514150265847     0.00917775532567189    2.51901051222085E-18    4.61532327144938E-24    2.40753747545475E-17                       0                       0                       0                       0                       0                       0        3429.90910023088       -918.238656673501        323.294078520814        322.899417930214      0.0391291730724251        3646.10101523552        6630004.36428905        6.05231073350166 
