VARIABLES = "X"
 "Y"
 "rho_N2"
 "rho_O2"
 "rho_NO"
 "rho_N"
 "rho_O"
 "rho_NOp"
 "rho_N2p"
 "rho_O2p"
 "rho_Np"
 "rho_Op"
 "rho_e"
 "U"
 "V"
 "T"
 "Tv"
 "rho"
 "P"
 "H"
 "tau"
ZONE
DT=(DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE)
       1.50645645645646                     0.3      0.0305282698365297     0.00932715064087848    1.66295374936777E-05    1.05595549378669E-09    2.09036996009678E-05                       0                       0                       0                       0                       0                       0        3424.64023080112       -3399.02952608867        391.963885922107        494.918280625492      0.0398929537820346        4559.10966051495        12051330.4943641       0.954131600449313 
       1.50685685685686                     0.3       0.030530138588782     0.00932766291160027    1.66664341148938E-05    1.05596404704733E-09    2.09497074336947E-05                       0                       0                       0                       0                       0                       0          3424.624042299       -3398.94046610104        392.155491477066        495.428803930322      0.0398954177494221         4561.5362635631        12051197.1487973       0.947133467623304 
       1.50725725725726                     0.3      0.0305320073410343     0.00932817518232207    1.67033307361099E-05    1.05597260030797E-09    2.09957152664215E-05                       0                       0                       0                       0                       0                       0        3424.60785379688       -3398.85140611341        392.347097032026        495.939327235153      0.0398978817168096        4563.96286661124        12051063.8032305       0.940135334797291 
       1.50765765765766                     0.3      0.0305338760932866     0.00932868745304387     1.6740227357326E-05    1.05598115356861E-09    2.10417230991484E-05                       0                       0                       0                       0                       0                       0        3424.59166529476       -3398.76234612577        392.538702586985        496.449850539983       0.039900345684197        4566.38946965939        12050930.4576637       0.933137201971282 
       1.50805805805806                     0.3      0.0305357448455389     0.00932919972376566    1.67771239785421E-05    1.05598970682926E-09    2.10877309318752E-05                       0                       0                       0                       0                       0                       0        3424.57547679264       -3398.67328613814        392.730308141945        496.960373844813      0.0399028096515845        4568.81607270753        12050797.1120969       0.926139069145273 
       1.50845845845846                     0.3      0.0305376135977912     0.00932971199448745    1.68140205997581E-05     1.0559982600899E-09    2.11337387646021E-05                       0                       0                       0                       0                       0                       0        3424.55928829051        -3398.5842261505        392.921913696904        497.470897149643       0.039905273618972        4571.24267575568        12050663.7665301       0.919140936319264 
       1.50885885885886                     0.3      0.0305394823500435     0.00933022426520925    1.68509172209742E-05    1.05600681335054E-09    2.11797465973289E-05                       0                       0                       0                       0                       0                       0        3424.54309978839       -3398.49516616287        393.113519251863        497.981420454474      0.0399077375863594        4573.66927880382        12050530.4209632       0.912142803493255 
       1.50925925925926                     0.3      0.0305413511022958     0.00933073653593104    1.68878138421903E-05    1.05601536661118E-09    2.12257544300558E-05                       0                       0                       0                       0                       0                       0        3424.52691128627       -3398.40610617523        393.305124806823        498.491943759304      0.0399102015537469        4576.09588185197        12050397.0753964       0.905144670667242 
       1.50965965965966                     0.3      0.0305432198545481     0.00933124880665284    1.69247104634064E-05    1.05602391987182E-09    2.12717622627827E-05                       0                       0                       0                       0                       0                       0        3424.51072278415        -3398.3170461876        393.496730361782        499.002467064134      0.0399126655211344        4578.52248490012        12050263.7298296       0.898146537841233 
       1.51006006006006                     0.3      0.0305450886068004     0.00933176107737463    1.69616070846225E-05    1.05603247313247E-09    2.13177700955095E-05                       0                       0                       0                       0                       0                       0        3424.49453428203       -3398.22798619996        393.688335916742        499.512990368964      0.0399151294885218        4580.94908794826        12050130.3842628       0.891148405015224 
       1.51046046046046                     0.3      0.0305469573590527     0.00933227334809643    1.69985037058386E-05    1.05604102639311E-09    2.13637779282364E-05                       0                       0                       0                       0                       0                       0        3424.47834577991       -3398.13892621233        393.879941471701        500.023513673795      0.0399175934559093         4583.3756909964         12049997.038696       0.884150272189215 
       1.51086086086086                     0.3       0.030548826111305     0.00933278561881822    1.70354003270547E-05    1.05604957965375E-09    2.14097857609632E-05                       0                       0                       0                       0                       0                       0        3424.46215727779       -3398.04986622469        394.071547026661        500.534036978625      0.0399200574232968        4585.80229404455        12049863.6931292       0.877152139363202 
       1.51126126126126                     0.3      0.0305506948635573     0.00933329788954002    1.70722969482708E-05    1.05605813291439E-09    2.14557935936901E-05                       0                       0                       0                       0                       0                       0        3424.44596877567       -3397.96080623706         394.26315258162        501.044560283455      0.0399225213906842        4588.22889709269        12049730.3475624       0.870154006537193 
       1.51166166166166                     0.3      0.0305525636158096     0.00933381016026181    1.71091935694869E-05    1.05606668617503E-09    2.15018014264169E-05                       0                       0                       0                       0                       0                       0        3424.42978027355       -3397.87174624942         394.45475813658        501.555083588285      0.0399249853580717        4590.65550014084        12049597.0019956       0.863155873711184 
       1.51206206206206                     0.3      0.0305544323680619     0.00933432243098361    1.71460901907029E-05    1.05607523943568E-09    2.15478092591438E-05                       0                       0                       0                       0                       0                       0        3424.41359177143       -3397.78268626179        394.646363691539        502.065606893116      0.0399274493254592        4593.08210318899        12049463.6564287       0.856157740885175 
       1.51246246246246                     0.3      0.0305583732227268     0.00933530870048662    1.72821364598015E-05    1.07073254825746E-09    2.17162790374311E-05                       0                       0                       0                       0                       0                       0         3424.3790579137       -3397.57856437463        395.117853395049        502.728249183997       0.039932681011397        4599.71100360669        12049240.3418833       0.849897494808088 
       1.51286286286286                     0.3        0.03056944255856     0.00933792562847689    1.77592789958895E-05    1.13578474949348E-09    2.23060444367422E-05                       0                       0                       0                       0                       0                       0        3424.28141205861       -3396.97860462788        396.552205199423        503.914213739639      0.0399474342487046        4620.79671729755        12048707.5145619       0.846175738991886 
       1.51326326326326                     0.3      0.0305805118943932     0.00934054255646715    1.82364215319776E-05     1.2008369507295E-09    2.28958098360533E-05                       0                       0                       0                       0                       0                       0        3424.18376620351       -3396.37864488113        397.986557003797        505.100178295281      0.0399621874860122        4641.88243098841        12048174.6872406       0.842453983175684 
       1.51366366366366                     0.3      0.0305915812302264     0.00934315948445742    1.87135640680656E-05    1.26588915196553E-09    2.34855752353643E-05                       0                       0                       0                       0                       0                       0        3424.08612034842       -3395.77868513438         399.42090880817        506.286142850923      0.0399769407233198        4662.96814467927        12047641.8599192       0.838732227359482 
       1.51406406406406                     0.3      0.0306026505660596     0.00934577641244769    1.91907066041539E-05    1.33094135320159E-09    2.40753406346758E-05                       0                       0                       0                       0                       0                       0        3423.98847449333       -3395.17872538762        400.855260612545        507.472107406565      0.0399916939606274        4684.05385837014        12047109.0325978       0.835010471543279 
       1.51446446446446                     0.3      0.0306137199018928     0.00934839334043796    1.96678491402419E-05    1.39599355443761E-09    2.46651060339868E-05                       0                       0                       0                       0                       0                       0        3423.89082863824       -3394.57876564087        402.289612416919        508.658071962207      0.0400064471979351          4705.139572061        12046576.2052765       0.831288715727077 
       1.51486486486486                     0.3       0.030624789237726     0.00935101026842823      2.014499167633E-05    1.46104575567363E-09    2.52548714332979E-05                       0                       0                       0                       0                       0                       0        3423.79318278315       -3393.97880589412        403.723964221293        509.844036517849      0.0400212004352427        4726.22528575186        12046043.3779551       0.827566959910875 
       1.51526526526527                     0.3      0.0306370681045598     0.00935385951047444    2.07126121375676E-05    1.53128191729195E-09    2.59477384708102E-05                       0                       0                       0                       0                       0                       0        3423.68798279485       -3393.32477807993        405.265323714669        511.111466443019      0.0400375891042338        4749.58053010766        12045477.6604345        0.82411083155785 
       1.51566566566567                     0.3      0.0306524123668409     0.00935729752159642    2.15095368660578E-05    1.61465613700525E-09    2.69019028972839E-05                       0                       0                       0                       0                       0                       0        3423.56363786066       -3392.53372194016        407.077879963236        512.585359511933      0.0400581225573061        4778.68759807429        12044828.5870783       0.821327900680397 
       1.51606606606607                     0.3      0.0306677566291219      0.0093607355327184    2.23064615945476E-05    1.69803035671851E-09    2.78560673237571E-05                       0                       0                       0                       0                       0                       0        3423.43929292648       -3391.74266580039        408.890436211802        514.059252580846      0.0400786560103783         4807.7946660409        12044179.5137222       0.818544969802945 
       1.51646646646647                     0.3       0.030683100891403     0.00936417354384038    2.31033863230373E-05    1.78140457643177E-09    2.88102317502303E-05                       0                       0                       0                       0                       0                       0         3423.3149479923       -3390.95160966062        410.702992460368         515.53314564976      0.0400991894634505        4836.90173400752        12043530.4403661       0.815762038925493 
       1.51686686686687                     0.3       0.030698445153684     0.00936761155496236    2.39003110515271E-05    1.86477879614503E-09    2.97643961767034E-05                       0                       0                       0                       0                       0                       0        3423.19060305811       -3390.16055352086        412.515548708934        517.007038718673      0.0401197229165226        4866.00880197413          12042881.36701       0.812979108048041 
       1.51726726726727                     0.3      0.0307137894159651     0.00937104956608434    2.46972357800173E-05    1.94815301585833E-09    3.07185606031772E-05                       0                       0                       0                       0                       0                       0        3423.06625812393       -3389.36949738109        414.328104957501        518.480931787587      0.0401402563695948        4895.11586994076        12042232.2936539       0.810196177170588 
       1.51766766766767                     0.3      0.0307291336782462     0.00937448757720632     2.5494160508507E-05    2.03152723557159E-09    3.16727250296504E-05                       0                       0                       0                       0                       0                       0        3422.94191318975       -3388.57844124132        416.140661206068        519.954824856501       0.040160789822667        4924.22293790737        12041583.2202978       0.807413246293136 
       1.51806806806807                     0.3      0.0307401923323853     0.00937700739835589    2.60417595063706E-05    2.08648224137987E-09    3.23287529710146E-05                       0                       0                       0                       0                       0                       0        3422.85138157137        -3388.0088536757         417.44288355868        521.142198376827      0.0401755719337002        4944.76824955898        12041089.1552793       0.803760159619438 
       1.51846846846847                     0.3      0.0307429658844899     0.00937775213943363     2.6107352438904E-05    2.08649613284864E-09     3.2408412024347E-05                       0                       0                       0                       0                       0                       0        3422.82621915201       -3387.86741765206        417.758508849786        521.775661316372      0.0401792353297107        4948.76164551644        12040894.7583245       0.798424854385631 
       1.51886886886887                     0.3      0.0307457394365945     0.00937849688051138    2.61729453714374E-05    2.08651002431741E-09    3.24880710776794E-05                       0                       0                       0                       0                       0                       0        3422.80105673265       -3387.72598162842        418.074134140892        522.409124255918      0.0401828987257212        4952.75504147389        12040700.3613696       0.793089549151823 
       1.51926926926927                     0.3      0.0307485129886991     0.00937924162158912    2.62385383039708E-05    2.08652391578619E-09    3.25677301310118E-05                       0                       0                       0                       0                       0                       0         3422.7758943133       -3387.58454560479        418.389759431999        523.042587195464      0.0401865621217317        4956.74843743135        12040505.9644148       0.787754243918013 
       1.51966966966967                     0.3      0.0307512865408037     0.00937998636266687    2.63041312365042E-05    2.08653780725496E-09    3.26473891843442E-05                       0                       0                       0                       0                       0                       0        3422.75073189394       -3387.44310958115        418.705384723105         523.67605013501      0.0401902255177423        4960.74183338881          12040311.56746       0.782418938684205 
       1.52007007007007                     0.3      0.0307540600929083     0.00938073110374461    2.63697241690376E-05    2.08655169872373E-09    3.27270482376766E-05                       0                       0                       0                       0                       0                       0        3422.72556947458       -3387.30167355751        419.021010014212        524.309513074555      0.0401938889137528        4964.73522934627        12040117.1705052       0.777083633450398 
       1.52047047047047                     0.3       0.030756833645013     0.00938147584482236     2.6435317101571E-05     2.0865655901925E-09     3.2806707291009E-05                       0                       0                       0                       0                       0                       0        3422.70040705522       -3387.16023753387        419.336635305318        524.942976014101      0.0401975523097633        4968.72862530372        12039922.7735503        0.77174832821659 
       1.52087087087087                     0.3      0.0307596071971176      0.0093822205859001    2.65009100341044E-05    2.08657948166127E-09    3.28863663443414E-05                       0                       0                       0                       0                       0                       0        3422.67524463587       -3387.01880151023        419.652260596425        525.576438953647      0.0402012157057738        4972.72202126118        12039728.3765955        0.76641302298278 
       1.52127127127127                     0.3      0.0307623807492222     0.00938296532697785    2.65665029666378E-05    2.08659337313005E-09    3.29660253976738E-05                       0                       0                       0                       0                       0                       0        3422.65008221651       -3386.87736548659        419.967885887531        526.209901893192      0.0402048791017844        4976.71541721864        12039533.9796407       0.761077717748972 
       1.52167167167167                     0.3      0.0307651543013268      0.0093837100680556    2.66320958991712E-05    2.08660726459882E-09    3.30456844510062E-05                       0                       0                       0                       0                       0                       0        3422.62491979715       -3386.73592946295        420.283511178638        526.843364832738      0.0402085424977949         4980.7088131761        12039339.5826858       0.755742412515164 
       1.52207207207207                     0.3      0.0307679278534314     0.00938445480913334    2.66976888317046E-05    2.08662115606759E-09    3.31253435043386E-05                       0                       0                       0                       0                       0                       0        3422.59975737779       -3386.59449343931        420.599136469744        527.476827772283      0.0402122058938054        4984.70220913355         12039145.185731       0.750407107281357 
       1.52247247247247                     0.3       0.030770701405536     0.00938519955021109     2.6763281764238E-05    2.08663504753636E-09    3.32050025576711E-05                       0                       0                       0                       0                       0                       0        3422.57459495844       -3386.45305741567        420.914761760851        528.110290711829      0.0402158692898159        4988.69560509101        12038950.7887762       0.745071802047547 
       1.52287287287287                     0.3      0.0307734749576407     0.00938594429128883    2.68288746967714E-05    2.08664893900513E-09    3.32846616110035E-05                       0                       0                       0                       0                       0                       0        3422.54943253908       -3386.31162139203        421.230387051957        528.743753651375      0.0402195326858265        4992.68900104847        12038756.3918213       0.739736496813739 
       1.52327327327327                     0.3      0.0307762485097453     0.00938668903236658    2.68944676293048E-05    2.08666283047391E-09    3.33643206643359E-05                       0                       0                       0                       0                       0                       0        3422.52427011972       -3386.17018536839        421.546012343064        529.377216590921       0.040223196081837        4996.68239700593        12038561.9948665       0.734401191579931 
       1.52367367367367                     0.3      0.0307790220618499     0.00938743377344432    2.69600605618382E-05    2.08667672194268E-09    3.34439797176683E-05                       0                       0                       0                       0                       0                       0        3422.49910770036       -3386.02874934475         421.86163763417        530.010679530466      0.0402268594778475        5000.67579296338        12038367.5979117       0.729065886346124 
       1.52407407407407                     0.3      0.0307817956139545     0.00938817851452207    2.70256534943717E-05    2.08669061341145E-09    3.35236387710007E-05                       0                       0                       0                       0                       0                       0          3422.473945281       -3385.88731332112        422.177262925277        530.644142470012       0.040230522873858        5004.66918892084        12038173.2009569       0.723730581112313 
       1.52447447447447                     0.3      0.0307845691660591     0.00938892325559982     2.7091246426905E-05    2.08670450488022E-09    3.36032978243331E-05                       0                       0                       0                       0                       0                       0        3422.44878286165       -3385.74587729748        422.492888216383        531.277605409558      0.0402341862698686         5008.6625848783         12037978.804002       0.718395275878506 
       1.52487487487487                     0.3      0.0307873427181637     0.00938966799667756    2.71568393594384E-05    2.08671839634899E-09    3.36829568776655E-05                       0                       0                       0                       0                       0                       0        3422.42362044229       -3385.60444127384        422.808513507489        531.911068349103      0.0402378496658791        5012.65598083576        12037784.4070472       0.713059970644698 
       1.52527527527528                     0.3      0.0307901162702684     0.00939041273775531    2.72224322919718E-05    2.08673228781776E-09    3.37626159309979E-05                       0                       0                       0                       0                       0                       0        3422.39845802293        -3385.4630052502        423.124138798596        532.544531288649      0.0402415130618896        5016.64937679322        12037590.0100924       0.707724665410891 
       1.52567567567568                     0.3       0.030792889822373     0.00939115747883305    2.72880252245053E-05    2.08674617928654E-09    3.38422749843303E-05                       0                       0                       0                       0                       0                       0        3422.37329560357       -3385.32156922656        423.439764089702        533.177994228195      0.0402451764579001        5020.64277275067        12037395.6131375        0.70238936017708 
       1.52607607607608                     0.3      0.0307956633744776      0.0093919022199108    2.73536181570387E-05    2.08676007075531E-09    3.39219340376627E-05                       0                       0                       0                       0                       0                       0        3422.34813318421       -3385.18013320292        423.755389380809         533.81145716774      0.0402488398539107        5024.63616870813        12037201.2161827       0.697054054943272 
       1.52647647647648                     0.3      0.0307984369265822     0.00939264696098854    2.74192110895721E-05    2.08677396222408E-09    3.40015930909951E-05                       0                       0                       0                       0                       0                       0        3422.32297076486       -3385.03869717928        424.071014671915        534.444920107286      0.0402525032499212        5028.62956466559        12037006.8192279       0.691718749709465 
       1.52687687687688                     0.3      0.0308012104786868     0.00939339170206629    2.74848040221054E-05    2.08678785369285E-09    3.40812521443275E-05                       0                       0                       0                       0                       0                       0         3422.2978083455       -3384.89726115564        424.386639963022        535.078383046832      0.0402561666459317        5032.62296062304        12036812.4222731       0.686383444475657 
       1.52727727727728                     0.3      0.0308039840307914     0.00939413644314403    2.75503969546389E-05    2.08680174516162E-09      3.416091119766E-05                       0                       0                       0                       0                       0                       0        3422.27264592614         -3384.755825132        424.702265254128        535.711845986378      0.0402598300419422         5036.6163565805        12036618.0253182       0.681048139241847 
       1.52767767767768                     0.3      0.0308067575828961     0.00939488118422178    2.76159898871723E-05     2.0868156366304E-09    3.42405702509924E-05                       0                       0                       0                       0                       0                       0        3422.24748350678       -3384.61438910836        425.017890545235        536.345308925923      0.0402634934379528        5040.60975253796        12036423.6283634       0.675712834008039 
       1.52807807807808                     0.3      0.0308095311350007     0.00939562592529953    2.76815828197057E-05    2.08682952809917E-09    3.43202293043248E-05                       0                       0                       0                       0                       0                       0        3422.22232108743       -3384.47295308473        425.333515836341        536.978771865469      0.0402671568339633        5044.60314849542        12036229.2314086       0.670377528774232 
       1.52847847847848                     0.3      0.0308123046871053     0.00939637066637727    2.77471757522391E-05    2.08684341956794E-09    3.43998883576572E-05                       0                       0                       0                       0                       0                       0        3422.19715866807       -3384.33151706109        425.649141127447        537.612234805014      0.0402708202299738        5048.59654445287        12036034.8344537       0.665042223540424 
       1.52887887887888                     0.3      0.0308150782392099     0.00939711540745502    2.78127686847725E-05    2.08685731103671E-09    3.44795474109896E-05                       0                       0                       0                       0                       0                       0        3422.17199624871       -3384.19008103745        425.964766418554         538.24569774456      0.0402744836259843        5052.58994041033        12035840.4374989       0.659706918306617 
       1.52927927927928                     0.3      0.0308178517913145     0.00939786014853276    2.78783616173059E-05    2.08687120250548E-09     3.4559206464322E-05                       0                       0                       0                       0                       0                       0        3422.14683382935       -3384.04864501381         426.28039170966        538.879160684106      0.0402781470219949        5056.58333636779        12035646.0405441       0.654371613072806 
       1.52967967967968                     0.3      0.0308206253434191     0.00939860488961051    2.79439545498393E-05    2.08688509397426E-09    3.46388655176544E-05                       0                       0                       0                       0                       0                       0           3422.12167141       -3383.90720899017        426.596017000767        539.512623623651      0.0402818104180054        5060.57673232525        12035451.6435892       0.649036307838999 
       1.53008008008008                     0.3      0.0308233988955238     0.00939934963068825    2.80095474823727E-05    2.08689898544303E-09    3.47185245709868E-05                       0                       0                       0                       0                       0                       0        3422.09650899064       -3383.76577296653        426.911642291873        540.146086563197      0.0402854738140159        5064.57012828271        12035257.2466344       0.643701002605191 
       1.53048048048048                     0.3      0.0308261724476284       0.009400094371766    2.80751404149061E-05     2.0869128769118E-09    3.47981836243192E-05                       0                       0                       0                       0                       0                       0        3422.07134657128       -3383.62433694289         427.22726758298        540.779549502743      0.0402891372100264        5068.56352424016        12035062.8496796        0.63836569737138 
       1.53088088088088                     0.3       0.030828945999733     0.00940083911284374    2.81407333474395E-05    2.08692676838057E-09    3.48778426776516E-05                       0                       0                       0                       0                       0                       0        3422.04618415192       -3383.48290091925        427.542892874086        541.413012442289       0.040292800606037        5072.55692019762        12034868.4527248       0.633030392137573 
       1.53128128128128                     0.3      0.0308317195518376     0.00940158385392149    2.82063262799729E-05    2.08694065984934E-09     3.4957501730984E-05                       0                       0                       0                       0                       0                       0        3422.02102173256       -3383.34146489561        427.858518165193        542.046475381834      0.0402964640020475        5076.55031615508        12034674.0557699       0.627695086903765 
       1.53168168168168                     0.3      0.0308344931039422     0.00940232859499924    2.82719192125063E-05    2.08695455131812E-09    3.50371607843164E-05                       0                       0                       0                       0                       0                       0        3421.99585931321       -3383.20002887197        428.174143456299         542.67993832138       0.040300127398058        5080.54371211254        12034479.6588151       0.622359781669958 
       1.53208208208208                     0.3      0.0308372666560468     0.00940307333607698    2.83375121450397E-05    2.08696844278689E-09    3.51168198376488E-05                       0                       0                       0                       0                       0                       0        3421.97069689385       -3383.05859284833        428.489768747406        543.313401260925      0.0403037907940685        5084.53710806999        12034285.2618603        0.61702447643615 
       1.53248248248248                     0.3      0.0308400402081514     0.00940381807715472    2.84031050775731E-05    2.08698233425566E-09    3.51964788909813E-05                       0                       0                       0                       0                       0                       0        3421.94553447449       -3382.91715682469        428.805394038512        543.946864200471      0.0403074541900791        5088.53050402745        12034090.8649054        0.61168917120234 
       1.53288288288288                     0.3      0.0308428137602561     0.00940456281823247    2.84686980101065E-05    2.08699622572443E-09    3.52761379443137E-05                       0                       0                       0                       0                       0                       0        3421.92037205513       -3382.77572080106        429.121019329619        544.580327140017      0.0403111175860896        5092.52389998491        12033896.4679506       0.606353865968532 
       1.53328328328328                     0.3      0.0308455873123607     0.00940530755931022    2.85342909426399E-05     2.0870101171932E-09    3.53557969976461E-05                       0                       0                       0                       0                       0                       0        3421.89520963578       -3382.63428477742        429.436644620725        545.213790079562      0.0403147809821001        5096.51729594237        12033702.0709958       0.601018560734725 
       1.53368368368368                     0.3      0.0308483608644653     0.00940605230038796    2.85998838751733E-05    2.08702400866197E-09    3.54354560509784E-05                       0                       0                       0                       0                       0                       0        3421.87004721642       -3382.49284875378        429.752269911831        545.847253019108      0.0403184443781106        5100.51069189982         12033507.674041       0.595683255500917 
       1.53408408408408                     0.3      0.0308511344165699     0.00940679704146571    2.86654768077067E-05    2.08703790013075E-09    3.55151151043109E-05                       0                       0                       0                       0                       0                       0        3421.84488479706       -3382.35141273014        430.067895202938        546.480715958654      0.0403221077741212        5104.50408785728        12033313.2770861       0.590347950267107 
       1.53448448448448                     0.3      0.0308539079686745     0.00940754178254345    2.87310697402401E-05    2.08705179159952E-09    3.55947741576433E-05                       0                       0                       0                       0                       0                       0         3421.8197223777        -3382.2099767065        430.383520494044          547.1141788982      0.0403257711701317        5108.49748381474        12033118.8801313       0.585012645033299 
       1.53488488488488                     0.3      0.0308566815207791      0.0094082865236212    2.87966626727735E-05    2.08706568306829E-09    3.56744332109757E-05                       0                       0                       0                       0                       0                       0        3421.79455995834       -3382.06854068286        430.699145785151        547.747641837745      0.0403294345661422         5112.4908797722        12032924.4831765       0.579677339799491 
       1.53528528528529                     0.3      0.0308594550728838     0.00940903126469894    2.88622556053069E-05    2.08707957453706E-09    3.57540922643081E-05                       0                       0                       0                       0                       0                       0        3421.76939753899       -3381.92710465922        431.014771076257        548.381104777291      0.0403330979621527        5116.48427572965        12032730.0862216       0.574342034565684 
       1.53568568568569                     0.3      0.0308622286249884     0.00940977600577669    2.89278485378403E-05    2.08709346600583E-09    3.58337513176405E-05                       0                       0                       0                       0                       0                       0        3421.74423511963       -3381.78566863558        431.330396367364        549.014567716837      0.0403367613581633        5120.47767168711        12032535.6892668       0.569006729331873 
       1.53608608608609                     0.3       0.030865002177093     0.00941052074685443    2.89934414703737E-05    2.08710735747461E-09    3.59134103709729E-05                       0                       0                       0                       0                       0                       0        3421.71907270027       -3381.64423261194         431.64602165847        549.648030656382      0.0403404247541738        5124.47106764457         12032341.292312       0.563671424098066 
       1.53648648648649                     0.3      0.0308677757291976     0.00941126548793218    2.90590344029071E-05    2.08712124894338E-09    3.59930694243053E-05                       0                       0                       0                       0                       0                       0        3421.69391028091        -3381.5027965883        431.961646949577        550.281493595928      0.0403440881501843        5128.46446360203        12032146.8953571       0.558336118864258 
       1.53688688688689                     0.3      0.0308705492813022     0.00941201022900993    2.91246273354405E-05    2.08713514041215E-09    3.60727284776377E-05                       0                       0                       0                       0                       0                       0        3421.66874786156       -3381.36136056466        432.277272240683        550.914956535473      0.0403477515461948        5132.45785955948        12031952.4984023       0.553000813630451 
       1.53728728728729                     0.3      0.0308733228334068     0.00941275497008767    2.91902202679739E-05    2.08714903188092E-09    3.61523875309701E-05                       0                       0                       0                       0                       0                       0         3421.6435854422       -3381.21992454103         432.59289753179        551.548419475019      0.0403514149422054        5136.45125551694        12031758.1014475        0.54766550839664 
       1.53768768768769                     0.3      0.0308780840729134     0.00941392557246217    2.93714517743854E-05    2.10034390293995E-09    3.63703238406148E-05                       0                       0                       0                       0                       0                       0        3421.60274023066       -3380.97577023793        433.145218344781        552.314771675146      0.0403577458406418         5144.4156386953        12031491.8108174       0.542733785958226 
       1.53808808808809                     0.3      0.0308934283351944     0.00941736358358415    3.01683765028752E-05    2.18371812265321E-09     3.7324488267088E-05                       0                       0                       0                       0                       0                       0        3421.47839529648       -3380.18471409816        434.957774593347         553.78866474406       0.040378279293714        5173.52270666191        12030842.7374613       0.539950855080774 
       1.53848848848849                     0.3      0.0309087725974755     0.00942080159470613     3.0965301231365E-05    2.26709234236646E-09    3.82786526935612E-05                       0                       0                       0                       0                       0                       0         3421.3540503623       -3379.39365795839        436.770330841913        555.262557812973      0.0403988127467862        5202.62977462852        12030193.6641052       0.537167924203322 
       1.53888888888889                     0.3      0.0309241168597566     0.00942423960582811    3.17622259598552E-05    2.35046656207977E-09    3.92328171200349E-05                       0                       0                       0                       0                       0                       0        3421.22970542811       -3378.60260181862         438.58288709048        556.736450881887      0.0404193461998584        5231.73684259515        12029544.5907491       0.534384993325869 
       1.53928928928929                     0.3      0.0309394611220376     0.00942767761695009    3.25591506883449E-05    2.43384078179303E-09    4.01869815465081E-05                       0                       0                       0                       0                       0                       0        3421.10536049393       -3377.81154567886        440.395443339046        558.210343950801      0.0404398796529306        5260.84391056177         12028895.517393       0.531602062448417 
       1.53968968968969                     0.3      0.0309548053843187     0.00943111562807207    3.33560754168347E-05    2.51721500150628E-09    4.11411459729813E-05                       0                       0                       0                       0                       0                       0        3420.98101555975       -3377.02048953909        442.207999587613        559.684237019714      0.0404604131060028        5289.95097852838        12028246.4440369       0.528819131570965 
       1.54009009009009                     0.3      0.0309701496465997     0.00943455363919405    3.41530001453244E-05    2.60058922121954E-09    4.20953103994545E-05                       0                       0                       0                       0                       0                       0        3420.85667062557       -3376.22943339932        444.020555836179        561.158130088627       0.040480946559075        5319.05804649499        12027597.3706808       0.526036200693513 
       1.54049049049049                     0.3      0.0309866320220336     0.00943818784298163     3.5044686165147E-05    2.68965879692077E-09    4.31650188453241E-05                       0                       0                       0                       0                       0                       0        3420.72714114759       -3375.39613402692        445.893449410019        562.738645249164       0.040503024637299        5350.04322520867        12026927.6246543       0.523446143531339 
       1.54089089089089                     0.3      0.0310072427771443     0.00944253371398032     3.6280108296192E-05     2.7993876470134E-09    4.46538504515455E-05                       0                       0                       0                       0                       0                       0        3420.57880530998       -3374.40960199692        447.985209962761         564.70592026311      0.0405307056725483        5387.84104308716        12026182.8908009       0.521555714454806 
       1.54129129129129                     0.3       0.031027853532255     0.00944687958497901    3.75155304272371E-05    2.90911649710602E-09    4.61426820577669E-05                       0                       0                       0                       0                       0                       0        3420.43046947237       -3373.42306996691        450.076970515504        566.673195277056      0.0405583867077977        5425.63886096565        12025438.1569475       0.519665285378273 
       1.54169169169169                     0.3      0.0310484642873657      0.0094512254559777    3.87509525582822E-05    3.01884534719864E-09    4.76315136639882E-05                       0                       0                       0                       0                       0                       0        3420.28213363476       -3372.43653793691        452.168731068247        568.640470291003       0.040586067743047        5463.43667884413        12024693.4230941       0.517774856301739 
       1.54209209209209                     0.3      0.0310690750424764     0.00945557132697639    3.99863746893273E-05    3.12857419729126E-09    4.91203452702096E-05                       0                       0                       0                       0                       0                       0        3420.13379779715        -3371.4500059069         454.26049162099        570.607745304949      0.0406137487782963        5501.23449672262        12023948.6892407       0.515884427225206 
