        1.0027027027027                    0.25      0.0299005944514739     0.00916217737602764    3.28956744134949E-09    6.14483316498388E-21    4.04828896159053E-09                       0                       0                       0                       0                       0                       0        3429.99712106731       -3429.98470932201        322.904400522614        323.267325022825      0.0390627785411531        3635.51317690801        12090731.2119598        5.97629447832818 
       1.00297297297297                    0.25      0.0299005999137701     0.00916217899079404    3.32159121938067E-09    6.21606732321954E-21    4.08764882623908E-09                       0                       0                       0                       0                       0                       0        3429.99708971165       -3429.98457083454        322.904597475313        323.271012251712      0.0390627857178927         3635.5160564022        12090730.8908779        5.97495695862723 
       1.00324324324324                    0.25      0.0299006053760663     0.00916218060556044    3.35361499741183E-09    6.28730148145514E-21     4.1270086908876E-09                       0                       0                       0                       0                       0                       0          3429.997058356       -3429.98443234707        322.904794428012        323.274699480599      0.0390627928946322        3635.51893589638         12090730.569796        5.97361943892629 
       1.00351351351351                    0.25      0.0299006108383625     0.00916218222032684    3.38563877544302E-09     6.3585356396908E-21    4.16636855553616E-09                       0                       0                       0                       0                       0                       0        3429.99702700035        -3429.9842938596        322.904991380711        323.278386709486      0.0390628000713718        3635.52181539057        12090730.2487141        5.97228191922534 
       1.00378378378378                    0.25      0.0299006163006587     0.00916218383509324    3.41766255347418E-09     6.4297697979264E-21    4.20572842018468E-09                       0                       0                       0                       0                       0                       0        3429.99699564469       -3429.98415537213         322.90518833341        323.282073938372      0.0390628072481113        3635.52469488475        12090729.9276322        5.97094439952439 
       1.00405405405405                    0.25       0.029900621762955     0.00916218544985964    3.44968633150536E-09    6.50100395616206E-21    4.24508828483323E-09                       0                       0                       0                       0                       0                       0        3429.99696428904       -3429.98401688466        322.905385286109        323.285761167259      0.0390628144248509        3635.52757437894        12090729.6065503        5.96960687982344 
       1.00432432432432                    0.25      0.0299006272252512     0.00916218706462604    3.48171010953652E-09    6.57223811439766E-21    4.28444814948176E-09                       0                       0                       0                       0                       0                       0        3429.99693293338       -3429.98387839719        322.905582238808        323.289448396146      0.0390628216015904        3635.53045387312        12090729.2854684         5.9682693601225 
       1.00459459459459                    0.25      0.0299006326875474     0.00916218867939244    3.51373388756771E-09    6.64347227263332E-21    4.32380801413031E-09                       0                       0                       0                       0                       0                       0        3429.99690157773       -3429.98373990972        322.905779191507        323.293135625032        0.03906282877833        3635.53333336731        12090728.9643865        5.96693184042155 
       1.00486486486486                    0.25      0.0299006381498436     0.00916219029415884    3.54575766559887E-09    6.71470643086892E-21    4.36316787877883E-09                       0                       0                       0                       0                       0                       0        3429.99687022208       -3429.98360142225        322.905976144206        323.296822853919      0.0390628359550696         3635.5362128615        12090728.6433047         5.9655943207206 
       1.00513513513514                    0.25      0.0299006436121398     0.00916219190892524    3.57778144363005E-09    6.78594058910458E-21    4.40252774342739E-09                       0                       0                       0                       0                       0                       0        3429.99683886642       -3429.98346293478        322.906173096905        323.300510082806      0.0390628431318091        3635.53909235568        12090728.3222228        5.96425680101965 
       1.00540540540541                    0.25       0.029900649074436     0.00916219352369164    3.60980522166121E-09    6.85717474734018E-21    4.44188760807591E-09                       0                       0                       0                       0                       0                       0        3429.99680751077       -3429.98332444731        322.906370049604        323.304197311692      0.0390628503085487        3635.54197184987        12090728.0011409        5.96291928131871 
       1.00567567567568                    0.25      0.0299006545367323     0.00916219513845804     3.6418289996924E-09    6.92840890557584E-21    4.48124747272446E-09                       0                       0                       0                       0                       0                       0        3429.99677615512       -3429.98318595984        322.906567002303        323.307884540579      0.0390628574852882        3635.54485134406         12090727.680059        5.96158176161776 
       1.00594594594595                    0.25      0.0299006599990285     0.00916219675322444    3.67385277772356E-09    6.99964306381144E-21    4.52060733737298E-09                       0                       0                       0                       0                       0                       0        3429.99674479946       -3429.98304747237        322.906763955001        323.311571769466      0.0390628646620278        3635.54773083824        12090727.3589771        5.96024424191681 
       1.00621621621622                    0.25      0.0299006654613247     0.00916219836799084    3.70587655575474E-09     7.0708772220471E-21    4.55996720202154E-09                       0                       0                       0                       0                       0                       0        3429.99671344381        -3429.9829089849          322.9069609077        323.315258998353      0.0390628718387673        3635.55061033243        12090727.0378952        5.95890672221586 
       1.00648648648649                    0.25      0.0299006709236209     0.00916219998275724     3.7379003337859E-09     7.1421113802827E-21    4.59932706667006E-09                       0                       0                       0                       0                       0                       0        3429.99668208816       -3429.98277049743        322.907157860399        323.318946227239      0.0390628790155069        3635.55348982661        12090726.7168133        5.95756920251492 
       1.00675675675676                    0.25      0.0299006763859171     0.00916220159752364    3.76992411181709E-09    7.21334553851836E-21    4.63868693131862E-09                       0                       0                       0                       0                       0                       0         3429.9966507325       -3429.98263200996        322.907354813098        323.322633456126      0.0390628861922465         3635.5563693208        12090726.3957314        5.95623168281397 
       1.00702702702703                    0.25      0.0299006818482133     0.00916220321229004    3.80194788984825E-09    7.28457969675396E-21    4.67804679596714E-09                       0                       0                       0                       0                       0                       0        3429.99661937685       -3429.98249352249        322.907551765797        323.326320685013       0.039062893368986        3635.55924881498        12090726.0746495        5.95489416311302 
        1.0072972972973                    0.25      0.0299006873105096     0.00916220482705644    3.83397166787943E-09    7.35581385498962E-21    4.71740666061569E-09                       0                       0                       0                       0                       0                       0        3429.99658802119       -3429.98235503502        322.907748718496        323.330007913899      0.0390629005457256        3635.56212830917        12090725.7535676        5.95355664341207 
       1.00756756756757                    0.25      0.0299006927728058     0.00916220644182284    3.86599544591059E-09    7.42704801322522E-21    4.75676652526421E-09                       0                       0                       0                       0                       0                       0        3429.99655666554       -3429.98221654755        322.907945671195        323.333695142786      0.0390629077224651        3635.56500780336        12090725.4324857        5.95221912371113 
       1.00783783783784                    0.25       0.029900698235102     0.00916220805658924    3.89801922394178E-09    7.49828217146088E-21    4.79612638991277E-09                       0                       0                       0                       0                       0                       0        3429.99652530989       -3429.98207806008        322.908142623894        323.337382371673      0.0390629148992047        3635.56788729754        12090725.1114038        5.95088160401018 
       1.00810810810811                    0.25      0.0299007036973982     0.00916220967135564    3.93004300197293E-09    7.56951632969648E-21    4.83548625456129E-09                       0                       0                       0                       0                       0                       0        3429.99649395423       -3429.98193957261        322.908339576593         323.34106960056      0.0390629220759442        3635.57076679173        12090724.7903219        5.94954408430923 
       1.00837837837838                    0.25      0.0299007089079473     0.00916221121097363    3.96057322033893E-09    7.63739403168027E-21    4.87301042806181E-09                       0                       0                       0                       0                       0                       0        3429.99646407606       -3429.98180761066        322.908527356618        323.344584841797      0.0390629289201521         3635.5735126973        12090724.4843694        5.94826887550268 
       1.00864864864865                    0.25      0.0299007116989015     0.00916221202832453    3.97674852344071E-09    7.67301212850304E-21    4.89289138884347E-09                       0                       0                       0                       0                       0                       0        3429.99644839823       -3429.98173836693        322.908626976142         323.34644707366       0.039062932568328        3635.57497465464        12090724.3238285        5.94759254977389 
       1.00891891891892                    0.25      0.0299007144898558     0.00916221284567542    3.99292382654251E-09    7.70863022532583E-21    4.91277234962515E-09                       0                       0                       0                       0                       0                       0        3429.99643272041       -3429.98166912319        322.908726595666        323.348309305522       0.039062936216504        3635.57643661199        12090724.1632875        5.94691622404509 
       1.00918918918919                    0.25      0.0299007172808101     0.00916221366302632    4.00909912964429E-09    7.74424832214861E-21    4.93265331040681E-09                       0                       0                       0                       0                       0                       0        3429.99641704258       -3429.98159987946        322.908826215191        323.350171537385      0.0390629398646799        3635.57789856934        12090724.0027466        5.94623989831629 
       1.00945945945946                    0.25      0.0299007200717644     0.00916221448037721    4.02527443274609E-09     7.7798664189714E-21    4.95253427118849E-09                       0                       0                       0                       0                       0                       0        3429.99640136475       -3429.98153063572        322.908925834715        323.352033769248      0.0390629435128559        3635.57936052669        12090723.8422056         5.9455635725875 
       1.00972972972973                    0.25      0.0299007228627186      0.0091622152977281    4.04144973584787E-09    7.81548451579417E-21    4.97241523197015E-09                       0                       0                       0                       0                       0                       0        3429.99638568692       -3429.98146139199        322.909025454239         323.35389600111      0.0390629471610318        3635.58082248404        12090723.6816647         5.9448872468587 
                   1.01                    0.25      0.0299007256536729       0.009162216115079    4.05762503894967E-09    7.85110261261697E-21    4.99229619275183E-09                       0                       0                       0                       0                       0                       0         3429.9963700091       -3429.98139214825        322.909125073764        323.355758232973      0.0390629508092077        3635.58228444138        12090723.5211237         5.9442109211299 
       1.01027027027027                    0.25      0.0299007308173316     0.00916221763799743    4.09077083445101E-09    7.98347353821035E-21    5.03277584542388E-09                       0                       0                       0                       0                       0                       0        3429.99634041832       -3429.98124924753        322.909323414019        323.359534215817      0.0390629575668753        3635.58515324525        12090723.1929723        5.94299737822154 
       1.01054054054054                    0.25      0.0299007373958542     0.00916221958165185    4.13403628026382E-09    8.17353900623375E-21    5.08553867491231E-09                       0                       0                       0                       0                       0                       0        3429.99630253113        -3429.9810624245        322.909580622294        323.364451384801      0.0390629661787595        3635.58886096377        12090722.7648732        5.94146348809694 
       1.01081081081081                    0.25      0.0299007439743769     0.00916222152530627     4.1773017260766E-09      8.363604474257E-21    5.13830150440069E-09                       0                       0                       0                       0                       0                       0        3429.99626464395       -3429.98087560147        322.909837830568        323.369368553785      0.0390629747906437        3635.59256868228        12090722.3367741        5.93992959797233 
       1.01108108108108                    0.25      0.0299007505528995     0.00916222346896069    4.22056717188942E-09     8.5536699422804E-21    5.19106433388912E-09                       0                       0                       0                       0                       0                       0        3429.99622675676       -3429.98068877845        322.910095038843        323.374285722769      0.0390629834025279         3635.5962764008         12090721.908675        5.93839570784772 
       1.01135135135135                    0.25      0.0299007571314222      0.0091622254126151    4.26383261770223E-09     8.7437354103038E-21    5.24382716337754E-09                       0                       0                       0                       0                       0                       0        3429.99618886957       -3429.98050195542        322.910352247118        323.379202891753      0.0390629920144121        3635.59998411932        12090721.4805759        5.93686181772312 
       1.01162162162162                    0.25      0.0299007637099448     0.00916222735626953    4.30709806351502E-09    8.93380087832705E-21    5.29658999286593E-09                       0                       0                       0                       0                       0                       0        3429.99615098239       -3429.98031513239        322.910609455392        323.384120060737      0.0390630006262963        3635.60369183784        12090721.0524768        5.93532792759851 
       1.01189189189189                    0.25      0.0299007712995535     0.00916222959851028    4.35707430795684E-09    9.15398957618683E-21    5.35753636980901E-09                       0                       0                       0                       0                       0                       0        3429.99610709016       -3429.98010035486        322.910906602373        323.389799455912      0.0390630105652309        3635.60797355555        12090720.5565249        5.93355766740626 
       1.01216216216216                    0.25      0.0299007842572496     0.00916223342601437    4.44267972146686E-09    9.53410941012347E-21    5.46193107711613E-09                       0                       0                       0                       0                       0                       0        3429.99603131578       -3429.97973716045        322.911415793103        323.399525684751      0.0390630275497803        3635.61530276657        12090719.7003267        5.93053246431252 
       1.01243243243243                    0.25      0.0299007972149457     0.00916223725351846    4.52828513497694E-09    9.91422924406041E-21    5.56632578442333E-09                       0                       0                       0                       0                       0                       0        3429.99595554141       -3429.97937396603        322.911924983834        323.409251913591      0.0390630445343297         3635.6226319776        12090718.8441286        5.92750726121877 
        1.0127027027027                    0.25      0.0299008101726418     0.00916224108102254    4.61389054848696E-09     1.0294349077997E-20    5.67072049173044E-09                       0                       0                       0                       0                       0                       0        3429.99587976703       -3429.97901077162        322.912434174564         323.41897814243      0.0390630615188791        3635.62996118863        12090717.9879304        5.92448205812502 
       1.01297297297297                    0.25       0.029900823130338     0.00916224490852663    4.69949596199705E-09     1.0674468911934E-20    5.77511519903765E-09                       0                       0                       0                       0                       0                       0        3429.99580399266        -3429.9786475772        322.912943365294        323.428704371269      0.0390630785034285        3635.63729039965        12090717.1317322        5.92145685503128 
       1.01324324324324                    0.25      0.0299008360880341     0.00916224873603072    4.78510137550706E-09    1.10545887458706E-20    5.87950990634476E-09                       0                       0                       0                       0                       0                       0        3429.99572821828       -3429.97828438279        322.913452556025        323.438430600109      0.0390630954879778        3635.64461961068        12090716.2755341        5.91843165193753 
       1.01351351351351                    0.25      0.0299008490457302      0.0091622525635348    4.87070678901715E-09    1.14347085798076E-20    5.98390461365197E-09                       0                       0                       0                       0                       0                       0        3429.99565244391       -3429.97792118838        322.913961746755        323.448156828948      0.0390631124725272         3635.6519488217        12090715.4193359        5.91540644884379 
       1.01378378378378                    0.25      0.0299008620034263     0.00916225639103889    4.95631220252717E-09    1.18148284137442E-20    6.08829932095908E-09                       0                       0                       0                       0                       0                       0        3429.99557666954       -3429.97755799396        322.914470937486        323.457883057787      0.0390631294570766        3635.65927803273        12090714.5631377        5.91238124575004 
       1.01405405405405                    0.25      0.0299008749611225     0.00916226021854298    5.04191761603725E-09    1.21949482476811E-20    6.19269402826628E-09                       0                       0                       0                       0                       0                       0        3429.99550089516       -3429.97719479955        322.914980128216        323.467609286626       0.039063146441626        3635.66660724376        12090713.7069396        5.90935604265629 
       1.01432432432432                    0.25      0.0299008879188186     0.00916226404604707    5.12752302954727E-09    1.25750680816178E-20     6.2970887355734E-09                       0                       0                       0                       0                       0                       0        3429.99542512079       -3429.97683160513        322.915489318946        323.477335515466      0.0390631634261754        3635.67393645478        12090712.8507414        5.90633083956255 
       1.01459459459459                    0.25      0.0299009008765147     0.00916226787355115    5.21312844305736E-09    1.29551879155547E-20     6.4014834428806E-09                       0                       0                       0                       0                       0                       0        3429.99534934641       -3429.97646841072        322.915998509677        323.487061744305      0.0390631804107248        3635.68126566581        12090711.9945432         5.9033056364688 
       1.01486486486486                    0.25      0.0299009138342109     0.00916227170105524    5.29873385656737E-09    1.33353077494913E-20    6.50587815018772E-09                       0                       0                       0                       0                       0                       0        3429.99527357204        -3429.9761052163        322.916507700407        323.496787973144      0.0390631973952742        3635.68859487684         12090711.138345        5.90028043337506 
       1.01513513513514                    0.25       0.029900926791907     0.00916227552855933    5.38433927007746E-09    1.37154275834283E-20    6.61027285749492E-09                       0                       0                       0                       0                       0                       0        3429.99519779767       -3429.97574202189        322.917016891138        323.506514201984      0.0390632143798235        3635.69592408786        12090710.2821469        5.89725523028131 
       1.01540540540541                    0.25      0.0299009397496031     0.00916227935606341    5.46994468358748E-09    1.40955474173649E-20    6.71466756480203E-09                       0                       0                       0                       0                       0                       0        3429.99512202329       -3429.97537882747        322.917526081868        323.516240430823      0.0390632313643729        3635.70325329889        12090709.4259487        5.89423002718756 
       1.01567567567568                    0.25      0.0299009527072992      0.0091622831835675    5.55555009709756E-09    1.44756672513019E-20    6.81906227210924E-09                       0                       0                       0                       0                       0                       0        3429.99504624892       -3429.97501563306        322.918035272598        323.525966659663      0.0390632483489223        3635.71058250992        12090708.5697505        5.89120482409382 
       1.01594594594595                    0.25      0.0299009656649954     0.00916228701107159    5.64115551060758E-09    1.48557870852385E-20    6.92345697941635E-09                       0                       0                       0                       0                       0                       0        3429.99497047454       -3429.97465243864        322.918544463329        323.535692888502      0.0390632653334717        3635.71791172094        12090707.7135524        5.88817962100007 
       1.01621621621622                    0.25      0.0299009786226915     0.00916229083857568    5.72676092411767E-09    1.52359069191754E-20    7.02785168672355E-09                       0                       0                       0                       0                       0                       0        3429.99489470017       -3429.97428924423        322.919053654059        323.545419117341      0.0390632823180211        3635.72524093197        12090706.8573542        5.88515441790632 
       1.01648648648649                    0.25      0.0299009915803876     0.00916229466607976    5.81236633762768E-09    1.56160267531121E-20    7.13224639403067E-09                       0                       0                       0                       0                       0                       0        3429.99481892579       -3429.97392604982         322.91956284479         323.55514534618      0.0390632993025705        3635.73257014299         12090706.001156        5.88212921481258 
       1.01675675675676                    0.25      0.0299010045380838     0.00916229849358385    5.89797175113777E-09     1.5996146587049E-20    7.23664110133787E-09                       0                       0                       0                       0                       0                       0        3429.99474315142        -3429.9735628554         322.92007203552         323.56487157502      0.0390633162871199        3635.73989935402        12090705.1449578        5.87910401171883 
       1.01702702702703                    0.25      0.0299010174957799     0.00916230232108794    5.98357716464779E-09    1.63762664209857E-20    7.34103580864499E-09                       0                       0                       0                       0                       0                       0        3429.99466737705       -3429.97319966099         322.92058122625        323.574597803859      0.0390633332716692        3635.74722856505        12090704.2887597        5.87607880862509 
        1.0172972972973                    0.25       0.029901030453476     0.00916230614859202    6.06918257815787E-09    1.67563862549226E-20    7.44543051595219E-09                       0                       0                       0                       0                       0                       0        3429.99459160267       -3429.97283646657        322.921090416981        323.584324032698      0.0390633502562186        3635.75455777607        12090703.4325615        5.87305360553134 
       1.01756756756757                    0.25      0.0299010434111722     0.00916230997609611    6.15478799166789E-09    1.71365060888592E-20    7.54982522325931E-09                       0                       0                       0                       0                       0                       0         3429.9945158283       -3429.97247327216        322.921599607711        323.594050261538       0.039063367240768         3635.7618869871        12090702.5763633         5.8700284024376 
       1.01783783783784                    0.25      0.0299010563688683      0.0091623138036002    6.24039340517798E-09    1.75166259227962E-20    7.65421993056651E-09                       0                       0                       0                       0                       0                       0        3429.99444005392       -3429.97211007774        322.922108798442        323.603776490377      0.0390633842253174        3635.76921619813        12090701.7201652        5.86700319934385 
       1.01810810810811                    0.25      0.0299010693265644     0.00916231763110428      6.325998818688E-09    1.78967457567328E-20    7.75861463787362E-09                       0                       0                       0                       0                       0                       0        3429.99436427955       -3429.97174688333        322.922617989172        323.613502719216      0.0390634012098668        3635.77654540915         12090700.863967         5.8639779962501 
       1.01837837837838                    0.25      0.0299010822842605     0.00916232145860837    6.41160423219808E-09    1.82768655906698E-20    7.86300934518083E-09                       0                       0                       0                       0                       0                       0        3429.99428850518       -3429.97138368891        322.923127179902        323.623228948056      0.0390634181944162        3635.78387462018        12090700.0077688        5.86095279315636 
       1.01864864864865                    0.25      0.0299010952419567     0.00916232528611246     6.4972096457081E-09    1.86569854246064E-20    7.96740405248794E-09                       0                       0                       0                       0                       0                       0         3429.9942127308        -3429.9710204945        322.923636370633        323.632955176895      0.0390634351789656        3635.79120383121        12090699.1515706        5.85792759006261 
       1.01891891891892                    0.25      0.0299011081996528     0.00916232911361655    6.58281505921819E-09    1.90371052585433E-20    8.07179875979514E-09                       0                       0                       0                       0                       0                       0        3429.99413695643       -3429.97065730009        322.924145561363        323.642681405734       0.039063452163515        3635.79853304223        12090698.2953725        5.85490238696887 
       1.01918918918919                    0.25      0.0299011211573489     0.00916233294112063     6.6684204727282E-09      1.941722509248E-20    8.17619346710226E-09                       0                       0                       0                       0                       0                       0        3429.99406118205       -3429.97029410567        322.924654752094        323.652407634574      0.0390634691480643        3635.80586225326        12090697.4391743        5.85187718387512 
       1.01945945945946                    0.25       0.029901134115045     0.00916233676862472    6.75402588623829E-09    1.97973449264169E-20    8.28058817440946E-09                       0                       0                       0                       0                       0                       0        3429.99398540768       -3429.96993091126        322.925163942824        323.662133863413      0.0390634861326137        3635.81319146429        12090696.5829761        5.84885198078137 
       1.01972972972973                    0.25      0.0299011470727412     0.00916234059612881    6.83963129974831E-09    2.01774647603535E-20    8.38498288171658E-09                       0                       0                       0                       0                       0                       0         3429.9939096333       -3429.96956771684        322.925673133554        323.671860092252      0.0390635031171631        3635.82052067531         12090695.726778        5.84582677768763 
                   1.02                    0.25      0.0299011600304373      0.0091623444236329    6.92523671325839E-09    2.05575845942905E-20    8.48937758902378E-09                       0                       0                       0                       0                       0                       0        3429.99383385893       -3429.96920452243        322.926182324285        323.681586321092      0.0390635201017125        3635.82784988634        12090694.8705798        5.84280157459388 
       1.02027027027027                    0.25      0.0299011729881334     0.00916234825113698    7.01084212676841E-09    2.09377044282271E-20    8.59377229633089E-09                       0                       0                       0                       0                       0                       0        3429.99375808456       -3429.96884132801        322.926691515015        323.691312549931      0.0390635370862619        3635.83517909736        12090694.0143816        5.83977637150014 
       1.02054054054054                    0.25      0.0299011859458296     0.00916235207864107     7.0964475402785E-09    2.13178242621641E-20     8.6981670036381E-09                       0                       0                       0                       0                       0                       0        3429.99368231018        -3429.9684781336        322.927200705746         323.70103877877      0.0390635540708113        3635.84250830839        12090693.1581835        5.83675116840639 
       1.02081081081081                    0.25      0.0299011989035257     0.00916235590614516    7.18205295378851E-09    2.16979440961007E-20    8.80256171094521E-09                       0                       0                       0                       0                       0                       0        3429.99360653581       -3429.96811493918        322.927709896476         323.71076500761      0.0390635710553607        3635.84983751942        12090692.3019853        5.83372596531264 
       1.02108108108108                    0.25      0.0299012118612218     0.00916235973364924     7.2676583672986E-09    2.20780639300376E-20    8.90695641825241E-09                       0                       0                       0                       0                       0                       0        3429.99353076143       -3429.96775174477        322.928219087206        323.720491236449        0.03906358803991        3635.85716673044        12090691.4457871         5.8307007622189 
       1.02135135135135                    0.25      0.0299012248189179     0.00916236356115333    7.35326378080862E-09    2.24581837639743E-20    9.01135112555953E-09                       0                       0                       0                       0                       0                       0        3429.99345498706       -3429.96738855036        322.928728277937        323.730217465288      0.0390636050244594        3635.86449594147        12090690.5895889        5.82767555912515 
       1.02162162162162                    0.25      0.0299012377766141     0.00916236738865742     7.4388691943187E-09    2.28383035979112E-20    9.11574583286673E-09                       0                       0                       0                       0                       0                       0        3429.99337921268       -3429.96702535594        322.929237468667        323.739943694128      0.0390636220090088         3635.8718251525        12090689.7333908         5.8246503560314 
       1.02189189189189                    0.25      0.0299012507343102     0.00916237121616151    7.52447460782879E-09    2.32184234318482E-20    9.22014054017393E-09                       0                       0                       0                       0                       0                       0        3429.99330343831       -3429.96666216153        322.929746659398        323.749669922967      0.0390636389935582        3635.87915436352        12090688.8771926        5.82162515293766 
       1.02216216216216                    0.25      0.0299012636920063     0.00916237504366559    7.61008002133881E-09    2.35985432657848E-20    9.32453524748105E-09                       0                       0                       0                       0                       0                       0        3429.99322766394       -3429.96629896711        322.930255850128        323.759396151806      0.0390636559781076        3635.88648357455        12090688.0209944        5.81859994984391 
       1.02243243243243                    0.25      0.0299012766497025     0.00916237887116968    7.69568543484889E-09    2.39786630997217E-20    9.42892995478825E-09                       0                       0                       0                       0                       0                       0        3429.99315188956        -3429.9659357727        322.930765040858        323.769122380646       0.039063672962657        3635.89381278557        12090687.1647963        5.81557474675016 
        1.0227027027027                    0.25      0.0299012896073986     0.00916238269867377    7.78129084835891E-09    2.43587829336584E-20    9.53332466209537E-09                       0                       0                       0                       0                       0                       0        3429.99307611519       -3429.96557257828        322.931274231589        323.778848609485      0.0390636899472064         3635.9011419966        12090686.3085981        5.81254954365642 
       1.02297297297297                    0.25      0.0299013025650947     0.00916238652617785      7.866896261869E-09    2.47389027675953E-20    9.63771936940257E-09                       0                       0                       0                       0                       0                       0        3429.99300034081       -3429.96520938387        322.931783422319        323.788574838324      0.0390637069317558        3635.90847120763        12090685.4523999        5.80952434056267 
       1.02324324324324                    0.25      0.0299013155227908     0.00916239035368194    7.95250167537901E-09    2.51190226015319E-20    9.74211407670969E-09                       0                       0                       0                       0                       0                       0        3429.99292456644       -3429.96484618945         322.93229261305        323.798301067164      0.0390637239163051        3635.91580041865        12090684.5962017        5.80649913746893 
       1.02351351351351                    0.25       0.029901328480487     0.00916239418118603     8.0381070888891E-09    2.54991424354689E-20    9.84650878401689E-09                       0                       0                       0                       0                       0                       0        3429.99284879206       -3429.96448299504         322.93280180378        323.808027296003      0.0390637409008545        3635.92312962968        12090683.7400036        5.80347393437518 
       1.02378378378378                    0.25      0.0299013414381831     0.00916239800869012    8.12371250239912E-09    2.58792622694055E-20    9.95090349132401E-09                       0                       0                       0                       0                       0                       0        3429.99277301769       -3429.96411980062         322.93331099451        323.817753524842      0.0390637578854039        3635.93045884071        12090682.8838054        5.80044873128144 
       1.02405405405405                    0.25      0.0299013543958792      0.0091624018361942     8.2093179159092E-09    2.62593821033425E-20    1.00552981986312E-08                       0                       0                       0                       0                       0                       0        3429.99269724332       -3429.96375660621        322.933820185241        323.827479753682      0.0390637748699533        3635.93778805173        12090682.0276072        5.79742352818769 
