       1.03351351351351                    0.25      0.0299018079152437     0.00916253579883725    1.12055073887611E-08    3.95635762911302E-20    1.37091129543818E-08                       0                       0                       0                       0                       0                       0        3429.99004514022        -3429.9510448017        322.951641860805        324.167897763058      0.0390643693291818        3636.19431043766        12090652.0606713        5.69154141990658 
       1.03378378378378                    0.25      0.0299018166749337     0.00916253838661765    1.12632497185101E-08    3.98186251577375E-20    1.37795297581939E-08                       0                       0                       0                       0                       0                       0        3429.98999429864       -3429.95079767376        322.951985226934        324.174459246035      0.0390643808038482        3636.19925641708        12090651.4861965        5.68949761997474 
       1.03405405405405                    0.25      0.0299018232534563     0.00916254033027207    1.13065151643229E-08    4.00086906257609E-20    1.38322925876823E-08                       0                       0                       0                       0                       0                       0        3429.98995641145       -3429.95061085074        322.952242435208         324.17937641502      0.0390643894157323         3636.2029641356        12090651.0580974        5.68796372985013 
       1.03432432432432                    0.25       0.029901829831979     0.00916254227392649    1.13497806101357E-08    4.01987560937841E-20    1.38850554171707E-08                       0                       0                       0                       0                       0                       0        3429.98991852427       -3429.95042402771        322.952499643483        324.184293584004      0.0390643980276165        3636.20667185412        12090650.6299983        5.68642983972553 
       1.03459459459459                    0.25      0.0299018364105016     0.00916254421758091    1.13930460559485E-08    4.03888215618075E-20    1.39378182466591E-08                       0                       0                       0                       0                       0                       0        3429.98988063708       -3429.95023720468        322.952756851757        324.189210752988      0.0390644066395007        3636.21037957264        12090650.2018993        5.68489594960092 
       1.03486486486486                    0.25      0.0299018429890243     0.00916254616123532    1.14363115017613E-08    4.05788870298308E-20    1.39905810761475E-08                       0                       0                       0                       0                       0                       0        3429.98984274989       -3429.95005038166        322.953014060032        324.194127921972      0.0390644152513849        3636.21408729116        12090649.7738002        5.68336205947632 
       1.03513513513514                    0.25      0.0299018495675469     0.00916254810488974    1.14795769475741E-08    4.07689524978542E-20    1.40433439056359E-08                       0                       0                       0                       0                       0                       0        3429.98980486271       -3429.94986355863        322.953271268307        324.199045090956      0.0390644238632691        3636.21779500968        12090649.3457011        5.68182816935171 
       1.03540540540541                    0.25       0.029901857529633     0.00916255045413684    1.15338425571823E-08    4.25943461471891E-20    1.41097048753588E-08                       0                       0                       0                       0                       0                       0        3429.98975902609       -3429.94963698846        322.953592133776        324.205198264669      0.0390644342870527        3636.22238809214        12090648.8260246        5.68008660075098 
       1.03567567567568                    0.25       0.029901871384989      0.0091625545310006    1.16349632196012E-08    5.13853986470089E-20    1.42339869443188E-08                       0                       0                       0                       0                       0                       0        3429.98967932896       -3429.94924111586        322.954184146227        324.216616184248      0.0390644524285981        3636.23075237067        12090647.9162754        5.67746042841641 
       1.03594594594595                    0.25      0.0299018852403451     0.00916255860786435      1.173608388202E-08    6.01764511468214E-20    1.43582690132786E-08                       0                       0                       0                       0                       0                       0        3429.98959963184       -3429.94884524326        322.954776158677        324.228034103827      0.0390644705701434         3636.2391166492        12090647.0065262        5.67483425608184 
       1.03621621621622                    0.25      0.0299018990957011     0.00916256268472811     1.1837204544439E-08    6.89675036466412E-20    1.44825510822386E-08                       0                       0                       0                       0                       0                       0        3429.98951993471       -3429.94844937066        322.955368171128        324.239452023406      0.0390644887116887        3636.24748092773         12090646.096777        5.67220808374727 
       1.03648648648649                    0.25      0.0299019129510572     0.00916256676159187    1.19383252068578E-08    7.77585561464537E-20    1.46068331511984E-08                       0                       0                       0                       0                       0                       0        3429.98944023759       -3429.94805349806        322.955960183578        324.250869942985      0.0390645068532341        3636.25584520626        12090645.1870278        5.66958191141271 
       1.03675675675676                    0.25      0.0299019268064132     0.00916257083845563    1.20394458692768E-08    8.65496086462735E-20    1.47311152201584E-08                       0                       0                       0                       0                       0                       0        3429.98936054046       -3429.94765762546        322.956552196029        324.262287862564      0.0390645249947794        3636.26420948479        12090644.2772786        5.66695573907814 
       1.03702702702703                    0.25      0.0299019406617693     0.00916257491531939    1.21405665316956E-08     9.5340661146086E-20    1.48553972891183E-08                       0                       0                       0                       0                       0                       0        3429.98928084334       -3429.94726175285         322.95714420848        324.273705782143      0.0390645431363247        3636.27257376332        12090643.3675293        5.66432956674357 
        1.0372972972973                    0.25      0.0299019641381915     0.00916258182953351    1.23129768911615E-08     1.1048249946479E-19    1.50673005641463E-08                       0                       0                       0                       0                       0                       0        3429.98914356822       -3429.94658742931        322.958153071426         324.29316385461      0.0390645739235229        3636.28681099692        12090641.8005227        5.65988705509643 
       1.03756756756757                    0.25       0.029901991310638     0.00916258983374279    1.25127738666577E-08    1.28064052635951E-19    1.53128643599242E-08                       0                       0                       0                       0                       0                       0        3429.98898417398       -3429.94580613619        322.959322071459        324.315710628378      0.0390646095686691        3636.30330438214        12090639.9810242        5.65474677940491 
       1.03783783783784                    0.25      0.0299020184830844     0.00916259783795208     1.2712570842154E-08    1.45645605807127E-19    1.55584281557024E-08                       0                       0                       0                       0                       0                       0        3429.98882477973       -3429.94502484307        322.960491071493        324.338257402147      0.0390646452138153        3636.31979776736        12090638.1615258        5.64960650371338 
       1.03810810810811                    0.25      0.0299020456555309     0.00916260584216136    1.29123678176502E-08    1.63227158978288E-19    1.58039919514803E-08                       0                       0                       0                       0                       0                       0        3429.98866538548       -3429.94424354995        322.961660071526        324.360804175915      0.0390646808589616        3636.33629115257        12090636.3420274        5.64446622802186 
       1.03837837837838                    0.25      0.0299020728279774     0.00916261384637065    1.31121647931465E-08    1.80808712149463E-19    1.60495557472584E-08                       0                       0                       0                       0                       0                       0        3429.98850599123       -3429.94346225683         322.96282907156        324.383350949683      0.0390647165041078        3636.35278453779         12090634.522529        5.63932595233034 
       1.03864864864865                    0.25      0.0299021000004238     0.00916262185057993    1.33119617686427E-08    1.98390265320624E-19    1.62951195430363E-08                       0                       0                       0                       0                       0                       0        3429.98834659698       -3429.94268096371        322.963998071594        324.405897723451       0.039064752149254        3636.36927792301        12090632.7030306        5.63418567663882 
       1.03891891891892                    0.25      0.0299021271728703     0.00916262985478922     1.3511758744139E-08      2.159718184918E-19    1.65406833388145E-08                       0                       0                       0                       0                       0                       0        3429.98818720273       -3429.94189967059        322.965167071627        324.428444497219      0.0390647877944002        3636.38577130823        12090630.8835322         5.6290454009473 
       1.03918918918919                    0.25      0.0299021543453168      0.0091626378589985    1.37115557196352E-08    2.33553371662961E-19    1.67862471345924E-08                       0                       0                       0                       0                       0                       0        3429.98802780848       -3429.94111837747        322.966336071661        324.450991270987      0.0390648234395464        3636.40226469344        12090629.0640338        5.62390512525577 
       1.03945945945946                    0.25      0.0299021815177632     0.00916264586320779    1.39113526951315E-08    2.51134924834136E-19    1.70318109303705E-08                       0                       0                       0                       0                       0                       0        3429.98786841423       -3429.94033708434        322.967505071694        324.473538044756      0.0390648590846926        3636.41875807866        12090627.2445353        5.61876484956425 
       1.03972972972973                    0.25      0.0299022086902097     0.00916265386741707    1.41111496706277E-08    2.68716478005297E-19    1.72773747261484E-08                       0                       0                       0                       0                       0                       0        3429.98770901998       -3429.93955579122        322.968674071728        324.496084818524      0.0390648947298388        3636.43525146388        12090625.4250369        5.61362457387273 
                   1.04                    0.25      0.0299022358626562     0.00916266187162636     1.4310946646124E-08    2.86298031176473E-19    1.75229385219265E-08                       0                       0                       0                       0                       0                       0        3429.98754962574        -3429.9387744981        322.969843071761        324.518631592292       0.039064930374985         3636.4517448491        12090623.6055385        5.60848429818121 
       1.04027027027027                    0.25      0.0299022630351026     0.00916266987583564    1.45107436216202E-08    3.03879584347634E-19    1.77685023177045E-08                       0                       0                       0                       0                       0                       0        3429.98739023149       -3429.93799320498        322.971012071795         324.54117836606      0.0390649660201312        3636.46823823432        12090621.7860401        5.60334402248969 
       1.04054054054054                    0.25      0.0299022902075491     0.00916267788004493    1.47105405971165E-08    3.21461137518809E-19    1.80140661134826E-08                       0                       0                       0                       0                       0                       0        3429.98723083724       -3429.93721191186        322.972181071828        324.563725139828      0.0390650016652774        3636.48473161953        12090619.9665417        5.59820374679816 
       1.04081081081081                    0.25      0.0299023173799956     0.00916268588425421    1.49103375726127E-08     3.3904269068997E-19    1.82596299092605E-08                       0                       0                       0                       0                       0                       0        3429.98707144299       -3429.93643061874        322.973350071862        324.586271913597      0.0390650373104236        3636.50122500475        12090618.1470433        5.59306347110664 
       1.04108108108108                    0.25       0.029902344552442      0.0091626938884635    1.51101345481091E-08    3.56624243861145E-19    1.85051937050386E-08                       0                       0                       0                       0                       0                       0        3429.98691204874       -3429.93564932562        322.974519071896        324.608818687365      0.0390650729555698        3636.51771838997        12090616.3275448        5.58792319541512 
       1.04135135135135                    0.25      0.0299023717248885     0.00916270189267279    1.53099315236052E-08    3.74205797032306E-19    1.87507575008166E-08                       0                       0                       0                       0                       0                       0        3429.98675265449        -3429.9348680325        322.975688071929        324.631365461133       0.039065108600716        3636.53421177519        12090614.5080464         5.5827829197236 
       1.04162162162162                    0.25       0.029902398897335     0.00916270989688207    1.55097284991016E-08    3.91787350203482E-19    1.89963212965947E-08                       0                       0                       0                       0                       0                       0        3429.98659326024       -3429.93408673938        322.976857071963        324.653912234901      0.0390651442458622         3636.5507051604         12090612.688548        5.57764264403207 
       1.04189189189189                    0.25      0.0299024260697814     0.00916271790109135    1.57095254745977E-08    4.09368903374643E-19    1.92418850923726E-08                       0                       0                       0                       0                       0                       0        3429.98643386599       -3429.93330544625        322.978026071996        324.676459008669      0.0390651798910084        3636.56719854562        12090610.8690496        5.57250236834055 
       1.04216216216216                    0.25      0.0299024532422279     0.00916272590530064    1.59093224500941E-08    4.26950456545818E-19    1.94874488881507E-08                       0                       0                       0                       0                       0                       0        3429.98627447175       -3429.93252415313         322.97919507203        324.699005782437      0.0390652155361546        3636.58369193084        12090609.0495512        5.56736209264903 
       1.04243243243243                    0.25      0.0299024804146743     0.00916273390950993    1.61091194255902E-08    4.44532009716979E-19    1.97330126839287E-08                       0                       0                       0                       0                       0                       0         3429.9861150775       -3429.93174286001        322.980364072063        324.721552556206      0.0390652511813009        3636.60018531606        12090607.2300528        5.56222181695751 
        1.0427027027027                    0.25      0.0299025075871208     0.00916274191371921    1.63089164010866E-08    4.62113562888155E-19    1.99785764797068E-08                       0                       0                       0                       0                       0                       0        3429.98595568325       -3429.93096156689        322.981533072097        324.744099329974      0.0390652868264471        3636.61667870128        12090605.4105544        5.55708154126598 
       1.04297297297297                    0.25      0.0299025347595673     0.00916274991792849    1.65087133765828E-08    4.79695116059316E-19    2.02241402754847E-08                       0                       0                       0                       0                       0                       0          3429.985796289       -3429.93018027377         322.98270207213        324.766646103742      0.0390653224715933        3636.63317208649        12090603.5910559        5.55194126557446 
       1.04324324324324                    0.25      0.0299025619320137     0.00916275792213778    1.67085103520791E-08    4.97276669230491E-19    2.04697040712628E-08                       0                       0                       0                       0                       0                       0        3429.98563689475       -3429.92939898065        322.983871072164         324.78919287751      0.0390653581167395        3636.64966547171        12090601.7715575        5.54680098988294 
       1.04351351351351                    0.25      0.0299025891044602     0.00916276592634706    1.69083073275754E-08    5.14858222401666E-19    2.07152678670409E-08                       0                       0                       0                       0                       0                       0         3429.9854775005       -3429.92861768753        322.985040072198        324.811739651278      0.0390653937618857        3636.66615885693        12090599.9520591        5.54166071419142 
       1.04378378378378                    0.25      0.0299026162769067     0.00916277393055635    1.71081043030716E-08    5.32439775572827E-19    2.09608316628189E-08                       0                       0                       0                       0                       0                       0        3429.98531810625       -3429.92783639441        322.986209072231        324.834286425047      0.0390654294070319        3636.68265224215        12090598.1325607         5.5365204384999 
       1.04405405405405                    0.25      0.0299026434493531     0.00916278193476563    1.73079012785679E-08    5.50021328744003E-19     2.1206395458597E-08                       0                       0                       0                       0                       0                       0          3429.985158712       -3429.92705510129        322.987378072265        324.856833198815      0.0390654650521781        3636.69914562737        12090596.3130623        5.53138016280837 
       1.04432432432432                    0.25      0.0299026706217996     0.00916278993897492    1.75076982540641E-08    5.67602881915164E-19    2.14519592543749E-08                       0                       0                       0                       0                       0                       0        3429.98499931776       -3429.92627380817        322.988547072298        324.879379972583      0.0390655006973243        3636.71563901258        12090594.4935639        5.52623988711685 
       1.04459459459459                    0.25      0.0299026977942461      0.0091627979431842    1.77074952295604E-08    5.85184435086339E-19     2.1697523050153E-08                       0                       0                       0                       0                       0                       0        3429.98483992351       -3429.92549251504        322.989716072332        324.901926746351      0.0390655363424705         3636.7321323978        12090592.6740655        5.52109961142533 
       1.04486486486486                    0.25      0.0299027249666925     0.00916280594739349    1.79072922050566E-08      6.027659882575E-19     2.1943086845931E-08                       0                       0                       0                       0                       0                       0        3429.98468052926       -3429.92471122192        322.990885072365        324.924473520119      0.0390655719876167        3636.74862578302         12090590.854567        5.51595933573381 
       1.04513513513514                    0.25       0.029902752139139     0.00916281395160278     1.8107089180553E-08    6.20347541428676E-19    2.21886506417091E-08                       0                       0                       0                       0                       0                       0        3429.98452113501        -3429.9239299288        322.992054072399        324.947020293888      0.0390656076327629        3636.76511916824        12090589.0350686        5.51081906004228 
       1.04540540540541                    0.25      0.0299027793115855     0.00916282195581206    1.83068861560491E-08    6.37929094599837E-19     2.2434214437487E-08                       0                       0                       0                       0                       0                       0        3429.98436174076       -3429.92314863568        322.993223072432        324.969567067656      0.0390656432779091        3636.78161255345        12090587.2155702        5.50567878435076 
       1.04567567567568                    0.25      0.0299028064840319     0.00916282996002134    1.85066831315455E-08    6.55510647771012E-19    2.26797782332651E-08                       0                       0                       0                       0                       0                       0        3429.98420234651       -3429.92236734256        322.994392072466        324.992113841424      0.0390656789230553        3636.79810593867        12090585.3960718        5.50053850865924 
       1.04594594594595                    0.25      0.0299028336564784     0.00916283796423063    1.87064801070416E-08    6.73092200942173E-19    2.29253420290431E-08                       0                       0                       0                       0                       0                       0        3429.98404295226       -3429.92158604944          322.9955610725        325.014660615192      0.0390657145682015        3636.81459932389        12090583.5765734        5.49539823296772 
       1.04621621621622                    0.25      0.0299028608289249     0.00916284596843992     1.8906277082538E-08    6.90673754113349E-19    2.31709058248212E-08                       0                       0                       0                       0                       0                       0        3429.98388355801       -3429.92080475632        322.996730072533         325.03720738896      0.0390657502133477        3636.83109270911         12090581.757075        5.49025795727619 
       1.04648648648649                    0.25      0.0299028880013713      0.0091628539726492    1.91060740580341E-08     7.0825530728451E-19    2.34164696205991E-08                       0                       0                       0                       0                       0                       0        3429.98372416377        -3429.9200234632        322.997899072567        325.059754162728      0.0390657858584939        3636.84758609432        12090579.9375766        5.48511768158467 
       1.04675675675676                    0.25      0.0299029151738178     0.00916286197685849    1.93058710335305E-08    7.25836860455685E-19    2.36620334163772E-08                       0                       0                       0                       0                       0                       0        3429.98356476952       -3429.91924217008          322.9990680726        325.082300936497      0.0390658215036401        3636.86407947954        12090578.1180781        5.47997740589315 
       1.04702702702703                    0.25      0.0299029423462642     0.00916286998106777    1.95056680090267E-08    7.43418413626846E-19    2.39075972121551E-08                       0                       0                       0                       0                       0                       0        3429.98340537527       -3429.91846087695        323.000237072634        325.104847710265      0.0390658571487864        3636.88057286476        12090576.2985797        5.47483713020163 
        1.0472972972973                    0.25      0.0299029695187107     0.00916287798527706     1.9705464984523E-08    7.60999966798021E-19    2.41531610079333E-08                       0                       0                       0                       0                       0                       0        3429.98324598102       -3429.91767958383        323.001406072667        325.127394484033      0.0390658927939326        3636.89706624998        12090574.4790813        5.46969685451011 
       1.04756756756757                    0.25      0.0299029966911572     0.00916288598948634    1.99052619600192E-08    7.78581519969182E-19    2.43987248037112E-08                       0                       0                       0                       0                       0                       0        3429.98308658677       -3429.91689829071        323.002575072701        325.149941257801      0.0390659284390788         3636.9135596352        12090572.6595829        5.46455657881859 
       1.04783783783784                    0.25      0.0299030238636036     0.00916289399369563    2.01050589355155E-08    7.96163073140358E-19    2.46442885994893E-08                       0                       0                       0                       0                       0                       0        3429.98292719252       -3429.91611699759        323.003744072734        325.172488031569       0.039065964084225        3636.93005302041        12090570.8400845        5.45941630312706 
       1.04810810810811                    0.25      0.0299030510360501     0.00916290199790491    2.03048559110117E-08    8.13744626311519E-19    2.48898523952672E-08                       0                       0                       0                       0                       0                       0        3429.98276779827       -3429.91533570447        323.004913072768        325.195034805338      0.0390659997293712        3636.94654640563        12090569.0205861        5.45427602743554 
       1.04837837837838                    0.25      0.0299030782084966      0.0091629100021142     2.0504652886508E-08    8.31326179482694E-19    2.51354161910454E-08                       0                       0                       0                       0                       0                       0        3429.98260840402       -3429.91455441135        323.006082072802        325.217581579106      0.0390660353745174        3636.96303979085        12090567.2010876        5.44913575174402 
       1.04864864864865                    0.25       0.029903105380943     0.00916291800632348    2.07044498620042E-08    8.48907732653855E-19    2.53809799868233E-08                       0                       0                       0                       0                       0                       0        3429.98244900978       -3429.91377311823        323.007251072835        325.240128352874      0.0390660710196636        3636.97953317607        12090565.3815892         5.4439954760525 
       1.04891891891892                    0.25      0.0299031325533895     0.00916292601053277    2.09042468375005E-08    8.66489285825031E-19    2.56265437826014E-08                       0                       0                       0                       0                       0                       0        3429.98228961553       -3429.91299182511        323.008420072869        325.262675126642      0.0390661066648098        3636.99602656129        12090563.5620908        5.43885520036097 
       1.04918918918919                    0.25       0.029903159725836     0.00916293401474205    2.11040438129967E-08    8.84070838996192E-19    2.58721075783793E-08                       0                       0                       0                       0                       0                       0        3429.98213022128       -3429.91221053199        323.009589072902         325.28522190041       0.039066142309956         3637.0125199465        12090561.7425924        5.43371492466945 
       1.04945945945946                    0.25      0.0299031868982824     0.00916294201895134     2.1303840788493E-08    9.01652392167368E-19    2.61176713741575E-08                       0                       0                       0                       0                       0                       0        3429.98197082703       -3429.91142923887        323.010758072936        325.307768674178      0.0390661779551022        3637.02901333172         12090559.923094        5.42857464897793 
       1.04972972972973                    0.25      0.0299032140707289     0.00916295002316062    2.15036377639892E-08    9.19233945338528E-19    2.63632351699354E-08                       0                       0                       0                       0                       0                       0        3429.98181143278       -3429.91064794574        323.011927072969        325.330315447947      0.0390662136002484        3637.04550671694        12090558.1035956        5.42343437328641 
                   1.05                    0.25      0.0299032412431754     0.00916295802736991    2.17034347394855E-08    9.36815498509704E-19    2.66087989657135E-08                       0                       0                       0                       0                       0                       0        3429.98165203853       -3429.90986665262        323.013096073003        325.352862221715      0.0390662492453946        3637.06200010216        12090556.2840972        5.41829409759488 
       1.05027027027027                    0.25      0.0299032684156218     0.00916296603157919    2.19032317149817E-08    9.54397051680865E-19    2.68543627614914E-08                       0                       0                       0                       0                       0                       0        3429.98149264428        -3429.9090853595        323.014265073036        325.375408995483      0.0390662848905408        3637.07849348737        12090554.4645987        5.41315382190336 
       1.05054054054054                    0.25      0.0299032955880683     0.00916297403578848    2.21030286904781E-08     9.7197860485204E-19    2.70999265572695E-08                       0                       0                       0                       0                       0                       0        3429.98133325003       -3429.90830406638         323.01543407307        325.397955769251       0.039066320535687        3637.09498687259        12090552.6451003        5.40801354621184 
       1.05081081081081                    0.25      0.0299033227605148     0.00916298203999776    2.23028256659742E-08    9.89560158023201E-19    2.73454903530475E-08                       0                       0                       0                       0                       0                       0        3429.98117385578       -3429.90752277326        323.016603073104        325.420502543019      0.0390663561808332        3637.11148025781        12090550.8256019        5.40287327052032 
       1.05108108108108                    0.25      0.0299033499329612     0.00916299004420705    2.25026226414706E-08    1.00714171119438E-18    2.75910541488256E-08                       0                       0                       0                       0                       0                       0        3429.98101446154       -3429.90674148014        323.017772073137        325.443049316788      0.0390663918259794        3637.12797364303        12090549.0061035         5.3977329948288 
       1.05135135135135                    0.25      0.0299033771054077     0.00916299804841633    2.27024196169667E-08    1.02472326436554E-18    2.78366179446035E-08                       0                       0                       0                       0                       0                       0        3429.98085506729       -3429.90596018702        323.018941073171        325.465596090556      0.0390664274711257        3637.14446702825        12090547.1866051        5.39259271913728 
       1.05162162162162                    0.25      0.0299034042778541     0.00916300605262562    2.29022165924631E-08    1.04230481753671E-18    2.80821817403816E-08                       0                       0                       0                       0                       0                       0        3429.98069567304        -3429.9051788939        323.020110073204        325.488142864324      0.0390664631162719        3637.16096041346        12090545.3671067        5.38745244344575 
       1.05189189189189                    0.25      0.0299034314503006      0.0091630140568349    2.31020135679593E-08    1.05988637070787E-18    2.83277455361596E-08                       0                       0                       0                       0                       0                       0        3429.98053627879       -3429.90439760078        323.021279073238        325.510689638092      0.0390664987614181        3637.17745379868        12090543.5476083        5.38231216775423 
       1.05216216216216                    0.25      0.0299034586227471     0.00916302206104419    2.33018105434556E-08    1.07746792387905E-18    2.85733093319377E-08                       0                       0                       0                       0                       0                       0        3429.98037688454       -3429.90361630765        323.022448073271         325.53323641186      0.0390665344065643         3637.1939471839        12090541.7281098        5.37717189206271 
       1.05243243243243                    0.25      0.0299034857951935     0.00916303006525347    2.35016075189518E-08    1.09504947705021E-18    2.88188731277156E-08                       0                       0                       0                       0                       0                       0        3429.98021749029       -3429.90283501453        323.023617073305        325.555783185628      0.0390665700517105        3637.21044056912        12090539.9086114        5.37203161637119 
        1.0527027027027                    0.25        0.02990351296764     0.00916303806946276    2.37014044944481E-08    1.11263103022139E-18    2.90644369234937E-08                       0                       0                       0                       0                       0                       0        3429.98005809604       -3429.90205372141        323.024786073338        325.578329959397      0.0390666056968567        3637.22693395433         12090538.089113        5.36689134067966 
       1.05297297297297                    0.25      0.0299035401400865     0.00916304607367204    2.39012014699443E-08    1.13021258339255E-18    2.93100007192717E-08                       0                       0                       0                       0                       0                       0        3429.97989870179       -3429.90127242829        323.025955073372        325.600876733165      0.0390666413420029        3637.24342733955        12090536.2696146        5.36175106498814 
       1.05324324324324                    0.25      0.0299035673125329     0.00916305407788133    2.41009984454406E-08    1.14779413656372E-18    2.95555645150498E-08                       0                       0                       0                       0                       0                       0        3429.97973930755       -3429.90049113517        323.027124073406        325.623423506933      0.0390666769871491        3637.25992072477        12090534.4501162        5.35661078929662 
       1.05351351351351                    0.25      0.0299035944849794     0.00916306208209061    2.43007954209368E-08    1.16537568973488E-18    2.98011283108277E-08                       0                       0                       0                       0                       0                       0         3429.9795799133       -3429.89970984205        323.028293073439        325.645970280701      0.0390667126322953        3637.27641410999        12090532.6306178         5.3514705136051 
       1.05378378378378                    0.25      0.0299036216574259      0.0091630700862999    2.45005923964331E-08    1.18295724290606E-18    3.00466921066058E-08                       0                       0                       0                       0                       0                       0        3429.97942051905       -3429.89892854893        323.029462073473        325.668517054469      0.0390667482774415        3637.29290749521        12090530.8111193        5.34633023791357 
       1.05405405405405                    0.25      0.0299036488298723     0.00916307809050918    2.47003893719295E-08    1.20053879607723E-18     3.0292255902384E-08                       0                       0                       0                       0                       0                       0         3429.9792611248       -3429.89814725581        323.030631073506        325.691063828238      0.0390667839225877        3637.30940088042        12090528.9916209        5.34118996222205 
       1.05432432432432                    0.25      0.0299036760023188     0.00916308609471847    2.49001863474256E-08     1.2181203492484E-18    3.05378196981619E-08                       0                       0                       0                       0                       0                       0        3429.97910173055       -3429.89736596269         323.03180007354        325.713610602006      0.0390668195677339        3637.32589426564        12090527.1721225        5.33604968653053 
       1.05459459459459                    0.25      0.0299037031747653     0.00916309409892775     2.5099983322922E-08    1.23570190241957E-18      3.078338349394E-08                       0                       0                       0                       0                       0                       0         3429.9789423363       -3429.89658466957        323.032969073573        325.736157375774      0.0390668552128801        3637.34238765086        12090525.3526241          5.330909410839 
       1.05486486486486                    0.25      0.0299037303472117     0.00916310210313704    2.52997802984181E-08    1.25328345559073E-18    3.10289472897179E-08                       0                       0                       0                       0                       0                       0        3429.97878294205       -3429.89580337644        323.034138073607        325.758704149542      0.0390668908580263        3637.35888103608        12090523.5331257        5.32576913514749 
       1.05513513513514                    0.25      0.0299037575196582     0.00916311010734632    2.54995772739145E-08    1.27086500876191E-18     3.1274511085496E-08                       0                       0                       0                       0                       0                       0         3429.9786235478       -3429.89502208332         323.03530707364         325.78125092331      0.0390669265031725        3637.37537442129        12090521.7136273        5.32062885945596 
       1.05540540540541                    0.25      0.0299037846921047     0.00916311811155561    2.56993742494106E-08    1.28844656193307E-18     3.1520074881274E-08                       0                       0                       0                       0                       0                       0        3429.97846415356        -3429.8942407902        323.036476073674        325.803797697078      0.0390669621483187        3637.39186780651        12090519.8941289        5.31548858376444 
       1.05567567567568                    0.25      0.0299038118645511     0.00916312611576489     2.5899171224907E-08    1.30602811510424E-18    3.17656386770521E-08                       0                       0                       0                       0                       0                       0        3429.97830475931       -3429.89345949708        323.037645073708        325.826344470847       0.039066997793465        3637.40836119173        12090518.0746304        5.31034830807292 
       1.05594594594595                    0.25      0.0299038390369976     0.00916313411997418    2.60989682004031E-08     1.3236096682754E-18      3.201120247283E-08                       0                       0                       0                       0                       0                       0        3429.97814536506       -3429.89267820396        323.038814073741        325.848891244615      0.0390670334386111        3637.42485457695         12090516.255132         5.3052080323814 
       1.05621621621622                    0.25       0.029903866209444     0.00916314212418346    2.62987651758995E-08    1.34119122144658E-18    3.22567662686081E-08                       0                       0                       0                       0                       0                       0        3429.97798597081       -3429.89189691084        323.039983073775        325.871438018383      0.0390670690837574        3637.44134796217        12090514.4356336        5.30006775668987 
       1.05648648648649                    0.25      0.0299038933818905     0.00916315012839275    2.64985621513957E-08    1.35877277461774E-18    3.25023300643861E-08                       0                       0                       0                       0                       0                       0        3429.97782657656       -3429.89111561772        323.041152073808        325.893984792151      0.0390671047289036        3637.45784134738        12090512.6161352        5.29492748099835 
       1.05675675675676                    0.25       0.029903920554337     0.00916315813260203     2.6698359126892E-08    1.37635432778892E-18    3.27478938601642E-08                       0                       0                       0                       0                       0                       0        3429.97766718231        -3429.8903343246        323.042321073842        325.916531565919      0.0390671403740498         3637.4743347326        12090510.7966368        5.28978720530683 
       1.05702702702703                    0.25      0.0299039477267834     0.00916316613681132    2.68981561023882E-08    1.39393588096008E-18    3.29934576559421E-08                       0                       0                       0                       0                       0                       0        3429.97750778806       -3429.88955303148        323.043490073875        325.939078339688       0.039067176019196        3637.49082811782        12090508.9771384        5.28464692961531 
        1.0572972972973                    0.25      0.0299039748992299      0.0091631741410206    2.70979530778845E-08    1.41151743413125E-18    3.32390214517202E-08                       0                       0                       0                       0                       0                       0        3429.97734839381       -3429.88877173835        323.044659073909        325.961625113456      0.0390672116643422        3637.50732150304          12090507.15764        5.27950665392378 
       1.05756756756757                    0.25      0.0299040020716764     0.00916318214522989    2.72977500533807E-08    1.42909898730241E-18    3.34845852474981E-08                       0                       0                       0                       0                       0                       0        3429.97718899957       -3429.88799044523        323.045828073942        325.984171887224      0.0390672473094884        3637.52381488825        12090505.3381415        5.27436637823226 
