  7.63122E-06  1.71118E+03  2.95392E+02  3.56119E+02
  1.54914E-05  1.71118E+03  2.95394E+02  3.76859E+02
  2.35873E-05  1.71118E+03  2.95396E+02  3.90585E+02
  3.19262E-05  1.71118E+03  2.95398E+02  4.01094E+02
  4.05152E-05  1.71118E+03  2.95400E+02  4.09716E+02
  4.93619E-05  1.71118E+03  2.95402E+02  4.17083E+02
  5.84739E-05  1.71118E+03  2.95404E+02  4.23550E+02
  6.78594E-05  1.71118E+03  2.95406E+02  4.29334E+02
  7.75264E-05  1.71118E+03  2.95409E+02  4.34581E+02
  8.74834E-05  1.71118E+03  2.95411E+02  4.39394E+02
  9.77391E-05  1.71118E+03  2.95413E+02  4.43846E+02
  1.08302E-04  1.71118E+03  2.95416E+02  4.47994E+02
  1.19183E-04  1.71117E+03  2.95418E+02  4.51880E+02
  1.30389E-04  1.71117E+03  2.95421E+02  4.55539E+02
  1.41932E-04  1.71117E+03  2.95424E+02  4.58997E+02
  1.53822E-04  1.71117E+03  2.95427E+02  4.62278E+02
  1.66067E-04  1.71117E+03  2.95429E+02  4.65400E+02
  1.78681E-04  1.71117E+03  2.95432E+02  4.68377E+02
  1.91672E-04  1.71117E+03  2.95436E+02  4.71224E+02
  2.05054E-04  1.71117E+03  2.95439E+02  4.73952E+02
  2.18837E-04  1.71117E+03  2.95442E+02  4.76570E+02
  2.33033E-04  1.71117E+03  2.95445E+02  4.79086E+02
  2.47655E-04  1.71117E+03  2.95449E+02  4.81508E+02
  2.62716E-04  1.71117E+03  2.95452E+02  4.83843E+02
  2.78229E-04  1.71117E+03  2.95456E+02  4.86095E+02
  2.94207E-04  1.71117E+03  2.95460E+02  4.88271E+02
  3.10664E-04  1.71117E+03  2.95464E+02  4.90374E+02
  3.27615E-04  1.71117E+03  2.95468E+02  4.92408E+02
  3.45075E-04  1.71117E+03  2.95472E+02  4.94378E+02
  3.63058E-04  1.71117E+03  2.95476E+02  4.96287E+02
  3.81581E-04  1.71117E+03  2.95480E+02  4.98137E+02
  4.00660E-04  1.71117E+03  2.95485E+02  4.99931E+02
  4.20311E-04  1.71117E+03  2.95490E+02  5.01672E+02
  4.40552E-04  1.71117E+03  2.95494E+02  5.03362E+02
  4.61399E-04  1.71117E+03  2.95499E+02  5.05004E+02
  4.82872E-04  1.71117E+03  2.95504E+02  5.06599E+02
  5.04990E-04  1.71117E+03  2.95509E+02  5.08149E+02
  5.27771E-04  1.71117E+03  2.95515E+02  5.09655E+02
  5.51235E-04  1.71117E+03  2.95520E+02  5.11120E+02
  5.75403E-04  1.71117E+03  2.95526E+02  5.12545E+02
  6.00297E-04  1.71117E+03  2.95532E+02  5.13931E+02
  6.25937E-04  1.71117E+03  2.95538E+02  5.15280E+02
  6.52346E-04  1.71117E+03  2.95544E+02  5.16592E+02
  6.79548E-04  1.71117E+03  2.95551E+02  5.17869E+02
  7.07565E-04  1.71117E+03  2.95557E+02  5.19112E+02
  7.36424E-04  1.71117E+03  2.95564E+02  5.20323E+02
  7.66147E-04  1.71117E+03  2.95571E+02  5.21501E+02
  7.96763E-04  1.71117E+03  2.95578E+02  5.22648E+02
  8.28297E-04  1.71117E+03  2.95586E+02  5.23766E+02
  8.60777E-04  1.71117E+03  2.95593E+02  5.24854E+02
  8.94232E-04  1.71117E+03  2.95601E+02  5.25913E+02
  9.28690E-04  1.71117E+03  2.95609E+02  5.26945E+02
  9.64182E-04  1.71117E+03  2.95618E+02  5.27950E+02
  1.00074E-03  1.71117E+03  2.95626E+02  5.28929E+02
  1.03839E-03  1.71117E+03  2.95635E+02  5.29882E+02
  1.07717E-03  1.71117E+03  2.95644E+02  5.30810E+02
  1.11712E-03  1.71117E+03  2.95654E+02  5.31715E+02
  1.15827E-03  1.71117E+03  2.95663E+02  5.32596E+02
  1.20065E-03  1.71117E+03  2.95673E+02  5.33453E+02
  1.24430E-03  1.71117E+03  2.95684E+02  5.34289E+02
  1.28926E-03  1.71117E+03  2.95694E+02  5.35103E+02
  1.33556E-03  1.71117E+03  2.95705E+02  5.35895E+02
  1.38326E-03  1.71117E+03  2.95716E+02  5.36667E+02
  1.43239E-03  1.71117E+03  2.95728E+02  5.37418E+02
  1.48300E-03  1.71117E+03  2.95740E+02  5.38150E+02
  1.53512E-03  1.71117E+03  2.95752E+02  5.38863E+02
  1.58880E-03  1.71117E+03  2.95765E+02  5.39557E+02
