      0.863636363636364                     0.1      0.0375159948303241       0.011495703824659    3.97230774826136E-18    6.44636764054313E-28    2.11851238952532E-18                       0                       0                       0                       0                       0                       0        3419.07089365712       -494.211710197317        389.485415337417        323.337484177772      0.0490116967099466        5519.67919974809        6360468.63530923        1.59547523494335        1.39609883990802 
      0.883838383838384                     0.1       0.038826414202845      0.0118972408694139     4.1532160717287E-18    1.81626711388376E-28    2.21497847576079E-18                       0                       0                       0                       0                       0                       0        3417.35456041189       -475.873944040086         401.30777930671        323.470819030276      0.0507236550722594        5882.47005644417        6357614.55716239        1.26892867496686        1.39609011280909 
      0.904040404040404                     0.1      0.0402841769532495      0.0123439377443191    4.35376178590698E-18    5.65140182774984E-26    2.32191033563851E-18                       0                       0                       0                       0                       0                       0        3415.53158018786       -456.100034566582        414.120054097926        323.643878336441      0.0526281140768547        6297.74833280332        6355198.32653658        1.00485647942881        1.39607815375011 
      0.924242424242424                     0.1      0.0418767846063826      0.0128319459299557    4.56979483097863E-18    1.07617766030906E-25    2.43709215576597E-18                       0                       0                       0                       0                       0                       0        3413.64006676178        -435.26793569485         427.61772079004        323.863481316714      0.0547087296879114        6763.97720736172        6353308.53439514       0.794346514108098        1.39606287150116 
      0.944444444444444                     0.1      0.0435574294141917      0.0133469301819863    4.79537418693654E-18    5.56013993225426E-26    2.55735564460743E-18                       0                       0                       0                       0                       0                       0        3411.71863285753       -413.890360517479        441.452714705039         324.12274239238      0.0569043594099119         7265.5749278884          6351850.751645       0.621635473062664        1.39604498229933 
      0.964646464646465                     0.1      0.0453155939534556      0.0138856691366223    5.02964427030701E-18    9.00112792442565E-28    2.68224097863192E-18                       0                       0                       0                       0                       0                       0        3409.78205743937       -392.152891019126        455.494742866534         324.42432392828      0.0592012640224063        7799.84231021172        6350832.24945382       0.482388670223763        1.39602427151085 
      0.984848484848485                     0.1      0.0471267752597498      0.0144406504244707    5.27205192301025E-18    1.62225641949732E-27    2.81145700456828E-18                       0                       0                       0                       0                       0                       0          3407.833639639       -370.174373146203        469.685560721954        324.754770879862      0.0615674242994775        8356.86860519855        6350143.57098442        0.36893793287314        1.39600160435666 
       1.00505050505051                     0.1      0.0490090951832982      0.0150174321109861    5.53605423006683E-18    1.57731980943019E-23    2.95216855807589E-18                       0                       0                       0                       0                       0                       0        3405.92033751801       -348.283507371606        483.720432450895        325.146314649417      0.0640265280203782         8947.8849827379        6350036.52053828       0.288009664545772        1.39597479388769 
       1.02525252525253                     0.1      0.0509373072271577      0.0156082802553221    5.80068024337838E-18    1.98407222448218E-23    3.09318599422103E-18                       0                       0                       0                       0                       0                       0        3404.07010131076       -326.794085135532        497.366093685747        325.601412403854      0.0665455876282991        9564.19639321044         6350431.7326274       0.228231640038073        1.39594320822788 
       1.04545454545455                     0.1      0.0528787707603753      0.0162031858956412    6.06550033897855E-18    1.19632498595669E-23    3.23428488157229E-18                       0                       0                       0                       0                       0                       0        3402.28620816638       -305.832869940526        510.580639965776         326.10525264891      0.0690819551459267        10192.4195355572        6351176.23393893       0.181703767597067        1.39590795606699 
       1.06565656565657                     0.1      0.0548213764875228      0.0167984389767428    6.33351787175556E-18    9.24441232669403E-26    3.37705839391824E-18                       0                       0                       0                       0                       0                       0        3400.57627830437       -285.511136508149        523.304668562846        326.657831468938      0.0716198121953999        10828.2822454506        6352239.02613544        0.14578701115072        1.39586907983075 
       1.08585858585859                     0.1      0.0567591261297337       0.017392209499382    6.61153132219359E-18     4.9170733797554E-28    3.52514280293535E-18                       0                       0                       0                       0                       0                       0        3398.92253481511       -265.700659557774        535.653116136157        327.243115388394      0.0741513308701373        11468.0929445955        6353536.97456509       0.117364174177696        1.39582787421126 
       1.10606060606061                     0.1      0.0586768528788866      0.0179798442598185    6.88281123658853E-18    1.10182308961904E-28    3.66956840883071E-18                       0                       0                       0                       0                       0                       0        3397.37460826408       -246.929709830604        547.240163210727        327.892897867665      0.0766566977599088        12109.3326439619        6355143.79176223      0.0970772571300734        1.39578176242417 
       1.12626262626263                     0.1      0.0605643782044168      0.0185582203673523    7.14671825477115E-18    1.05107394056544E-29    3.80999903410137E-18                       0                       0                       0                       0                       0                       0        3395.92956023695        -229.20583475029        558.063889952893        328.605573999084      0.0791226001857271        12746.5860158641        6356960.10733964      0.0817874225652582        1.39573082745046 
       1.14646464646465                     0.1      0.0624148336641239       0.019125238689534    7.40501935243607E-18    1.68990646756023E-29    3.94739961951649E-18                       0                       0                       0                       0                       0                       0        3394.56962622405       -212.353506726661        568.267673739485        329.363018390505      0.0815400735541415        13375.2574575669        6358896.59048848      0.0695890837748791        1.39567592953901 
       1.16666666666667                     0.1      0.0642212046698953      0.0196787507197734    7.65813576807273E-18    1.61886884049968E-28    4.08199129574073E-18                       0                       0                       0                       0                       0                       0        3393.29645877727       -196.388863125616        577.853455301225        330.163326267449       0.083899954108313        13992.5046580795        6360931.53223503      0.0598632344821283         1.3956172647456 
       1.18686868686869                     0.1      0.0659906405654601      0.0202209467903422    7.91051987816622E-18    3.21491644147649E-28    4.21618263338848E-18                       0                       0                       0                       0                       0                       0        3392.09064618237       -181.105428302712        586.974992107331        330.991606322003      0.0862115766383595        14599.7983253294        6363042.89164485      0.0518556045676167        1.39555684240261 
       1.20707070707071                     0.1      0.0676907734459666      0.0207418975222884    8.16247041240618E-18    3.30815815112206E-28    4.34999319359543E-18                       0                       0                       0                       0                       0                       0        3390.98991577521       -166.961610669087        595.348613180634        331.872196220805      0.0884326648020488         15187.638170277        6365232.58335463      0.0457549417409868        1.39549164669794 
       1.22727272727273                     0.1      0.0693227446276524      0.0212419704373214    8.40742122725728E-18     1.7812750884007E-28    4.47994920825239E-18                       0                       0                       0                       0                       0                       0        3389.98142195257       -153.844801940454        603.055047781907        332.801784083327       0.090564714982079        15755.1678893588         6367447.9246609      0.0408985916637877        1.39542229012106 
       1.24747474747475                     0.1      0.0708980439218974      0.0217246787472281    8.64548952850293E-18    1.26144120162221E-29    4.60618258434137E-18                       0                       0                       0                       0                       0                       0        3389.03995726612       -141.501194981325        610.269309136125        333.764289394491      0.0926227271404771        16305.1091848508        6369657.64507855      0.0368253298028652        1.39534968070745 
       1.26767676767677                     0.1      0.0724155538929336      0.0221896764989018    8.87776796452921E-18    6.38303936971715E-29    4.72927063932778E-18                       0                       0                       0                       0                       0                       0         3388.1620436005       -129.900385658402        617.017606722201        334.757607000016      0.0946052342429775        16836.8486779531         6371850.4373593      0.0334000960119301        1.39527381847249 
       1.28787878787879                     0.1      0.0738926123485817      0.0226422741041397    9.11115454496012E-18    3.54914827624078E-28    4.85291299529882E-18                       0                       0                       0                       0                       0                       0        3387.32891620324       -118.818897455983        623.440833487852        335.770523457395      0.0965348859164114        17355.9671629181        6374036.15884283       0.030425984921832        1.39519602354538 
       1.30808080808081                     0.1      0.0752886094480755      0.0230700391646624    9.33443371766929E-18    8.33216377232012E-28    4.97097286009128E-18                       0                       0                       0                       0                       0                       0        3386.57641125955        -108.64109290561        629.297491759493        336.819056421109      0.0983586575953799         17848.737622827        6376174.39825362      0.0280239318633327         1.3951149440926 
       1.32828282828283                     0.1      0.0766041660547997      0.0234731568881006     9.5477202614935E-18    7.48040057917062E-28    5.08357544345966E-18                       0                       0                       0                       0                       0                       0        3385.89543054478       -99.2883136864603        634.639143680345        337.899859717746       0.100077337803119        18314.6238311973        6378240.17244572      0.0260326867171079        1.39502992652437 
       1.34848484848485                     0.1      0.0778578547646362      0.0238573152842953    9.75831043369067E-18     1.3468327897366E-27    5.19472051028225E-18                       0                       0                       0                       0                       0                       0        3385.26584790931       -90.5334264345069        639.610577317107        339.000971045456       0.101715194016651        18759.5382100795        6380240.55688275      0.0243062143932767        1.39494275804269 
       1.36868686868687                     0.1      0.0790504652159264       0.024222756258881    9.96514547809222E-18    2.01848604711154E-27    5.30380029584155E-18                       0                       0                       0                       0                       0                       0        3384.68426712998       -82.3498111335431        644.233481554662        340.120623264344       0.103273256326746        19183.6260519027        6382171.30950022      0.0228068744421918        1.39485343865652 
       1.38888888888889                     0.1       0.080203536052933      0.0245760806108529    1.01625725456814E-17    2.05210475300268E-27     5.4077738559249E-18                       0                       0                       0                       0                       0                       0        3384.13377441671       -74.5540898311268        648.621527426722        341.250304631733       0.104779663434493        19594.2684566487         6384057.0113938      0.0214643062181222        1.39476213878002 
       1.40909090909091                     0.1      0.0812772329907725       0.024905086422682    1.03432299285293E-17    2.52162878381701E-27    5.50244332257931E-18                       0                       0                       0                       0                       0                       0        3383.63845809574       -67.4525028426319        652.613411334105        342.400418298242       0.106182310718411        19978.0497255531        6385853.90279917      0.0203368409289577        1.39466841275742 
       1.42929292929293                     0.1      0.0822710593440313      0.0252096167082147    1.05255031059726E-17    8.80064712420912E-26    5.59761159524558E-18                       0                       0                       0                       0                       0                       0        3383.19393914328       -60.9912336443047        656.236359300016        343.570689868432       0.107480640042818        20334.4080628312        6387552.55275319      0.0193771686160303        1.39457136885979 
       1.44949494949495                     0.1       0.083206621412673      0.0254962909613109    1.07043355254967E-17    1.48361579202783E-25    5.69066649247558E-18                       0                       0                       0                       0                       0                       0        3382.78551699398       -54.9807798042322        659.593296598673        344.752793984114       0.108702906084818        20670.4154996699        6389170.51531894      0.0185285291440501        1.39447236440286 
       1.46969696969697                     0.1      0.0840852336174222      0.0257655145846986    1.08743772627927E-17    1.54716293308157E-25    5.77884986886935E-18                       0                       0                       0                       0                       0                       0        3382.41159732633       -49.3989085462787        662.693198148887        345.945731353257       0.109850793274125         20986.289946889        6390703.52359709      0.0161484207832954        1.39437159022366 
       1.48989898989899                     0.1      0.0849274709989469      0.0260235999401719    1.10344540486639E-17    7.56590993471966E-26    5.86182786590165E-18                       0                       0                       0                       0                       0                       0        3382.06096044191       -44.0962889943655         665.62108935883        347.142526328012       0.110951097630428        21289.2578740366        6392181.52399554     0.00874054470124177        1.39426989579454 
       1.51010101010101                     0.1      0.0856976807434576      0.0262596078584696    1.11923355968537E-17    6.84339023304761E-26    5.94340139071817E-18                       0                       0                       0                       0                       0                       0        3381.75111983183       -39.3116316540287        668.244500546491        348.351161122524       0.111957297994034        21566.6100772805        6393547.66366718      0.0148158135032401         1.3941656841597 
       1.53030303030303                     0.1      0.0863973111318748      0.0264739879301182    1.13460454224892E-17    3.51155968525886E-26    6.02194750719139E-18                       0                       0                       0                       0                       0                       0        3381.47686037525       -35.0154907586782        670.588028817504        349.573530480434       0.112871317353835        21818.7818240373        6394800.82499036      0.0160185056145524        1.39405881724993 
       1.55050505050505                     0.1      0.0870478526607901      0.0266733251183855     1.1496551741645E-17    6.24742050851504E-25    6.09811602307357E-18                       0                       0                       0                       0                       0                       0        3381.22665474887       -31.0551373956556        672.742074916304        350.803272263073       0.113721188789284        22053.4284862244        6395974.30052934      0.0155736594938277        1.39395051964131 
       1.57070707070707                     0.1      0.0876511066607771      0.0268581729932978    1.16420016478155E-17    1.32123919706513E-24    6.17103662732628E-18                       0                       0                       0                       0                       0                       0        3380.99885914315       -27.4137966053238        674.718866150332        352.039957834023       0.114509263516493           22271.2084819        6397071.00144086      0.0151767717436101        1.39384056351917 
       1.59090909090909                     0.1      0.0882245873506681      0.0270339032643353    1.17817794168052E-17    1.34159805237626E-24    6.24081862567469E-18                       0                       0                       0                       0                       0                       0        3380.78521910902       -23.9778361473365         676.58409444286        353.277262290461       0.115258461066406        22478.4917059363        6398122.24971659      0.0148115316362942        1.39372915210993 
       1.61111111111111                     0.1      0.0887390795996775      0.0271915525772058    1.19251699419144E-17    5.92493192161151E-25    6.31222671428334E-18                       0                       0                       0                       0                       0                       0        3380.59904048427       -20.9233392058035        678.237663402309        354.522981844916       0.115930659744088        22664.6579785903        6399077.72576877      0.0144981045428772        1.39361620896548 
       1.63131313131313                     0.1       0.089196498786583      0.0273317141342928    1.20620747453814E-17    1.58147351818852E-26    6.38009006506788E-18                       0                       0                       0                       0                       0                       0        3380.43791919776       -18.2258826901802        679.691400543508        355.780313466503       0.116528224552175        22830.2256117908        6399935.58558238      0.0142292988837217        1.39350049660491 
       1.65151515151515                     0.1      0.0896155914490901      0.0274601336336474    1.21891249372157E-17    2.04565481859899E-28    6.44242474208212E-18                       0                       0                       0                       0                       0                       0        3380.29342451119       -15.7658034264787         681.01210474619        357.043538294859       0.117075707911473        22981.9384813845        6400727.16182513      0.0139894699608735        1.39338294828833 
       1.67171717171717                     0.1      0.0899983277557788      0.0275774144608695    1.23076727328432E-17     1.7064532184924E-29    6.49941415810672E-18                       0                       0                       0                       0                       0                       0        3380.16414075054       -13.5285917210373        682.207936110282        358.312735164416       0.117575706457887           23120.4847999        6401455.07669985      0.0137760179733208        1.39326366985796 
       1.69191919191919                     0.1      0.0903579657376425      0.0276876156221308    1.24277970398431E-17    4.49126792994728E-29     6.5559283037698E-18                       0                       0                       0                       0                       0                       0        3380.04400838546       -11.4334786219185        683.323357933048        359.582126070808       0.118045552054835        23250.6725511245        6402143.40009424      0.0135799681130404        1.39314415740481 
       1.71212121212121                     0.1      0.0906739132367729      0.0277844279430239     1.2535146222317E-17    2.36039637584035E-28    6.60453513305764E-18                       0                       0                       0                       0                       0                       0        3379.94244029366       -9.60211455355008        684.291990898343        360.858860539356       0.118458324871439        23364.9764145002        6402752.79556593      0.0134128842930215        1.39302158743743 
       1.73232323232323                     0.1      0.0909491207057303      0.0278687556679385    1.26373209082103E-17    1.33197755063161E-26    6.64973855461507E-18                       0                       0                       0                       0                       0                       0        3379.85536315521       -8.01451511617123        685.127376305784        362.145525019555       0.118817891434634        23464.4652810753         6403287.2074985      0.0132707763474389        1.39289682048451 
       1.75252525252525                     0.1      0.0911978832494566      0.0279449823979764    1.27349261436873E-17    3.07869302703654E-26    6.69280742462513E-18                       0                       0                       0                       0                       0                       0        3379.77780069868       -6.58523522768839        685.877147410808        363.435495894027         0.1191428959421        23554.3451428358         6403772.5804992      0.0131445456375272        1.39277049842497 
       1.77272727272727                     0.1      0.0914219809874932      0.0280136526139437     1.2828091575693E-17    2.31490769923471E-24    6.73435951686867E-18                       0                       0                       0                       0                       0                       0        3379.70931351853       -5.30315077874339        686.547847479639        364.727847227715       0.119435652562427        23635.2633554499        6404212.11433047       0.013032727123631         1.3926426450955 
       1.79292929292929                     0.1      0.0916302080748037      0.0280774574833579    1.29194114123788E-17    1.13828217460565E-23    6.77547064322045E-18                       0                       0                       0                       0                       0                       0        3379.64718623888       -4.11629429707621        687.167671322991        366.018264580111       0.119707661423409        23710.4302177025        6404622.89237867      0.0129303426925854        1.39251458154491 
       1.81313131313131                     0.1      0.0918096100729199      0.0281324298619738    1.30026028455385E-17    1.18181866390443E-23    6.81301889109491E-18                       0                       0                       0                       0                       0                       0        3379.59427069257       -3.09857403111759        687.696280590001        367.312953589844       0.119942049955209        23775.1075619069         6404980.0727207      0.0128439167726257        1.39238417638598 
       1.83333333333333                     0.1      0.0919629548385897      0.0281794193203161    1.30782220663268E-17    5.12432586409752E-24      6.847593545284E-18                       0                       0                       0                       0                       0                       0        3379.55067837903       -2.23192280709716         688.14305158502        368.615487730827       0.120142389722225        23830.2744516789        6405286.57122575      0.0127713204553959        1.39225175903556 
       1.85353535353535                     0.1      0.0920997418485613      0.0282213346569498    1.31502889118118E-17    3.62436135110193E-25    6.88062021829312E-18                       0                       0                       0                       0                       0                       0        3379.51277100783       -1.46081765204185        688.538087777743        369.920998235938        0.12032108859224        23879.4020810501        6405561.82907525      0.0127074263674069        1.39211749029209 
       1.87373737373737                     0.1      0.0922213297967288      0.0282585920313659    1.32169848230702E-17    2.03410133842323E-26     6.9112986476355E-18                       0                       0                       0                       0                       0                       0         3379.4798542215      -0.777034295572032        688.885728947769        371.228437311803        0.12047992212177        23922.9827214066        6405808.29039967      0.0126514150286439         1.3919815661999 
       1.89393939393939                     0.1      0.0923330261866687      0.0282928185663024    1.32742895654248E-17    3.25775261002445E-27    6.93553276442178E-18                       0                       0                       0                       0                       0                       0        3379.45022282569      -0.149756934980137        689.202368780142        372.535922470372       0.120625827745492        23962.9544706951        6406035.61148641      0.0126005778744862        1.39184567166843 
       1.91414141414141                     0.1      0.0924276926558426      0.0283218236247004    1.33415988013769E-17    7.70805770769335E-25     6.9677508929332E-18                       0                       0                       0                       0                       0                       0        3379.42661336655        0.38023269785965        689.465985617506        373.841658989232       0.120749545458572        23996.6875021596        6406228.22232245      0.0125583352254286        1.39170756868047 
       1.93434343434343                     0.1      0.0925075096266072      0.0283462831734856    1.33998368963814E-17    1.06813970940439E-24    7.00032794524198E-18                       0                       0                       0                       0                       0                       0        3379.40696572087       0.825088373508435        689.683899684306        375.144597817294       0.120853788203893        24024.9949568695        6406391.60212442      0.0125233736035083        1.39156839960152 
       1.95454545454545                     0.1      0.0925780696697386      0.0283679044573984    1.34533336348452E-17    5.64530649394679E-23    7.03319436779039E-18                       0                       0                       0                       0                       0                       0         3379.3899977598         1.2168368159401         689.87352211522        376.442496013765       0.120945960595268        24049.9262962647        6406536.16239025       0.012492912601798        1.39142870098693 
       1.97474747474747                     0.1      0.0926402427082104      0.0283869547868252    1.35068709400049E-17    1.68059290734072E-22    7.06838108248186E-18                       0                       0                       0                       0                       0                       0        3379.37558471593        1.56039620761021        690.037737381461        377.734758905058       0.121027210985958        24071.8037338875        6406663.43618979      0.0124664826467054         1.3912883722958 
        1.9949494949495                     0.1      0.0926969552626975      0.0284043361605698    1.35691325370641E-17    2.82559594170943E-22    7.10811653814474E-18                       0                       0                       0                       0                       0                       0        3379.36281437838        1.87241580344221        690.185608943477        379.023085057675       0.121101314184493        24091.7019376726        6406779.91840283      0.0124426751740699        1.39114729659325 
       2.01515151515152                     0.1      0.0927444998681463      0.0284189042864692    1.36165272688894E-17    1.74543155953317E-22    7.14472555545556E-18                       0                       0                       0                       0                       0                       0        3379.35285419409        2.13184776727725        690.306184619165        380.305393365404       0.121163434946702        24108.2684065701        6406877.95730898      0.0124231552774631         1.3910062210258 
       2.03535353535354                     0.1      0.0927841950553166      0.0284310666415084    1.36560876765463E-17    6.15261022292282E-23    7.18404315849997E-18                       0                       0                       0                       0                       0                       0        3379.34524383887        2.34639129919732        690.403218687467        381.579896563242       0.121215301922981        24121.9772348424        6406960.30187689      0.0124072866847375        1.39086391134903 
       2.05555555555556                     0.1      0.0928190708452822       0.028441752122139    1.36965947767457E-17    2.32727908748119E-21    7.22802025012061E-18                       0                       0                       0                       0                       0                       0        3379.33895158052         2.5334140243939        690.485754603381        382.846809903676        0.12126085019993        24133.9277610557        6407033.00350819      0.0123936656128544        1.39072143789538 
       2.07575757575758                     0.1      0.0928496246990747      0.0284511141047451    1.37408644608858E-17    5.81189852531655E-21    7.27739235436492E-18                       0                       0                       0                       0                       0                       0        3379.33374963438        2.69584408590218        690.555269214912        384.105682556412       0.121300735989376        24144.2999508186        6407096.72879691      0.0123820578597388        1.39057894878346 
        2.0959595959596                     0.1      0.0928773811865348      0.0284596224698029     1.3787733302838E-17     5.8118888497896E-21    7.32865340268377E-18                       0                       0                       0                       0                       0                       0        3379.32918191698        2.84234906071349        690.616228785796        385.361054511899       0.121337000837963        24153.6480228075        6407154.05848802      0.0123717662390419         1.3904358874652 
       2.11616161616162                     0.1      0.0929005151187429      0.0284667121328407    1.38301993437423E-17    1.16235982448446E-21    7.38209024397859E-18                       0                       0                       0                       0                       0                       0        3379.32631766524        2.96303651204362        690.663637054277        386.602999015854       0.121367214752339        24161.3197783743        6407202.23359076      0.0123635684114602        1.39029354542841 
       2.13636363636364                     0.1      0.0929197111218225      0.0284725901590498    1.38700850342253E-17    3.56343235131733E-26    7.43916964068144E-18                       0                       0                       0                       0                       0                       0        3379.32353511828        3.06193377047335        690.699925017052        387.829806830359       0.121392288453113        24167.5820600963         6407242.5391719      0.0123571083786669        1.39015092123679 
       2.15656565656566                     0.1      0.0929364941791528      0.0284777312738269    1.39099489097616E-17    2.17684348700446E-25    7.49856928610972E-18                       0                       0                       0                       0                       0                       0        3379.32149573891        3.14761028120164        690.729462366082        389.045295985004       0.121414210059446        24172.9809851238        6407278.26773224      0.0123516942852125          1.390008596849 
       2.17676767676768                     0.1       0.092951125712983      0.0284822154022049    1.39498295259432E-17    2.62156718360745E-22    7.56070336399497E-18                       0                       0                       0                       0                       0                       0        3379.32044364844        3.22144310755586        690.752965103027        390.249361779189       0.121433321296281        24177.6080829535        6407309.73037213      0.0123472144099911        1.38986684996778 
        2.1969696969697                     0.1      0.0929643974740628      0.0284862771100409    1.39901223967798E-17    1.53049056194477E-21    7.62417458161401E-18                       0                       0                       0                       0                       0                       0        3379.31980364595        3.28767299234912        690.772724537768        391.447814038569       0.121450649219215        24181.7483114875        6407337.99520855      0.0123433363818891        1.38972545246105 
       2.21717171717172                     0.1      0.0929754345114309      0.0284896591958767    1.40197195637997E-17    1.54239335365736E-21    7.68620074179347E-18                       0                       0                       0                       0                       0                       0         3379.3191527845        3.34138948891426        690.786285862132        392.628253866422       0.121465072228444          24185.09422575        6407361.68252889      0.0123404057664346        1.38958414515488 
       2.23737373737374                     0.1      0.0929845756091232      0.0284924645735983    1.40428844454392E-17    6.12115101182738E-22    7.75192884990458E-18                       0                       0                       0                       0                       0                       0        3379.31913131321        3.38444771830911        690.794489501494        393.786638099726       0.121477048125669        24187.7597893465        6407380.87995614      0.0123383066999124         1.3894443657901 
       2.25757575757576                     0.1      0.0929925996198723      0.0284949233447081    1.40622253220268E-17    9.14546208551482E-24     7.8217828927501E-18                       0                       0                       0                       0                       0                       0        3379.31960886278        3.42119244613804        690.799502269663        394.929249202204       0.121487531491664        24190.0236378881        6407397.94433287      0.0123367013551508        1.38930584514513 
