       2.27777777777778                     0.1      0.0929996346551869       0.028497075109423     1.4077892904853E-17    1.21116574773556E-25     7.8957202448809E-18                       0                       0                       0                       0                       0                       0        3379.32032518181        3.45237290882363        690.801648261619        396.057295218747       0.121496693786838        24191.9295083479         6407413.0756506      0.0123355361837736        1.38916832651153 
        2.2979797979798                     0.1        0.09300606588456      0.0284990475560942    1.40890622652585E-17    3.11401347548398E-27    7.96733728664029E-18                       0                       0                       0                       0                       0                       0        3379.32041210295        3.48013271653753        690.801858764335        397.177791889135       0.121505147455614        24193.6091290443        6407426.05257006      0.0123346580594898        1.38903102461899 
       2.31818181818182                     0.1      0.0930114140262342      0.0285006919469561     1.4103277328151E-17    9.56353268196615E-26     8.0429730840621E-18                       0                       0                       0                       0                       0                       0        3379.32119335124        3.50208413568023         690.79913161525        398.280631695769       0.121512152489298        24194.9064800866        6407436.67398439      0.0123342384504466        1.38889466592461 
       2.33838383838384                     0.1      0.0930158199794949      0.0285020432408015    1.41180196487641E-17    1.53562707698823E-25    8.12747451793079E-18                       0                       0                       0                       0                       0                       0        3379.32202893158        3.51891567105693        690.794363751809        399.366266916853       0.121517898359835        24195.8834648139        6407445.65043882      0.0123341630527379        1.38875980612609 
       2.35858585858586                     0.1      0.0930196652365228      0.0285032200939131    1.41335967144911E-17     9.3941590586952E-26    8.21788486546885E-18                       0                       0                       0                       0                       0                       0         3379.3229079713        3.53279361179863        690.788370010898        400.439702029804       0.121522900440267        24196.6746729607        6407453.60487589       0.012334289984361         1.3886253334277 
       2.37878787878788                     0.1      0.0930229979634478      0.0285042387674946    1.41513966610041E-17    2.04637608856926E-24    8.31516844008712E-18                       0                       0                       0                       0                       0                       0        3379.32373268081        3.54406170190062         690.78119107078        401.501306999813       0.121527241820545        24197.2940756694        6407460.60378004      0.0123346107408852        1.38849130912409 
        2.3989898989899                     0.1      0.0930259912125363       0.028505156526165    1.41733912379155E-17    5.08822449008199E-24    8.41438407000929E-18                       0                       0                       0                       0                       0                       0         3379.3245139291        3.55373406176618        690.773253244914        402.557588223846        0.12153118403578        24197.7956464527        6407467.40322864      0.0123350685007043         1.3883580975418 
       2.41919191919192                     0.1      0.0930284480511348      0.0285059041727178    1.41977865539907E-17    5.25495328251624E-24    8.52301700051509E-18                       0                       0                       0                       0                       0                       0         3379.3253386386        3.56051983166956        690.763959160614        403.597630155661       0.121534363358863        24198.1071240242        6407472.69168466      0.0123357334164066        1.38822570182716 
       2.43939393939394                     0.1       0.093030393805387      0.0285065028889014     1.4223521308451E-17    2.61291548405074E-22    8.64614167858774E-18                       0                       0                       0                       0                       0                       0        3379.32688491203        3.56449270249485        690.753199773852        404.623054881693       0.121536904063985        24198.2327857016        6407477.11315478      0.0123366255385895        1.38809427527561 
       2.45959595959596                     0.1      0.0930321528246699      0.0285070432087388    1.42551351567375E-17    5.18897061019189E-22    8.79741001117451E-18                       0                       0                       0                       0                       0                       0        3379.32818703935        3.56665900138761        690.740167297146        405.756765278702        0.12153919578665        24198.2319826761        6407480.97911192      0.0123377884934819        1.38794791872449 
       2.47979797979798                     0.1      0.0930336602396526      0.0285075035365514    1.42889170357257E-17    2.62973755227688E-22    8.95522746714407E-18                       0                       0                       0                       0                       0                       0        3379.32916360185        3.56754008576632        690.726718724796        406.874802686857       0.121541155124199        24198.1544688467        6407484.17856103      0.0111050619170855        1.38780277619959 
                    2.5                     0.1      0.0930346141550314      0.0285077954067522    1.43123079406549E-17    7.36829123448697E-24    9.05894556695053E-18                       0                       0                       0                       0                       0                       0         3379.3306826372        3.56799276570515        690.717745037242        407.610514368387        0.12154242524293        24198.0935019772         6407486.4450429     0.00616992735880582        1.38770696953554 
