VARIABLES = "X"
 "Y"
 "rho_N2"
 "rho_O2"
 "rho_NO"
 "rho_N"
 "rho_O"
 "rho_NOp"
 "rho_N2p"
 "rho_O2p"
 "rho_Np"
 "rho_Op"
 "rho_e"
 "U"
 "V"
 "T"
 "Tv"
 "rho"
 "P"
 "H"
 "tau"
 "gamma"
ZONE
DT=(DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE)
                   0.08      0.0416666666666667    0.000116416248153955    3.34784277353013E-05    8.76401951689124E-07    9.50752709684254E-08    1.55489037026419E-06                       0                       0                       0                       0                       0                       0        5764.59784438345        998.411729389311        4351.75305685898        2037.92578946741    0.000152420972904358        193.018492897044        21977658.3233019     0.00142300671221362        1.24293982895985 
                   0.08      0.0415151515151515    0.000114955809177534    3.30065929523624E-05    8.89680071394401E-07     9.5997907462126E-08    1.57839152924499E-06                       0                       0                       0                       0                       0                       0        5743.61260204329        992.870410902514        4391.28403950061        2070.09055731831    0.000150526393095019         192.47986098518        21903812.1779175     0.00138764179696159        1.24229311204344 
                   0.08      0.0413636363636364    0.000113699791054566    3.25986242381159E-05    9.02198812941167E-07    9.67156155374111E-08    1.60034531965863E-06                       0                       0                       0                       0                       0                       0        5720.12757048091        987.142353559525        4429.78335583285         2100.4356366749    0.000148897609350018        192.048532722491        21816461.8905272     0.00135761832127003        1.24179053644068 
                   0.08      0.0412121212121212    0.000112453699659045     3.2193951241209E-05    9.14596019343649E-07    9.74145596700911E-08    1.62205923874578E-06                       0                       0                       0                       0                       0                       0        5696.55175035884        981.435516389753        4468.25890470408        2130.56225174565    0.000147281673483248        191.626543582213        21728591.6797142     0.00132744447893884        1.24129312674431 
                   0.08      0.0410606060606061    0.000111207608263524    3.17892782443022E-05    9.26993225746131E-07    9.81135038027711E-08    1.64377315783292E-06                       0                       0                       0                       0                       0                       0        5672.97593023678        975.728679219982        4506.73445357531        2160.68886681641    0.000145665737616478        191.204554441935        21640721.4689013     0.00129727063660766        1.24079571704793 
                   0.08      0.0409090909090909    0.000109961516868003    3.13846052473953E-05    9.39390432148613E-07    9.88124479354511E-08    1.66548707692007E-06                       0                       0                       0                       0                       0                       0        5649.40011011471         970.02184205021        4545.21000244654        2190.81548188716    0.000144049801749708        190.782565301657        21552851.2580883     0.00126709679427648        1.24029830735156 
                   0.08      0.0407575757575758    0.000108704985765413    3.09763204488541E-05    9.51978663865537E-07    9.95367085839838E-08    1.68757555419737E-06                       0                       0                       0                       0                       0                       0        5625.86290888454        964.259359398751        4583.66330621684         2221.2332092471    0.000142420394750395        190.346786687449        21465252.6327107     0.00123743435050329          1.239796902638 
                   0.08      0.0406060606060606    0.000107623226683775    3.06230202820244E-05    9.63744778993019E-07    1.00047319628941E-07    1.70799177186814E-06                       0                       0                       0                       0                       0                       0        5599.48700107872        958.155280173043        4620.68058021007        2249.04413685866      0.0001410180279753        189.990104577229        21362491.7790418     0.00121269563666929        1.23941727998686 
                   0.08      0.0404545454545455    0.000106553120221038    3.02737066484468E-05    9.75316099480779E-07    1.00531770258667E-07    1.72802797812128E-06                       0                       0                       0                       0                       0                       0        5572.97357392276        952.074640616905        4657.66244261086        2276.49199826868    0.000139630694849812         189.64394671931        21258962.9919518     0.00118778246871058         1.2390437497006 
                   0.08      0.0403030303030303    0.000105483013758301    2.99243930148692E-05     9.8688741996854E-07    1.01016220888393E-07    1.74806418437443E-06                       0                       0                       0                       0                       0                       0         5546.4601467668        945.994001060766        4694.64430501165        2303.93985967871    0.000138243361724324         189.29778886139        21155434.2048618     0.00116286930075188        1.23867021941433 
                   0.08      0.0401515151515151    0.000104412907295564    2.95750793812916E-05    9.98458740456301E-07    1.01500671518119E-07    1.76810039062758E-06                       0                       0                       0                       0                       0                       0        5519.94671961084        939.913361504628        4731.62616741245        2331.38772108874    0.000136856028598837         188.95163100347        21051905.4177719     0.00113795613279317        1.23829668912807 
                   0.08                    0.04     0.00010335510946605    2.92291672050183E-05    1.01018008481841E-06    1.01984357492223E-07    1.78841190470285E-06                       0                       0                       0                       0                       0                       0        5493.03074791468        933.706936067771         4768.2905855198        2358.76073140208     0.00013548483605968        188.601209413513        20946355.5829233     0.00111419228147246        1.23793404391663 
                   0.08      0.0398484848484848    0.000102419509196467    2.89221449221312E-05    1.02113835098821E-06    1.02291586558537E-07    1.80717490812294E-06                       0                       0                       0                       0                       0                       0        5463.70333949543        927.190193043258        4803.53983669594        2383.39497376664    0.000134272239512726        188.304021743557        20828207.6842174      0.0010935317486549         1.2376514379593 
                   0.08      0.0396969696969697    0.000101491520584252     2.8617793151399E-05    1.03193857978058E-06     1.0258049815176E-07    1.82563339019714E-06                       0                       0                       0                       0                       0                       0        5434.26952364283        920.688837939019        4838.75784312986        2407.72858535169    0.000133069445316416        188.013438425799        20709491.9157138     0.00107276224071787         1.2373725554334 
                   0.08      0.0395454545454545    0.000100563531972037    2.83134413806669E-05    1.04273880857294E-06    1.02869409744982E-07    1.84409187227134E-06                       0                       0                       0                       0                       0                       0        5404.83570779024         914.18748283478        4873.97584956378        2432.06219693675    0.000131866651120105        187.722855108042        20590776.1472102     0.00105199273278084         1.2370936729075 
                   0.08      0.0393939393939394    9.96286738297513E-05    2.80066794694534E-05    1.05368166629146E-06    1.03174852880042E-07    1.86282518523212E-06                       0                       0                       0                       0                       0                       0        5375.49792477619          907.6722401137        4909.22205441572        2456.66712816746    0.000130655010290368        187.426311354359        20472572.8818925     0.00103132157502223        1.23681142998019 
                   0.08      0.0392424242424242    9.87653134805399E-05    2.77222475869956E-05    1.06437385560999E-06    1.03384596023666E-07    1.88100704652585E-06                       0                       0                       0                       0                       0                       0        5344.37264527912        900.851050902906        4943.14874457142        2479.37665019619    0.000129536304094967         187.15145787233        20345363.6563476     0.00101298185483191        1.23657553135634 
                   0.08      0.0390909090909091    9.79559690878236E-05    2.74554726243906E-05    1.07452245974297E-06     1.0350325555605E-07    1.89811404422312E-06                       0                       0                       0                       0                       0                       0         5312.0756499481        893.914828175014        4976.31355963276        2500.32734667915    0.000128487559907074        186.902636429327        20212231.8621743    0.000995575454297644        1.23637135688454 
                   0.08      0.0389393939393939    9.71473790620501E-05    2.71889677711052E-05    1.08465285848102E-06    1.03620124348547E-07    1.91518637134853E-06                       0                       0                       0                       0                       0                       0        5279.76697831937        886.980292132865        5009.47393916692        2521.24283746457    0.000127439785275743        186.654440314495        20079041.3357317     0.00097815917551175        1.23616752657242 
                   0.08      0.0387878787878788    9.63365679216746E-05    2.69216676234876E-05    1.09483686013592E-06    1.03742265692487E-07    1.93236078050992E-06                       0                       0                       0                       0                       0                       0         5247.4926857095        880.040789910304        5042.64737841198        2542.26198587925    0.000126389155937884        186.404403019394        19946023.7372018    0.000960771981681319        1.23596268293635 
                   0.08      0.0386363636363636    9.55543741461476E-05    2.66629275532793E-05    1.10509403368152E-06    1.03832953586085E-07    1.94962781959019E-06                       0                       0                       0                       0                       0                       0        5214.31650638345        872.910964908018        5074.98789606723         2562.4432453817    0.000125375840669146        186.157948853578         19808635.770873    0.000944594473832921        1.23577649278821 
                   0.08      0.0384848484848485    9.48450683452505E-05    2.64276178277687E-05    1.11480005803937E-06    1.03810612908518E-07    1.96577406784776E-06                       0                       0                       0                       0                       0                       0        5179.26885713434        865.538878771653        5105.81163914578        2579.98001574627    0.000124457056369573        185.939223647541        19662148.8968221    0.000930021691490274        1.23563235481763 
                   0.08      0.0383333333333333    9.41401205034957E-05      2.619389231373E-05    1.12438996245108E-06    1.03778711197041E-07    1.98170137896267E-06                       0                       0                       0                       0                       0                       0        5144.15040453414        858.178443563241        5136.59825520611        2597.28934919245    0.000123543869850393        185.723921901961        19515332.9010827    0.000915399481816423        1.23549009477341 
                   0.08      0.0381818181818182    9.34333895422752E-05    2.59595185975808E-05    1.13402737895035E-06    1.03750721515283E-07    1.99771827124805E-06                       0                       0                       0                       0                       0                       0         5109.0609221077        850.813241215958        5167.40006230122        2614.69174161031    0.000122628392921676        185.507219400022        19368651.5700499     0.00090079749602112        1.23534706634955 
                   0.08       0.038030303030303    9.27493417865016E-05    2.57317696824911E-05    1.14379834925257E-06    1.03698607072151E-07    2.01393929274983E-06                       0                       0                       0                       0                       0                       0         5073.1688562038        843.274663468372         5197.3453417026        2631.34618171884    0.000121742535238878        185.291955888383        19218213.4086086    0.000887148664651304        1.23521784848031 
                   0.08      0.0378787878787879    9.21326118189147E-05    2.55255493908805E-05    1.15311483819156E-06    1.03547633669245E-07    2.02921914974345E-06                       0                       0                       0                       0                       0                       0        5035.39010403879        835.492115775642        5225.48185449169        2645.26494539271    0.000120944027539285          185.0993335763        19059003.5533692    0.000874964334997265        1.23512489576546 
                   0.08      0.0377272727272727    9.15202955049437E-05    2.53209488973669E-05    1.16230642039155E-06    1.03388304551313E-07     2.0442655276356E-06                       0                       0                       0                       0                       0                       0        4997.54031356552          827.7241992425        5253.56563150732        2658.93981971326    0.000120151187445899        184.909986459251        18899495.2001655    0.000862739531111727        1.23503375849114 
                   0.08      0.0375757575757576    9.09039877423478E-05    2.51148835537654E-05    1.17161096089661E-06    1.03236531850388E-07     2.0595230502889E-06                       0                       0                       0                       0                       0                       0        4959.75476595826        819.943051149543        5281.69709965343        2672.83525321418    0.000119353221902949        184.717677448531        18740256.7909567    0.000850551329739599        1.23494097943923 
                   0.08      0.0374242424242424    9.03288068246254E-05    2.49212583657961E-05    1.18096483723626E-06    1.03034875033168E-07    2.07479210488963E-06                       0                       0                       0                       0                       0                       0        4920.58624915565        811.921370546639        5308.22822236392        2685.08502450831    0.000118608845668203        184.532392551108        18574807.7843634    0.000839594004396333        1.23487016639724 
                   0.08      0.0372727272727273    8.97994534190284E-05    2.47423791396129E-05    1.18996859437186E-06    1.02771742862247E-07    2.08934762705005E-06                       0                       0                       0                       0                       0                       0        4880.11987219123        803.761408212593        5333.30720485632        2695.29097549662    0.000117923925769659        184.362328627188        18403661.7499527    0.000829501155708033        1.23482178981584 
                   0.08      0.0371212121212121    8.92721734418467E-05     2.4564264755296E-05    1.19891165067004E-06    1.02505548775769E-07     2.1037908454834E-06                       0                       0                       0                       0                       0                       0        4839.62196564305        795.609978013583        5358.35293739857        2705.38111374048    0.000117241667532177        184.193723632894        18232401.8866956    0.000819394477799019        1.23477416427966 
                   0.08       0.036969696969697     8.8736854261691E-05     2.4383184886875E-05     1.2080900593677E-06    1.02251226505298E-07    2.11866949368613E-06                       0                       0                       0                       0                       0                       0         4799.2463072138        787.425466583097        5383.52758835251         2715.9202870958    0.000116549089365937        184.019462001842        18061583.3664783    0.000809341419253699         1.2347236267524 
                   0.08      0.0368181818181818    8.82813723697892E-05    2.42267223813186E-05    1.21715352152072E-06     1.0190526248378E-07     2.1331886171539E-06                       0                       0                       0                       0                       0                       0        4756.31302988914        778.884139781974        5405.39148448704         2722.9630987377    0.000115960365064431        183.862665316859        17879888.6585701    0.000801167126548313        1.23471135671199 
                   0.08      0.0366666666666667    8.78340458993601E-05    2.40732141505505E-05    1.22600083335379E-06    1.01550892327068E-07    2.14730980772482E-06                       0                       0                       0                       0                       0                       0        4713.25112116864          770.3748407481        5427.06833113199        2729.57272935024    0.000115382125329598        183.710882764481        17697786.2218616    0.000792986584383437        1.23470206501058 
                   0.08      0.0365151515151515    8.73827143621412E-05    2.39182270848284E-05    1.23496732492884E-06    1.01200583044949E-07    2.16164943856611E-06                       0                       0                       0                       0                       0                       0        4670.24391060854        761.845437721075        5448.82746963324        2736.39991422214    0.000114798744613729         183.55643253975        17515838.9851023    0.000784821698233622        1.23469137013164 
                   0.08      0.0363636363636364    8.69745434763693E-05    2.37760161141943E-05    1.24412016253094E-06    1.00807728464865E-07    2.17623333313839E-06                       0                       0                       0                       0                       0                       0        4625.73772826205        753.077084047972        5468.40232979945        2741.39055027948    0.000114271702963485        183.407562106649        17327718.3879552    0.000777788943958066        1.23470038339139 
                   0.08      0.0362121212121212    8.66028531286338E-05    2.36453929276323E-05    1.25306297076239E-06     1.0038221773249E-07     2.1903781825124E-06                       0                       0                       0                       0                       0                       0        4580.20695549764        744.227634672358        5486.41817761383        2744.72772013329    0.000113792055419115        183.268951296202        17135639.3089948    0.000771411401938442        1.23472484885371 
                   0.08      0.0360606060606061    8.62301405721226E-05    2.35143921094333E-05    1.26203633405432E-06    9.99572519901267E-08    2.20457850503849E-06                       0                       0                       0                       0                       0                       0        4534.68800326201        735.372056197541        5504.45995460308        2748.11695294174    0.000113311094604028        183.129691042173        16943581.0829984    0.000765034789842017        1.23474896470111 
                   0.08      0.0359090909090909     8.5885837815005E-05    2.33914420279678E-05    1.27129987058799E-06    9.95073155263218E-08     2.2192322652963E-06                       0                       0                       0                       0                       0                       0        4488.12127426334        726.330896457439        5520.83496537294        2750.34981898006    0.000112867304011758        182.991997246901          16747316.18931    0.000759451926198614        1.23478563701949 
                   0.08      0.0357575757575758    8.55882491238598E-05    2.32828989071755E-05    1.28049487601534E-06    9.90238203136296E-08    2.23367903607505E-06                       0                       0                       0                       0                       0                       0        4440.19067447768        717.160866593472        5534.89436498161        2750.56603031935    0.000112484318553438        182.864654512138        16545988.7163132    0.000754800542076851        1.23484148641703 
                   0.08      0.0356060606060606    8.52909074760879E-05    2.31744469579189E-05     1.2896825093297E-06    9.85403115607554E-08    2.24811254630193E-06                       0                       0                       0                       0                       0                       0        4392.25782461974        707.992560519093         5548.9463003361        2750.77067454225    0.000112101650815792        182.737463532957        16344661.1294331     0.00075014973902454        1.23489741570825 
                   0.08      0.0354545454545455    8.50238212562882E-05    2.30744653842542E-05    1.29922876583059E-06    9.80335854362461E-08    2.26311305310414E-06                       0                       0                       0                       0                       0                       0        4343.23915401911        698.637508521383         5561.1260764169        2749.77621321581    0.000111758622765422        182.611774249258        16139131.3541404    0.000746297619163579         1.2349659708922 
                   0.08      0.0353030303030303    8.48016886673114E-05    2.29881810583739E-05    1.30878491393931E-06    9.75039489451872E-08    2.27805120086532E-06                       0                       0                       0                       0                       0                       0        4292.95961333715        689.175695207356        5570.89312085866        2746.93658243214     0.00011147418635528        182.495278163179        15929213.4913681    0.000743351829311382        1.23505218917956 
                   0.08      0.0351515151515151    8.45780878567331E-05    2.29013561039867E-05    1.31838494796085E-06    9.69737249060166E-08    2.29306740602338E-06                       0                       0                       0                       0                       0                       0        4242.68923161187        679.702160981826        5580.71157490681        2744.15900320377    0.000111187862522826        182.377909440452        15719266.0344689    0.000740397281165524        1.23513791232262 
                   0.08                   0.035    8.44016787268156E-05    2.28279142641251E-05    1.32846713873037E-06    9.64159632344806E-08    2.30883451693849E-06                       0                       0                       0                       0                       0                       0        4190.88248420636        670.001688205812        5587.60383612808        2739.57572378482    0.000110963301334897        182.264268543764        15503735.5221685    0.000738575042763253        1.23524189908721 
                   0.08      0.0348484848484849    8.42569307896912E-05    2.27642416544511E-05     1.3384981724847E-06    9.58519308948823E-08    2.32446452513457E-06                       0                       0                       0                       0                       0                       0        4138.31097520209        660.275010313187        5592.74944818202        2733.78284451011    0.000110779976709131        182.157779322165        15285897.1546904    0.000737374650159898        1.23535760200326 
                   0.08      0.0346969696969697    8.41095523803084E-05    2.26993579848792E-05    1.34872309659262E-06    9.52821339549369E-08    2.34042961429996E-06                       0                       0                       0                       0                       0                       0         4085.6708643923        650.487818178059         5597.9330867332        2728.08858028531    0.000110593327487731        182.048335087301        15067537.0043757    0.000736185996985419        1.23547258579766 
                   0.08      0.0345454545454545    8.40369095926173E-05    2.26560101500044E-05    1.35955785902925E-06    9.46855564402127E-08     2.3573233928024E-06                       0                       0                       0                       0                       0                       0        4030.86680359059        640.452577004508        5598.46132462004        2719.70282274534     0.00011050447202342        181.945708376632         14841981.161205    0.000736724753472292        1.23561561471294 
                   0.08      0.0343939393939394    8.39670398455392E-05    2.26136909649907E-05    1.37030629123217E-06    9.40924146573285E-08    2.37406677513978E-06                       0                       0                       0                       0                       0                       0        3976.06262760282        630.445505050653        5598.86561995656        2711.23114720612    0.000110419173651823        181.844605546806         14616601.427819    0.000737305086242389        1.23575967465675 
                   0.08      0.0342424242424242    8.39356138351019E-05    2.25818268836621E-05    1.38166523608116E-06    9.34806353632682E-08    2.39179403202263E-06                       0                       0                       0                       0                       0                       0        3920.03496150301        620.245975696711         5596.7173537493        2701.46120649724    0.000110384356032621        181.743236445921        14386961.4154488    0.000738849031702507        1.23591794725109 
                   0.08      0.0340909090909091    8.39454444508807E-05     2.2562186147965E-05      1.393199287989E-06    9.28686750603384E-08     2.4097640684139E-06                       0                       0                       0                       0                       0                       0        3863.03872307931        609.999896438152        5592.02920508523        2690.36701533236    0.000110403439344302        181.647316079326        14154650.5243722    0.000741355578547586        1.23609152172143 
                   0.08      0.0339393939393939    8.39676632698357E-05    2.25455238614891E-05    1.40511441921038E-06    9.22449560226383E-08    2.42836394840837E-06                       0                       0                       0                       0                       0                       0        3805.55877180913        599.642122838351        5586.47801969399        2678.86860939644    0.000110438881453468        181.549619206003        13920443.9896356    0.000744184866333328        1.23626927832057 
                   0.08      0.0337878787878788    8.40585923799015E-05    2.25483717457305E-05    1.41771001554535E-06    9.16165021353603E-08    2.44803381325862E-06                       0                       0                       0                       0                       0                       0         3746.3886028444        589.131185572888        5576.62200949842        2665.35035619181     0.00011056432173686        181.458423650286        13681276.0754968    0.000748690844642882        1.23647138631277 
                   0.08      0.0336363636363636    8.41488730901577E-05    2.25508878245723E-05    1.43037037421389E-06    9.09847672538642E-08    2.46781338317061E-06                       0                       0                       0                       0                       0                       0        3687.18312050561        578.598270489605        5566.78837813815         2651.8331777305    0.000110688949625404        181.366336133514         13441866.088277    0.000753179010290986        1.23667310217758 
                   0.08      0.0334848484848485    8.43270130104201E-05    2.25777671462514E-05    1.44417910892135E-06    9.03473560104121E-08     2.4894349870384E-06                       0                       0                       0                       0                       0                       0         3625.8606121658        567.835622179643        5551.50355179532        2635.96926828816    0.000110928755295127        181.281191563991        13196188.3904264    0.000759880335937084        1.23690489029967 
                   0.08      0.0333333333333333    8.45053746782437E-05    2.26047293370616E-05    1.45798055863739E-06    8.97104475704431E-08    2.51104410602254E-06                       0                       0                       0                       0                       0                       0        3564.54041224393        557.075781951357        5536.20659102444          2620.103107932    0.000111168845546304        181.196177079422         12950538.375513     0.00076658910149536        1.23713677113603 
                   0.08      0.0331818181818182    8.47708575258634E-05    2.26555635409704E-05    1.47306638497848E-06    8.90708143841312E-08    2.53472862350316E-06                       0                       0                       0                       0                       0                       0        3501.22112944945        546.087928194863        5515.60155695118        2602.12161435498    0.000111523306091464        181.116191394943        12699067.7504831    0.000775595778930162        1.23739754016374 
                   0.08       0.033030303030303    8.50425163197163E-05    2.27081329116208E-05    1.48822269214534E-06    8.84320287369286E-08    2.55852566610365E-06                       0                       0                       0                       0                       0                       0        3437.77508964827        535.090569010723        5494.62207532874        2583.99782217372    0.000111885863178743        181.036784339843        12447270.3342604    0.000784770614555721         1.2376603972876 
                   0.08      0.0328787878787879    8.54123582580622E-05    2.27874745977496E-05    1.50489153693584E-06    8.77964810020355E-08     2.5847736369935E-06                       0                       0                       0                       0                       0                       0        3372.24690719342          523.8622741812        5467.84013457132        2563.73769891657    0.000112377322417632        180.962327790055        12189645.8506441    0.000796680879047351        1.23795576648548 
