                   0.08      0.0434848484848485    0.000137134584874306    4.01316461808779E-05    7.10958157229556E-07    8.07257612508273E-08    1.25232272284938E-06    3.88232644353747E-10    1.51586228431743E-11     2.9749079015145E-10    4.76739494943972E-14    3.92514674467305E-12    1.26327019557403E-14        5986.25593491034        1063.12889844295        3867.92685340428        1644.43222589596    0.000179310969298417        201.055272198584        22702741.7168159     0.00194902409898178        1.25307584431565 
                   0.08      0.0433333333333333    0.000134929446341315    3.94313147319146E-05     7.2529626066501E-07    8.20621833112655E-08    1.27786061419063E-06    3.95684455032065E-10    1.53725039846394E-11    3.01493487184933E-10    4.93393458793239E-14    4.00902118111156E-12    1.28450067929803E-14        5971.36983997138        1057.68410394592        3908.93921180844        1677.61186706797    0.000176446720644048        200.120864654541         22660944.908878     0.00189160323891712        1.25186648851667 
                   0.08      0.0431818181818182    0.000132858654432806    3.87719541130232E-05    7.39554290307285E-07    8.33482470746805E-08    1.30324154372284E-06     4.0302574076025E-10    1.55727343530735E-11     3.0531802808286E-10    5.10382245724499E-14    4.09264022067793E-12    1.30519365525079E-14        5955.44642177948        1052.18359665744        3949.81077763937        1711.04712807468    0.000173757502413531        199.243269600135         22613805.374504     0.00183979802418839        1.25076982265893 
                   0.08       0.043030303030303    0.000131074370038771    3.82008209179742E-05    7.53276522224283E-07    8.44775069535356E-08    1.32756516552878E-06    4.09900083375079E-10    1.57381752494114E-11    3.08641752323889E-10    5.26176940047037E-14    4.17312661189405E-12    1.32408988598181E-14        5937.71140730036        1046.85447091237        3990.38856767408        1744.29447417317    0.000171441265903828        198.543358729234         22557235.507074      0.0017939991218759         1.2498782716418 
                   0.08      0.0428787878787879    0.000129290085644735    3.76296877229252E-05    7.66998754141281E-07    8.56067668323907E-08    1.35188878733473E-06    4.16774425989908E-10    1.59036161457492E-11    3.11965476564918E-10    5.41971634369574E-14    4.25361300311016E-12    1.34298611671283E-14        5919.97639282125        1041.52534516731        4030.96635770878        1777.54182027166    0.000169125029394126        197.843447858333        22500665.6396439      0.0017482002195634        1.24898672062467 
                   0.08      0.0427272727272727      0.0001275058012507    3.70585545278762E-05     7.8072098605828E-07    8.67360267112458E-08    1.37621240914067E-06    4.23648768604738E-10     1.6069057042087E-11    3.15289200805947E-10    5.57766328692112E-14    4.33409939432627E-12    1.36188234744386E-14        5902.24137834214        1036.19621942225        4071.54414774348        1810.78916637015    0.000166808792884424        197.143536987432        22444095.7722139      0.0017024013172509        1.24809516960754 
                   0.08      0.0425757575757576    0.000125721516856665    3.64874213328272E-05    7.94443217975277E-07     8.7865286590101E-08    1.40053603094661E-06    4.30523111219567E-10    1.62344979384249E-11    3.18612925046976E-10    5.73561023014649E-14    4.41458578554238E-12    1.38077857817488E-14        5884.50636386303        1030.86709367719        4112.12193777819        1844.03651246865    0.000164492556374721        196.443626116531        22387525.9047839     0.00165660241493841        1.24720361859042 
                   0.08      0.0424242424242424    0.000123931307757492    3.59144148507266E-05    8.08197347675095E-07    8.90006812552855E-08    1.42492272649205E-06    4.37420678445921E-10    1.64010357567941E-11    3.21954227880568E-10    5.89474442890882E-14     4.4952835812628E-12    1.39975102034297E-14        5866.79917814442        1025.52372462956        4152.70708956144        1877.32924234094    0.000162168622701848        195.737875915053        22331111.7556735     0.00161089689631804        1.24630911022852 
                   0.08      0.0422727272727273    0.000122306334614574    3.53922248434224E-05    8.21680319561036E-07    9.00343080717705E-08    1.44875609511131E-06    4.44036298026151E-10    1.65439790058108E-11    3.24976130623009E-10    6.05028839258372E-14    4.57443031274852E-12    1.41755958601264E-14        5847.43365968905        1020.04455619788        4192.78723026422        1910.26234841994    0.000160059817657095        195.107719325357        22265877.8379557     0.00157120179279065        1.24554310285187 
                   0.08      0.0421212121212121    0.000120831489418972    3.49168484110574E-05    8.34636330496935E-07    9.09436617622742E-08    1.47154225488956E-06    4.50227859249211E-10    1.66618505557628E-11    3.27628627929663E-10    6.19109496722018E-14    4.65020361280974E-12    1.43386478446472E-14        5826.79615582603        1014.60894212614        4232.49075923605        1942.41973922677    0.000158146263628864        194.574301364631        22193768.3029766     0.00153421234782296        1.24487906191395 
                   0.08       0.041969696969697     0.00011935664422337    3.44414719786924E-05    8.47592341432834E-07     9.1853015452778E-08     1.4943284146678E-06    4.56419420472271E-10    1.67797221057148E-11    3.30281125236317E-10    6.33190154185664E-14    4.72597691287097E-12    1.45016998291681E-14        5806.15865196301         1009.1733280544        4272.19428820788         1974.5771300336    0.000156232709600632        194.040883403906        22121658.7679975     0.00149722290285526        1.24421502097604 
                   0.08      0.0418181818181818    0.000117881799027768    3.39660955463275E-05    8.60548352368733E-07    9.27623691432817E-08    1.51711457444605E-06     4.6261098169533E-10    1.68975936556669E-11    3.32933622542971E-10     6.4727081164931E-14    4.80175021293219E-12     1.4664751813689E-14        5785.52114809999        1003.73771398266        4311.89781717972        2006.73452084044    0.000154319155572401        193.507465443181        22049549.2330184     0.00146023345788757        1.24355098003812 
                   0.08      0.0416666666666667    0.000116406953832166    3.34907191139625E-05    8.73504363304632E-07    9.36717228337855E-08     1.5399007342243E-06     4.6880254291839E-10    1.70154652056189E-11    3.35586119849625E-10    6.61351469112956E-14    4.87752351299342E-12    1.48278037982098E-14        5764.88364423697        998.302099910916        4351.60134615155        2038.89191164727    0.000152405601544169        192.974047482455        21977439.6980393     0.00142324401291988        1.24288693910021 
                   0.08      0.0415151515151515    0.000114946626439648    3.30195592121488E-05    8.86545836306948E-07    9.45802197806205E-08    1.56284578643882E-06    4.75025582127289E-10    1.71317961536367E-11     3.3823072399459E-10    6.75784573406467E-14    4.95391810219092E-12    1.49913125415805E-14        5743.90889696635        992.760361211668         4391.1377726764         2071.0861061668    0.000150511018789854        192.434767330509        21903575.1658596     0.00138785692213878        1.24223905438519 
                   0.08      0.0413636363636364    0.000113690828699162    3.26124449681757E-05    8.98751713117645E-07    9.52865159944934E-08    1.58412350124311E-06    4.80557354134071E-10    1.72074660372111E-11    3.40288186812902E-10     6.8794890639876E-14    5.02488311329687E-12    1.51311827093487E-14        5720.43499876256        987.032397429266        4429.64724271834        2101.46032113648    0.000148882294987729        192.002876223572        21816188.9458338     0.00135780720464692        1.24173481889663 
                   0.08      0.0412121212121212    0.000112444968307352    3.22086469512961E-05    9.10826447556535E-07    9.59742881267038E-08    1.60514808061267E-06    4.86004920407675E-10    1.72801309021237E-11     3.4229500761724E-10    6.99753339698915E-14    5.09495935999388E-12    1.52685648835441E-14        5696.87039511551        981.325731928242        4468.13325575491         2131.6159240331     0.00014726641908336        191.580336749281        21728280.2538252     0.00132760623645435        1.24123567989092 
                   0.08      0.0410606060606061    0.000111199107915541    3.18048489344165E-05    9.22901181995426E-07    9.66620602589143E-08    1.62617265998224E-06     4.9145248668128E-10    1.73527957670363E-11    3.44301828421578E-10    7.11557772999071E-14     5.1650356066909E-12    1.54059470577395E-14        5673.30579146846        975.619066427219         4506.6192687915        2161.77152692972    0.000145650543178991         191.15779727499        21640371.5618167     0.00129740526826178        1.24073654088522 
                   0.08      0.0409090909090909     0.00010995324752373    3.14010509175369E-05    9.34975916434316E-07    9.73498323911247E-08     1.6471972393518E-06    4.96900052954884E-10    1.74254606319489E-11    3.46308649225916E-10    7.23362206299226E-14    5.23511185338791E-12    1.55433292319349E-14         5649.7411878214        969.912400926195        4545.10528182808        2191.92712982634    0.000144034667274622        190.735257800699        21552462.8698081     0.00126720430006921        1.24023740187952 
                   0.08      0.0407575757575758    0.000108696929979339     3.0993612102526E-05    9.47255340406824E-07    9.80625992918114E-08     1.6686147497539E-06    5.02471619964183E-10      1.750186686277E-11    3.48383118464277E-10     7.3572081768971E-14     5.3065814593286E-12    1.56842698906503E-14        5626.21504438368        964.149971372833        4583.56876976226        2222.37401419151    0.000142405322045032        190.298909266944         21464829.478108     0.00123751621540932        1.23973437100381 
                   0.08      0.0406060606060606    0.000107615440862942    3.06413683382162E-05    9.58616299102045E-07    9.85644794068501E-08     1.6882151862261E-06    5.07299506103957E-10    1.75375352826448E-11    3.49867487708238E-10    7.45459546457319E-14    5.37195582115096E-12    1.58010944060258E-14        5599.85001319773        958.046530424733        4620.60290774656        2250.21152152088    0.000141003073041135        189.941733275402        21362010.7938137     0.00121274783380428        1.23935255933576 
                   0.08      0.0404545454545455    0.000106545622325402    3.02931471716337E-05    9.69766232075086E-07    9.90405215145196E-08    1.70741144778495E-06    5.11999335020083E-10    1.75692771286791E-11     3.5128274592984E-10    7.54707978698444E-14    5.43589623792757E-12    1.59142965040455E-14         5573.3473939817        951.966607415195        4657.60230675401        2277.68540657758    0.000139615881071968        189.595087064769        21258420.6695682     0.00118780345125916        1.23897677791417 
                   0.08      0.0403030303030303    0.000105475803787862    2.99449260050512E-05    9.80916165048127E-07    9.95165636221891E-08    1.72660770934381E-06    5.16699163936208E-10    1.76010189747134E-11    3.52698004151441E-10    7.63956410939568E-14    5.49983665470418E-12    1.60274986020652E-14        5546.84477476567        945.886684405657        4694.60170576146        2305.15929163428      0.0001382286891028        189.248440854135        21154830.5453228     0.00116285906871404        1.23860099649258 
                   0.08      0.0401515151515151    0.000104405985250322    2.95967048384687E-05    9.92066098021168E-07    9.99926057298586E-08    1.74580397090267E-06    5.21398992852334E-10    1.76327608207476E-11    3.54113262373043E-10    7.73204843180693E-14    5.56377707148079E-12    1.61407007000849E-14        5520.34215554964        939.806761396118        4731.60110476892        2332.63317669098    0.000136841497133633        188.901794643502        21051240.4210773     0.00113791468616892        1.23822521507099 
                   0.08                    0.04    0.000103348468752456    2.92518765298461E-05    1.00336971913105E-06    1.00467903039389E-07    1.76527986644501E-06    5.26153683126078E-10    1.76629323307477E-11    3.55526138594851E-10    7.82658349222065E-14    5.62875274996727E-12    1.62550140750024E-14        5493.43702060453        933.601020278211        4768.28363796106        2360.03221232327     0.00013547042178966        188.550887593588        20945628.1030871     0.00111412135603708         1.2378603126091 
                   0.08      0.0398484848484848    0.000102413248473553    2.89461549633885E-05     1.0138123086867E-06    1.00768927157106E-07    1.78305664111724E-06    5.30251201311522E-10    1.76614363477827E-11    3.56472735840526E-10    7.89629483155866E-14    5.68784547641206E-12    1.63492458548479E-14        5464.12014488176        927.085350353272        4803.55802402637        2384.68862047889    0.000134257997162812        188.253274922124        20827387.3411061      0.0010934274209052         1.2375749495396 
                   0.08      0.0396969696969697    0.000101485655802455    2.86431373449157E-05     1.0240821682492E-06    1.01051833431203E-07    1.80050647782848E-06     5.3425027735447E-10    1.76573641167785E-11    3.57372025062025E-10    7.96269825707244E-14    5.74576568628307E-12    1.64408132830415E-14        5434.69685373556        920.585112861053        4838.80200622018        2409.04385376643    0.000133055380684262        187.962282038649        20708573.7135334      0.0010726233656311        1.23729320894121 
                   0.08      0.0395454545454545    0.000100558063131356    2.83401197264429E-05    1.03435202781169E-06      1.013347397053E-07    1.81795631453973E-06    5.38249353397417E-10    1.76532918857744E-11    3.58271314283524E-10    8.02910168258621E-14    5.80368589615409E-12    1.65323807112351E-14        5405.27356258937        914.084875368833        4874.04598841399        2433.39908705397    0.000131852764205712        187.671289155174        20589760.0859608       0.001051819310357        1.23701146834282 
                   0.08      0.0393939393939394    9.96235865348987E-05    2.80346617916116E-05    1.04477777640397E-06    1.01633997355391E-07    1.83570121316005E-06    5.42337273594196E-10    1.76515447217719E-11    3.59213299054619E-10    8.09849050436632E-14    5.86266430366493E-12    1.66263527200486E-14        5375.94631149277        907.570710087237        4909.31741013895        2458.02613102777    0.000130641295861345        187.374321904954        20471463.4702843     0.00103111463864574        1.23672645845984 
                   0.08      0.0392424242424242    9.87606383055191E-05    2.77516583460028E-05    1.05489486858336E-06    1.01838743745276E-07     1.8528021248749E-06    5.46122906128621E-10    1.76316762855098E-11    3.59914432114158E-10    8.15434613655957E-14    5.91940084319131E-12    1.67108386980487E-14        5344.83102859008        900.750752888882         4943.2743836937        2480.75437116061      0.0001295227671691        187.099037020109        20344142.7658906     0.00101274018237696        1.23648759149815 
                   0.08      0.0390909090909091    9.79517579958957E-05    2.74864722986902E-05    1.06439587044628E-06    1.01953454728468E-07    1.86871513742919E-06     5.4950640992213E-10    1.75969339876682E-11    3.60385522687732E-10    8.19596154103923E-14     5.9718880763686E-12    1.67839899665331E-14         5312.5435274183        893.815950608038        4976.47448219482        2501.72040262136    0.000128474227061451        186.849803202896        20210877.5246977    0.000995295277805603        1.23628019514544 
                   0.08      0.0389393939393939    9.71436335683287E-05     2.7221560762039E-05    1.07387671398616E-06    1.02066393449179E-07    1.88459047854882E-06    5.52879160500539E-10    1.75619564025694E-11    3.60852105326414E-10    8.23727206260526E-14    6.02423886132318E-12    1.68568621673607E-14        5280.24433675874        886.882839735442        5009.67025517963        2522.65115202794    0.000127426657685162        186.601195463084        20077552.9964892    0.000977840355604298        1.23607313796275 
                   0.08      0.0387878787878788    9.63332835651463E-05    2.69558409719987E-05      1.083416910532E-06     1.0218455031752E-07    1.90057673727212E-06    5.56283572226487E-10    1.75276715837269E-11    3.61331960869096E-10    8.27948026387183E-14    6.07699139657018E-12    1.69305560389329E-14        5247.97956395411        879.944748777761        5042.87876396565        2543.68578388385    0.000126376230143337        186.350744337015        19944403.0295564    0.000960414928735943        1.23586508214736 
                   0.08      0.0386363636363636    9.55515544330934E-05    2.66987164087397E-05    1.09301283103768E-06    1.02271653440035E-07    1.91662651688023E-06    5.59643135954636E-10    1.74866204594662E-11    3.61740963377933E-10    8.31700176553307E-14    6.12997247686847E-12     1.7002161356158E-14        5214.81262745266        872.816352858298         5075.2564500436        2563.88070596407    0.000125363112860535        186.103893333539        19806875.1769533    0.000944199710780379        1.23567559262858 
                   0.08      0.0384848484848485    9.48427779082205E-05     2.6465246681609E-05    1.10195399064207E-06    1.02246990471406E-07    1.93139266209992E-06    5.62541784300422E-10    1.74267682075133E-11    3.61880307068032E-10    8.33666536062243E-14    6.17829025559413E-12    1.70603571900852E-14        5179.77339248004        865.445898095389        5106.12523447853        2581.42504255443    0.000124444565973578        185.884826842237        19660213.8046678    0.000929584761555488        1.23552780781862 
                   0.08      0.0383333333333333    9.41383709023009E-05    2.62333928358718E-05    1.11076439612161E-06    1.02212851219063E-07    1.94591741677942E-06    5.65375315525568E-10    1.73658190533706E-11    3.61996429967229E-10    8.35487782699491E-14    6.22572722204807E-12    1.71168845475747E-14        5144.66332723123        858.087124493765        5136.95785407325         2598.7412478005     0.00012353162571778        185.669189003138        19513218.5506962    0.000914919395507819        1.23538185545512 
                   0.08      0.0381818181818182    9.34321760470584E-05    2.60008778298362E-05    1.11962830146602E-06     1.0218258931972E-07    1.96054093974861E-06    5.68235490324363E-10    1.73053187119824E-11    3.62122053975297E-10    8.37368404282164E-14    6.27352458506749E-12    1.71740945853549E-14        5109.58224317295        850.723571382882        5167.80527101426        2616.15079615224     0.00012261639143103        185.452148283405        19366359.9090503    0.000900274658202908        1.23523515332072 
                   0.08       0.038030303030303    9.27486675590566E-05    2.57750140147359E-05    1.12861394910105E-06    1.02128496179977E-07    1.97534731227817E-06    5.71088336836146E-10    1.72394829005085E-11     3.6220027010633E-10    8.38811746022841E-14    6.32194824481222E-12    1.72299638258586E-14        5073.69810135062        843.186632208301        5197.79759456743        2632.81086225423     0.00012173076417663        185.236534566984        19215739.7605681    0.000886583778222001        1.23510211008888 
                   0.08      0.0378787878787879    9.21325558866287E-05    2.55709254150899E-05    1.13703198699303E-06    1.01976545315911E-07    1.98903317698941E-06    5.73541298643669E-10    1.71579031290841E-11    3.62060118545196E-10    8.38659539918172E-14    6.36620015527895E-12    1.72735220686193E-14        5035.92586445744        835.405881226827        5225.98980482983        2646.72808140311    0.000120932510955591        185.043572192853        19056309.1317866    0.000874352565279585        1.23500461716512 
                   0.08      0.0377272727272727    9.15208728334587E-05    2.53684960030727E-05    1.14530699777159E-06    1.01816298496123E-07    2.00245776429603E-06    5.75927912159143E-10    1.70755673146629E-11    3.61900549125486E-10    8.38404575729245E-14    6.40949298322723E-12     1.7315410693089E-14        4998.08229949656        827.639790974795        5254.13047910426        2660.40053139385    0.000120139930136551        184.853891166848        18896573.7925742    0.000862079699620569        1.23490877813978 
                   0.08      0.0375757575757576    9.09051847976178E-05    2.51645661193929E-05    1.15371135385562E-06    1.01663554050545E-07    2.01611863551348E-06    5.78374527165924E-10    1.69939152210414E-11    3.61758540074499E-10    8.38242539905298E-14     6.4536531489715E-12    1.73588092220985E-14        4960.30323944306        819.860442421712        5282.31775949377        2674.29433620866    0.000119342219530915        184.661242682677        18737114.0155459    0.000849844502227544        1.23481144342603 
                   0.08      0.0374242424242424    9.03306540635705E-05    2.49731914407393E-05    1.16211451405642E-06    1.01461514674691E-07    2.02970666857306E-06    5.80717567718941E-10    1.69031312736581E-11    3.61522157061783E-10    8.37134187356098E-14    6.49741491825085E-12    1.73973655262167E-14        4921.14062182761        811.840598359926        5308.90896665105        2686.53833737609    0.000118598106622779         184.47563422731        18571426.6433078    0.000838839029712961        1.23473601635211 
                   0.08      0.0372727272727273    8.98020254449948E-05    2.47967856576613E-05    1.17006646388671E-06    1.01198572326419E-07     2.0424203899953E-06    5.82779631094637E-10    1.68035815616323E-11    3.61161303381664E-10    8.35061226882144E-14    6.53785529788375E-12    1.74272571507671E-14        4880.67893137805        803.682566698631        5334.05565506369        2696.73238551652    0.000117913484551073        184.305289662683        18400009.2762022    0.000828693178455133        1.23468267633898 
                   0.08      0.0371212121212121    8.92754785936071E-05    2.46211664351238E-05    1.17794761123376E-06    1.00932576741426E-07    2.05500622983684E-06    5.84811323795606E-10    1.67038681652344E-11     3.6079371295381E-10    8.32964657353039E-14    6.57782390115404E-12    1.74564280046929E-14        4840.18561073144        795.533074409113        5359.16981490503        2706.81015774737    0.000117231529890285        184.136409980871        18228474.9952081    0.000818532851380708        1.23463006147952 
                   0.08       0.036969696969697    8.87408602077282E-05    2.44424975197248E-05    1.18610327759945E-06     1.0067841932241E-07    2.06808789870062E-06    5.86960771233988E-10    1.66047894142776E-11     3.6045224258972E-10    8.30959626063201E-14     6.6196216999294E-12    1.74883934674444E-14         4799.8149283068        787.350472829455        5384.41009619103        2717.33876089733    0.000116539233007101        183.961850580292        18057394.0187375    0.000808428650684693        1.23457463501703 
                   0.08      0.0368181818181818    8.82861862077176E-05     2.4288784647201E-05    1.19399324819601E-06    1.00333478437985E-07    2.08056335084008E-06     5.8883045819162E-10    1.64911582464057E-11    3.59955075484224E-10    8.27271439220837E-14    6.65882713332646E-12    1.75094468983814E-14        4756.88495646463        778.811134263004        5406.35049853852        2724.36059038399    0.000115950856670271        183.804749772605        17875384.5632668    0.000800196990112345        1.23455657599062 
                   0.08      0.0366666666666667    8.78397028110945E-05    2.41381218611362E-05    1.20162449370713E-06    9.99801281003294E-08    2.09257503433268E-06    5.90596136521677E-10    1.63774795919232E-11    3.59441546791169E-10    8.23576334291168E-14    6.69631095256778E-12    1.75281520224296E-14        4713.82604731219        770.303873932327        5428.10678354685        2730.94711341887    0.000115372999280117        183.652674342895        17692952.2414606    0.000791956415248147        1.23454138174324 
                   0.08      0.0365151515151515    8.73891955161177E-05    2.39859292560938E-05    1.20939756945911E-06    9.96308461486566E-08    2.10484009543319E-06    5.92417688814054E-10    1.62637312278369E-11    3.58936064956501E-10    8.19873928782707E-14    6.73473315348489E-12    1.75480884182087E-14        4670.82199504649        761.776482071203         5449.9438038554        2737.75230290215     0.00011478998224237        183.497924978769        17510683.1849957    0.000783732935002409        1.23452484148914 
                   0.08      0.0363636363636364    8.69819008050329E-05    2.38466730234606E-05    1.21728690798812E-06    9.92394586318439E-08    2.11723085625191E-06    5.94190194443173E-10    1.61424196914813E-11    3.58377016017908E-10    8.15231032667872E-14    6.77331587183284E-12    1.75647412822895E-14        4626.31782207714        753.010094313197        5469.60097394055        2742.71630633712    0.000114263310942647        183.348796582628        17322220.7062824    0.000776639010509302        1.23452787216793 
                   0.08      0.0362121212121212    8.66111746558046E-05    2.37192468991623E-05    1.22485720634649E-06    9.88156092363224E-08     2.1290081564468E-06      5.957898732969E-10    1.60175089068573E-11    3.57773744914965E-10    8.10148491622352E-14    6.80944017267343E-12      1.757651712911E-14        4580.78771360877        744.162615064397        5487.70645520207        2746.02079433997    0.000113784066853764        183.209972636209        17129765.5373668    0.000770194491014039        1.23454583298915 
                   0.08      0.0360606060606061    8.62394206066123E-05    2.35914287862957E-05    1.23246471371085E-06    9.83923132374243E-08    2.14085119794113E-06    5.97402931537878E-10    1.58924820777257E-11    3.57171258470012E-10    8.05050289078351E-14    6.84580858396726E-12    1.75885545275742E-14        4535.26949806225        735.309005515704        5505.83739972174        2749.37766980604    0.000113303507591564        183.070497175569        16937333.3602868    0.000763751324218341        1.23456349785028 
                   0.08      0.0359090909090909     8.5896100393766E-05    2.34717480118008E-05    1.24032603573916E-06    9.79443367595016E-08    2.15308309728487E-06    5.99048827760186E-10    1.57623518822575E-11    3.56550023038821E-10    7.99267154749309E-14    6.88333409558045E-12    1.76004972439843E-14        4488.70314323602        726.269796933718        5522.30329962568        2751.57519558369    0.000112860149621552        182.932580944207         16740683.296932    0.000758100718489009        1.23459358732902 
                   0.08      0.0357575757575758    8.55995993639661E-05    2.33667771989574E-05    1.24798281602139E-06    9.74629679207999E-08    2.16488804967749E-06    6.00560182377133E-10    1.56283584025593E-11    3.55903424039748E-10    7.92971973197543E-14    6.91893816647085E-12    1.76091317519234E-14        4440.77165513596        717.101714332895        5536.46211466678        2751.74830786127    0.000112477658785061        182.805034464414        16538926.4692426    0.000753374168193784        1.23464215926202 
                   0.08      0.0356060606060606       8.53033468088E-05    2.32619014886901E-05    1.25563040303764E-06    9.69815809790341E-08    2.17667692276459E-06    6.02068530932343E-10    1.54944157038355E-11    3.55256928641494E-10    7.86683851998357E-14     6.9544824497616E-12    1.76177151182789E-14        4392.83790471293        707.935355846407        5550.61359140974        2751.90977621489    0.000112095486148618        182.677640221123        16337168.8994863    0.000748648079430004        1.23469080546369 
                   0.08      0.0354545454545455    8.50373829869956E-05    2.31656039720811E-05    1.26359280159674E-06    9.64772399490141E-08    2.18895554744197E-06    6.03633093883507E-10    1.53556349774315E-11    3.54604998019207E-10     7.7970308075928E-14    6.99148206497947E-12    1.76274243059617E-14         4343.8177019849        698.582180601265        5562.89431487642        2750.86940624908      0.0001117529632604        182.551736752429        16131199.5752036    0.000744718871600574        1.23475181877106 
                   0.08      0.0353030303030303    8.48164868940435E-05    2.30833343789875E-05    1.27142027050498E-06    9.59500119968764E-08    2.20093716538361E-06     6.0511033997226E-10    1.52147524713691E-11    3.53958832451339E-10    7.72412879194048E-14    7.02698628979761E-12    1.76359627409656E-14        4293.53504318839        689.122177487741        5572.77041563432        2747.97680218177     0.00011146907985033        182.435028439575          15920799.64933    0.000741687522192259        1.23482969878883 
