                   2.25      0.0353535353535354     0.00177725248562698    0.000545805917328949    7.82237437277368E-17    1.32364574359768E-19    1.74019021685594E-14     4.5594473443233E-18    3.16479263073353E-25     1.3348743037739E-19    1.18765979301549E-21    3.33582889831282E-18    1.74907840959211E-25        4712.71838568467        27.0028609429881        927.821245729813        523.223333402239     0.00232305848046915         620.28548435841        12046656.9701115       0.123171661630906        1.36866648624803 
                   2.25      0.0388888888888889      0.0018991369265338    0.000583237425181697    5.49832771882286E-17    1.02654249466155E-19    1.08279105298095E-14    5.04364886653083E-18    1.97385406129191E-26    1.17405506531177E-19    8.78554095481502E-22    3.46820840373467E-18    1.15818865394345E-25        4740.83061073618        27.7040823475375        867.522223378697        484.415804840928     0.00248237403506655        620.109629958933        12116826.9145869       0.165218054844913        1.37568763518774 
                   2.25      0.0424242424242424     0.00199427653818116    0.000612455449614222    4.14169411446514E-17    8.73528105008953E-20    6.82537303126272E-15     5.4151336454908E-18    6.65471657867615E-28    1.00652846581851E-19    3.88569594450469E-21    3.57137938875251E-18    1.36961378963879E-25        4761.07132967326        28.2300060029497        825.760124700631        453.756399948167     0.00260673182169421        620.096759972021        12169687.5711658       0.205848686000659         1.3808348406863 
                   2.25       0.045959595959596     0.00206944376070584     0.00063553981580827    3.33291674908823E-17     7.8464581401233E-20     4.3142788057526E-15    5.70263348384339E-18    1.36013864743934E-29    8.65221001231901E-20    1.23699885143712E-20    3.69347293739932E-18    1.39778293500634E-25        4776.04054017832        28.6529365495956        795.597629032377         428.96519513005     0.00270498400707383        620.182450780406        12209889.4343143       0.243480696474308        1.38466131719051 
                   2.25      0.0494949494949495     0.00212705336522308      0.0006532320715533    2.88524917131373E-17    7.31874310791047E-20    2.82761680239566E-15    5.91401159865677E-18    2.69782618792732E-30     7.6437432508213E-20    2.09906440353513E-20    3.84823741936891E-18    1.16324860786228E-25        4786.78177684512        29.0043634287673        774.240639127814        409.294943338441     0.00278028547879609        620.340708380655        12239252.3104485       0.276609055931858        1.38740039648186 
                   2.25       0.053030303030303     0.00217086369805351    0.000666686583678027    2.62376280988291E-17    6.95295695083203E-20    1.91707651094497E-15    6.06306432598069E-18     6.0043679065506E-31    6.91986789406621E-20    2.20844042776926E-20    3.98311033375522E-18    1.00453731285613E-25        4794.50036384337        29.3163231263519        758.917445707722         393.87981684515     0.00283755051629638        620.560602031702        12260495.6310471       0.304288629879875        1.38934695609632 
                   2.25      0.0565656565656566     0.00220765935876897    0.000677986793422638    2.44119403635822E-17    6.65822106175019E-20    1.25846600840238E-15    6.17936766476292E-18    4.56092195101628E-31    6.33495917165398E-20    2.20843862633858E-20     4.0999515978566E-18    9.08601588820716E-26        4800.75940764851        29.6176197331571        746.500948033174        380.722253166275     0.00288564632223393        620.830109385133         12277783.877212       0.328588217541722        1.39091025949594 
                   2.25      0.0601010101010101     0.00223628521384185    0.000686777869216872    2.33657228241443E-17    6.43724369442358E-20    8.57625769411256E-16    6.25669155311233E-18    4.17910919992409E-31    5.90778104384169E-20    2.20843862633858E-20    4.19012358498301E-18     9.0306515636111E-26        4805.37507807964        29.9141141245886        737.349986363258        370.276849270145     0.00292306258161379        621.174194586117        12290588.9073537       0.348475902382271        1.39204082350194 
                   2.25      0.0636363636363636     0.00225848412661438    0.000693595284734423    2.26962622132109E-17    6.27736813078324E-20    5.95243256739924E-16    6.30532098383336E-18     3.9569750760142E-31    5.59168891936967E-20    2.20843762464619E-20    4.26541697746679E-18    9.39004410713855E-26        4808.82623835099        30.2120748667069         730.57592345959        362.054631210879     0.00295207883968316        621.585163959957        12300258.8290949       0.364086579864365        1.39287303607789 
                   2.25      0.0671717171717172     0.00227787137825123    0.000699549247333928    2.22054594138253E-17    6.14445078832753E-20    3.97266172985375E-16    6.34095077779627E-18    3.80587120750083E-31    5.32496197382598E-20    2.20843750124422E-20    4.33394927501458E-18    9.93861606765751E-26        4811.76534982686        30.5114444410833        724.846089653002        354.813180413327     0.00297742020869122        622.027945887604        12308548.8314332       0.377818428592493        1.39357296682971 
                   2.25      0.0707070707070707     0.00229106320673924    0.000703600590455921    2.19153940798685E-17    6.06600439663257E-20    2.89428298955592E-16    6.35369625322691E-18    3.73276165308981E-31    5.14391159173156E-20    2.20843697435395E-20    4.38864910218238E-18    1.07205338497078E-25         4813.7456820647        30.7406671024691        721.097223831919        349.674725464734     0.00299466363033686        622.387469322356        12314261.6256508       0.387334298128879        1.39403161959278 
                   2.25      0.0742424242424242     0.00230337631374483    0.000707382085732716    2.16594170941814E-17    5.99604289675954E-20    1.95434149087854E-16    6.36304972912797E-18    3.67125456294292E-31    4.97582482762386E-20    2.20843686859575E-20    4.44181304322955E-18      1.154029351079E-25        4815.58982958187        30.9599362039127        717.629948907531          344.8368090638     0.00301075851678787        622.735586654038        12319608.9188512       0.396249325087963        1.39445558911242 
                   2.25      0.0777777777777778     0.00231098792723756    0.000709719588299554    2.14679387829912E-17    5.95302453119284E-20     1.4504415810323E-16    6.35495674339991E-18    3.63900695091265E-31    4.85542014825435E-20     1.7827286859588E-20    4.47972313000637E-18    1.23579726495747E-25        4816.84151637012        31.0207319422534        715.380511236509         341.48227961536     0.00302070726858992        622.832899261002        12323346.2918102       0.402358993522752        1.39473268198952 
                   2.25      0.0813131313131313     0.00231782955961906    0.000711820610254726    2.12933578060914E-17    5.91640973865765E-20    1.02295067904919E-16    6.34389277359141E-18    3.61312562901553E-31     4.7441926930481E-20    1.26000730875599E-20    4.51716679260674E-18    1.31669618180558E-25        4817.99809145353        31.0547896762033        713.328699387728        338.368302214195     0.00302964945173979        622.887714156616         12326827.110695       0.408011868090377        1.39498588479371 
                   2.25      0.0848484848484848     0.00232223593770333    0.000713173889040852    2.11557573037941E-17    5.88813749358473E-20    7.44271041562117E-17    6.31362996135702E-18    3.59960994808727E-31    4.65985829828955E-20    8.56638827079047E-21    4.55593344017963E-18    1.38116883693285E-25        4818.89429585363        30.8782541969033        711.652566241586        335.999402005107     0.00303540915771508        622.607221025152        12329434.7644511       0.412956843202258        1.39517272522517 
                   2.25      0.0883838383838384      0.0023251985008596    0.000714083850958154    2.10444340455564E-17    5.86668062975206E-20    5.57670602307473E-17    6.27193431040086E-18    3.59537502260266E-31    4.59221356291884E-20    3.83705984609902E-21    4.59834162730416E-18     1.4358486079576E-25        4819.64054069239         30.573499680898        710.192411853621        334.063792201957     0.00303928196700372        622.122216517165        12331538.4278568       0.417500998045729        1.39532086266734 
                   2.25      0.0919191919191919     0.00232749912152005    0.000714790487694737    2.09345196786044E-17    5.83992978079735E-20    3.88617840098982E-17    6.22252812499582E-18    3.58897571163193E-31    4.52801484260571E-20    7.83540468458714E-22    4.63969122472161E-18    1.48627380229157E-25        4820.34610716033        30.1158572746729        708.652560630127          332.2639689193     0.00304228943311337        621.390050483528        12333362.3670124       0.422507841136594        1.39545813352304 
                   2.25      0.0954545454545454     0.00232656151503443    0.000714502514356169    2.08237118629745E-17    5.78477952999225E-20    3.11062874963287E-17    6.13603486437646E-18    3.57180980332361E-31    4.47773855638599E-20    8.72343965962331E-22    4.67686897036892E-18    1.52295192465926E-25        4820.86476044901        28.9012059635767        706.706065453185        331.104248035219     0.00304106385696007         619.43460887982        12333858.5728396       0.429823028145473        1.39554366047123 
                   2.25       0.098989898989899     0.00232560473285252    0.000714208652278126    2.07121536923986E-17    5.72909844653265E-20    2.33850611288408E-17    6.04937345969441E-18    3.55432716258991E-31    4.42730087527287E-20    8.72500250073447E-22    4.71379485638685E-18    1.55988046394609E-25        4821.38319773173        27.6805283656891        704.754263233414        329.946179317366     0.00303981323412957        617.469436766532        12334348.2192363       0.437162239051973        1.39562906558147 
                   2.25       0.102525252525253     0.00232088396432338    0.000712758849650681    2.05599248506991E-17    5.63549756911585E-20    1.77160448113686E-17     5.9426138582055E-18    3.51907448064486E-31    4.37376858216118E-20    1.16315183266855E-21    4.73847019113655E-18    1.58977321886948E-25        4821.85246951128        25.5469165693482        702.247830700219        329.009021738708     0.00303364270057217        614.036357548752        12334032.2868578       0.447830023922023        1.39569743085404 
                   2.25       0.106060606060606     0.00231145614994047    0.000709863461842063    2.03523493634462E-17    5.49111942477351E-20    1.46827971194358E-17    5.81145114901229E-18    3.45921615753687E-31    4.31479427136966E-20    1.16315137347663E-21    4.74542938174488E-18    1.61205437364413E-25         4822.2660814143        22.2595206404301        699.026866634184        328.337817286966     0.00302131963410407         608.74983466877        12332716.5358351       0.462732218888128        1.39574539907974 
                   2.25        0.10959595959596     0.00230202833555757    0.000706968074033445    2.01447738761932E-17    5.34674128043117E-20    1.16495494275031E-17    5.68028843981908E-18    3.39935783442888E-31    4.25581996057815E-20    1.16315091428471E-21    4.75238857235321E-18    1.63433552841878E-25        4822.67969331732         18.972124711512        695.805902568148        327.666612835224     0.00300899656763597        603.463311788789        12331400.7848125       0.477634413854232        1.39579336730544 
                   2.25       0.113131313131313     0.00228623997745963    0.000702119338419773    1.98883843193693E-17    5.16560488311632E-20    9.40775909164087E-18    5.53694693244261E-18    3.32844483350461E-31     4.1931170336776E-20    1.16315045092403E-21    4.74899928056062E-18    1.64312112657946E-25        4823.09106554694        14.2837240053847        691.967086097956        327.119228790424     0.00298835947152526        596.055350699247         12329477.897016        0.49821778411622        1.39583226492844 
                   2.25       0.116666666666667      0.0022622940099916    0.000694765357138836    1.95669930909035E-17     4.9334782335704E-20    8.20876663485463E-18    5.37904210836457E-18    3.24018053067323E-31    4.12419597141465E-20    1.16314950152437E-21    4.72873205363472E-18    1.63434446975241E-25         4823.5045874352        7.77957083639342        687.303596682133        326.723752497021     0.00295705936488987        585.898624011119        12326768.4427398        0.52620704525699        1.39586000129286 
                   2.25        0.12020202020202     0.00223834804252357    0.000687411375857899    1.92456018624378E-17    4.70135158402448E-20    7.00977417806838E-18    5.22113728428652E-18    3.15191622784184E-31     4.0552749091517E-20    1.16314855212472E-21    4.70846482670882E-18    1.62556781292535E-25        4823.91810932346        1.27541766740216         682.64010726631        326.328276203619     0.00292575925825448        575.741897322991        12324058.9884636       0.554196306397761        1.39588773765727 
                   2.25       0.123737373737374     0.00221255378619053    0.000679489773503955    1.89162067774528E-17    4.46407553917518E-20    5.88762324639382E-18    5.06189466813365E-18     3.0640138480966E-31    3.98623643883816E-20    1.16314829791166E-21    4.68746797701247E-18     1.6107133095753E-25        4824.34522538101        -5.6819669698089        677.786021222661        325.951942828625     0.00289204326351688         565.01770095526        12321261.9387951       0.585234095116758        1.39591414349354 
                   2.25       0.127272727272727     0.00217390631262764    0.000667620910891405    1.85244822829782E-17    4.18080490061876E-20    5.34759680525899E-18    4.89561852515864E-18    2.97030131605129E-31    3.91274354137207E-20    1.16315290187198E-21    4.65215108636239E-18    1.55910562754613E-25        4824.86889910437       -15.7870418237991        671.561834647001        325.698729797578     0.00284152700273757        550.265936914881        12317796.9439137       0.636657229364958         1.3959316299547 
                   2.25       0.130808080808081     0.00213508144173884    0.000655697565359001    1.81323504697459E-17    3.89686184478155E-20    4.81253366113741E-18    4.72949460705519E-18    2.87641162319596E-31    3.83918109749715E-20    1.16315805838214E-21    4.61649728518757E-18    1.50742352435466E-25         4825.3949697941       -25.9408528693518        665.312232023814         325.44618823814     0.00279077884980663        535.455402611776        12314322.8907822        0.68846363098821         1.3959490537162 
                   2.25       0.134343434343434     0.00209625657085004    0.000643774219826597    1.77402186565136E-17    3.61291878894433E-20    4.27747051701585E-18    4.56337068895175E-18    2.78252193034064E-31    3.76561865362223E-20    1.16316321489231E-21    4.58084348401275E-18     1.4557414211632E-25        4825.92104048384       -36.0946639149043        659.062629400628        325.193646678701     0.00274003069687569         520.64486830867        12310848.8376506       0.740270032611461        1.39596647747769 
                   2.25       0.137878787878788     0.00205332202926217    0.000630588763885054    1.73213824582484E-17    3.32284787385331E-20    3.85139989116648E-18    4.39706368450004E-18    2.68851415587135E-31    3.68667933315682E-20    1.16316762162577E-21    4.53356895754188E-18    1.39561042975571E-25        4826.53407317032       -47.7395418941632        652.030912520461        324.977532486413     0.00268391077851366         504.62562881124        12307321.6408652       0.814295139276572        1.39598141959231 
                   2.25       0.141414141414141     0.00200494029988825    0.000615730430395601    1.68760957907148E-17    3.02492173878061E-20    3.56660344223098E-18    4.23211923797295E-18    2.59476662226585E-31    3.60257063037369E-20    1.16317716913169E-21    4.47353287745248E-18    1.32578285505368E-25        4827.26039349011       -61.3274152870608        643.966290324827        324.803918558588     0.00262067078745666        486.966770270802        12303694.7858279       0.916549096510086        1.39599350787992 
                   2.25       0.144949494949495     0.00195655857051433    0.000600872096906148    1.64308091231811E-17    2.72699560370792E-20    3.28180699329549E-18    4.06717479144587E-18    2.50101908866036E-31    3.51846192759057E-20    1.16318671663761E-21    4.41349679736308E-18    1.25595528035165E-25         4827.9867138099       -74.9152886799582        635.901668129193        324.630304630763     0.00255743079639966        469.307911730363        12300067.9307907         1.0188030537436        1.39600559616752 
                   2.25       0.148484848484848      0.0019081768411404    0.000586013763416695    1.59855224556475E-17    2.42906946863523E-20    2.99701054435999E-18    3.90223034491878E-18    2.40727155505487E-31    3.43435322480744E-20    1.16319626414353E-21    4.35346071727367E-18    1.18612770564962E-25        4828.71303412969       -88.5031620728557        627.837045933559        324.456690702938     0.00249419080534266        451.649053189925        12296441.0757535        1.12105701097711        1.39601768445513 
                   2.25       0.152020202020202     0.00185889253670725    0.000570878232512539    1.55131411132094E-17    2.14763674550625E-20    2.75390135366133E-18    3.74020910966505E-18    2.31202045297006E-31    3.34200858479897E-20    8.82863667502044E-22    4.27549081103661E-18    1.12451522188509E-25        4829.52321876278       -103.126654617367        619.100361126698        324.304625761814     0.00242977101047305         433.87250740474        12293014.2886648         1.2717282508913        1.39602817139532 
                   2.25       0.155555555555556     0.00180765915321231     0.00055514411311753    1.50120833757505E-17    1.89281943156551E-20    2.57964145558873E-18    3.58486359363726E-18    2.21676879143799E-31    3.24016144113481E-20    8.72488993027909E-22    4.17465810280106E-18    1.07325175159798E-25        4830.47312807844       -119.522408559907        609.218727858003         324.18385268476      0.0023628033672237        415.707244077158        12289855.2592643        1.49995522678774        1.39603644924055 
                   2.25       0.159090909090909     0.00175642183360071    0.000539408784850336    1.45110772370448E-17    1.63806327825553E-20     2.4054608165331E-18    3.42954526652647E-18    2.12153066565062E-31    3.13832145200375E-20     8.7239008817151E-22    4.07382308719716E-18    1.02198960669778E-25        4831.42328519288       -135.921362665555        599.334932933503        324.063100599371     0.00229583057641235        397.540925662095         12286696.512786        1.72834668868482        1.39604472539944 
                   2.25       0.162626262626263     0.00170518451398911    0.000523673456583142    1.40100710983392E-17    1.38330712494556E-20    2.23128017747748E-18    3.27422693941568E-18    2.02629253986325E-31    3.03648146287269E-20    8.72291183315111E-22    3.97298807159326E-18    9.70727461797588E-26        4832.37344230731       -152.320316771203        589.451138009003        323.942348513982       0.002228857785601        379.374607247032        12283537.7663078        1.95673815058189        1.39605300155832 
                   2.25       0.166161616161616     0.00165404669668171    0.000507968687767933    1.35077605788702E-17    1.12700487322804E-20    2.05509592533947E-18    3.11822129530461E-18    1.93071223981993E-31    2.93446061209756E-20    6.12427935906422E-22    3.87221138466396E-18    9.19431812033629E-26        4833.31733524017       -168.638372968775        579.621988246855        323.821065773838     0.00216201512159363          361.2349607131        12280371.8677494        2.18097152024819        1.39606132034693 
                   2.25        0.16969696969697     0.00160540405627085    0.000493030186933049    1.30462713069835E-17    9.73600417874881E-21    1.93631584790679E-18    2.98137705427122E-18    1.85344458881094E-31    2.83987386024334E-20    2.90959613023184E-22     3.7712170798614E-18    8.70475155269153E-26        4834.44157876682       -186.678863893332        568.360581241429        323.738055561113     0.00209843384859826        344.520308194396        12278218.6289986        2.76264563697278        1.39606695521304 
                   2.25       0.173232323232323     0.00155688070903695    0.000478128324890702    1.25890523487559E-17     8.2817462028598E-21    1.82213520113214E-18    2.84663046182391E-18    1.77751430662369E-31      2.745997628695E-20    2.90863620829397E-22    3.67018563175637E-18    8.21625302223041E-26        4835.58253604565       -204.887359586379        556.963114296824        323.657592381939      0.0020350085687821        327.891397043336        12276146.3373569        3.37996396967168        1.39607239675589 
                   2.25       0.176767676767677     0.00150835736180304    0.000463226462848354    1.21318333905283E-17     6.8274882269708E-21     1.7079545543575E-18     2.7118838693766E-18    1.70158402443644E-31    2.65212139714667E-20     2.9076762863561E-22    3.56915418365135E-18    7.72775449176929E-26        4836.72349332448       -223.095855279425        545.565647352219        323.577129202765     0.00197158328896593        311.262485892277        12274074.0457153        3.99728230237056        1.39607783829874 
                   2.25        0.18030303030303     0.00145983401456914    0.000448324600806006    1.16746144323007E-17     5.3732302510818E-21    1.59377390758286E-18    2.57713727692929E-18    1.62565374224918E-31    2.55824516559834E-20    2.90671636441824E-22    3.46812273554633E-18    7.23925596130817E-26        4837.86445060332       -241.304350972471        534.168180407614        323.496666023591     0.00190815800914977        294.633574741217        12272001.7540736        4.61460063506945        1.39608327984159 
                   2.25       0.183838383838384     0.00141131949215724    0.000433425445123508    1.12155253547467E-17    3.89436009524133E-21    1.47813597634218E-18    2.44139206153733E-18     1.5493852415361E-31    2.46409598853067E-20    7.87490695074092E-25    3.36715767514678E-18    6.75082181180684E-26        4838.99859369169       -259.439943681115         522.82805996679        323.415677098237     0.00184474419531296        277.993573613523        12269903.2406179        5.21693263378136        1.39608877187273 
                   2.25       0.187373737373737     0.00137043725407715    0.000420870251454003    1.08742007916931E-17    3.42097760566423E-21    1.40242730057105E-18    2.33531014443721E-18    1.50220559267044E-31    2.39657141198611E-20    2.90598324456217E-22    3.29751160388288E-18     6.2279247473838E-26         4840.2072026039       -277.361372444038        511.181501550195        323.366284030982     0.00179130683274056        264.695866821828        12269423.2561155        7.03623353308868        1.39609206141976 
                   2.25       0.190909090909091     0.00132970726061808    0.000408361802253077    1.05362170925711E-17    2.96531479551207E-21    1.32789469412495E-18    2.23048582591886E-18    1.45550307146166E-31    2.32966335146201E-20    2.90596642301345E-22    3.22832265744725E-18    5.70707143605133E-26        4841.41914736932        -295.29070635729        499.518641281579        323.317412951707     0.00173806839539919        251.470303182296         12268990.146925        8.91266610242393         1.3960953509668 
                   2.25       0.194444444444444     0.00128897726715902     0.00039585335305215    1.01982333934492E-17    2.50965198535989E-21    1.25336208767885E-18    2.12566150740051E-18    1.40880055025288E-31    2.26275529093791E-20    2.90594960146473E-22    3.15913371101163E-18    5.18621812471885E-26        4842.63109213475       -313.220040270542        487.855781012963        323.268541872432     0.00168482995805781        238.244739542765        12268557.0377346        10.7890986717592        1.39609864051383 
                   2.25       0.197979797979798     0.00124824727369995    0.000383344903851223     9.8602496943273E-18    2.05398917520773E-21    1.17882948123275E-18    2.02083718888217E-18     1.3620980290441E-31    2.19584723041381E-20    2.90593277991602E-22      3.089944764576E-18    4.66536481338639E-26        4843.84303690017       -331.149374183794        476.192920744347        323.219670793157     0.00163159152071644        225.019175903233        12268123.9285441        12.6655312410944        1.39610193006087 
                   2.25       0.201515151515152     0.00120749590406566    0.000370829891410531    9.52179691529766E-18    1.59583840213364E-21    1.10413174669352E-18    1.91583629501123E-18    1.31532851588299E-31    2.12885260686772E-20    3.31283234585758E-22    3.02069163472057E-18    4.14422454528743E-26        4845.05451328923       -349.077598160437        464.532349366089        323.170726423236     0.00157832515292626        211.783482876857        12267684.2377426        14.5339421372782         1.3961052196079 
                   2.25       0.205050505050505     0.00117265199598213    0.000360129097648952    9.22878055876555E-18    1.32131689017136E-21    1.04309068754018E-18    1.82620233521435E-18    1.27659725992473E-31    2.07078415416394E-20     8.3554504538759E-22    2.95947676530689E-18    3.71548528556319E-26        4846.18654751144       -365.310485901989        453.891231800971        323.133525704438     0.00153278046788635        200.810805495099         12268032.613084        17.8483446619914        1.39610768593035 
                   2.25       0.208585858585859     0.00114372281609425    0.000351244744793752    8.98690047056669E-18    1.24359940114449E-21    9.97401754159453E-19    1.75409743212631E-18    1.24641827381568E-31    2.02265037072684E-20    8.71773739030589E-22    2.90704643666414E-18     3.3762818092075E-26        4847.24693537102       -379.912802249974        444.218733308965        323.108239570705      0.0014949669382363        192.124141254088        12269217.7444166        22.7280740967934        1.39610934758246 
                   2.25       0.212121212121212       0.001114829075467    0.000342371276118242    8.74548709453432E-18    1.16644661930932E-21    9.51830566854357E-19    1.68215382795486E-18    1.21629551014203E-31    1.97460408413833E-20    8.71773757319478E-22    2.85469372579718E-18    3.03743112121638E-26        4848.30683012802       -394.504071540246        434.553324498195        323.083009748069     0.00145719973855795        183.451006229694        12270408.2368091        27.6236285133464        1.39611100328957 
                   2.25       0.215656565656566     0.00108593533483975    0.000333497807442731    8.50407371850195E-18    1.08929383747415E-21     9.0625937954926E-19    1.61021022378341E-18    1.18617274646837E-31    1.92655779754981E-20    8.71773775608367E-22    2.80234101493022E-18    2.69858043322526E-26        4849.36672488503       -409.095340830519        424.887915687426        323.057779925433     0.00141943253887961        174.777871205301        12271598.7292016        32.5191829298993        1.39611265899668 
                   2.25       0.219191919191919     0.00105704159421249    0.000324624338767221    8.26266034246958E-18    1.01214105563897E-21    8.60688192244164E-19    1.53826661961197E-18    1.15604998279472E-31     1.8785115109613E-20    8.71773793897256E-22    2.74998830406326E-18    2.35972974523414E-26        4850.42661964203       -423.686610120791        415.222506876656        323.032550102797     0.00138166533920126        166.104736180908        12272789.2215941        37.4147373464523        1.39611431470379 
                   2.25       0.222727272727273     0.00102810729401942    0.000315738413353206    8.02071282315945E-18    9.34341977066744E-22    8.14982246774841E-19    1.46613841187071E-18    1.12586287360346E-31    1.83036508587875E-20    9.13236848275582E-22    2.69754676111488E-18    2.02047529760927E-26        4851.48707874565       -438.290522560396         405.54898405934        323.007255833173     0.00134384511574355          157.4161172231        12273973.5783546        42.2921803696672        1.39611597721485 
                   2.25       0.226262626262626     0.00100438668294007    0.000308453655045584    7.80694593951361E-18    8.79014533907345E-22    7.77115195359098E-19    1.40483977146099E-18    1.09936434186051E-31    1.78724568518301E-20     1.1623650843816E-21    2.64855894401713E-18    1.76946931774283E-26        4852.40411903508       -450.624373827129        397.432711427556        322.988431731803      0.0013128397357833        150.500253450322        12275463.0407235        48.7428246050245        1.39611727159607 
                   2.25        0.22979797979798    0.000987091537290718    0.000303142220928812    7.63341509306529E-18    8.56109633500372E-22    7.50012254874572E-19    1.35854150716752E-18    1.07798650442952E-31    1.75139883566813E-20    1.16236509097679E-21     2.6049942861201E-18    1.61889226915307E-26        4853.14961722256       -460.203777811605        391.203065787168        322.977655345943     0.00129023324529302        145.785136812308         12277366.840014        57.2388386981138        1.39611803396335 
                   2.25       0.233333333333333    0.000969876514547698    0.000297855394176224    7.46075768915444E-18    8.33401099803308E-22    7.23090052194524E-19    1.31252684099655E-18    1.05670406048369E-31    1.71571691591615E-20    1.16236509825211E-21    2.56158853271161E-18    1.46849713268745E-26        4853.89266386412       -469.745082536078        385.000353007785          322.9669583451     0.00126773149158572        141.096495931245        12279274.2755138        65.7681269039334         1.3961187829931 
