                   2.25      0.0353535353535354     0.00213225545557179    0.000654829752038415    2.28011490214315E-17    4.35100822097401E-20    5.98347083145893E-18    6.84669517246064E-18    3.20808564479229E-31     7.7087928961025E-20    8.72462265691961E-22    2.59138670267436E-18    9.96626003064648E-25        3135.39756790257        12.9203675314672        751.283001102126         406.60162196055     0.00278708486794216        603.363644704102        5674380.47525978       0.329227612884496        1.38778005685174 
                   2.25      0.0388888888888889     0.00218928171939913    0.000672342947868128    2.16687083925881E-17    3.77826416255315E-20    5.35128597282955E-18     6.9841066561462E-18    2.42115360126487E-31     6.4119864232428E-20    2.98356279963829E-21    2.53925729027396E-18    1.00774290600942E-24        3149.17769942729        13.1668235327382        731.668171095214         391.05033991762     0.00286162487098926          603.3838693855        5697602.92418701       0.373459073230869        1.38972835339043 
                   2.25      0.0424242424242424     0.00223175885969267    0.000685387870261141    2.10073645802583E-17    3.38125243299689E-20    4.93454495798046E-18    7.10490653358996E-18      2.085018650801E-31    5.54703708521727E-20    5.81171174830295E-21    2.50078360212506E-18      9.906061341379E-25        3158.97678001633         13.360277498688        717.748411671652        378.533822210624     0.00291714722031418        603.431067901747        5714277.37988448       0.409561807314546        1.39117131890552 
                   2.25       0.045959595959596     0.00226400034054914    0.000695289302224469    2.06584828905387E-17    3.11239431158326E-20    4.66102556362557E-18    7.22119994289724E-18    1.91178991943428E-31    4.97161843325513E-20    5.29317627507785E-21    2.48219188876338E-18    9.47168726285161E-25        3166.11985196046        13.5185439329447        707.564137313366        368.367529501708     0.00295928969247641        603.494908444168        5726466.68656538       0.438838350797088        1.39226043996642 
                   2.25      0.0494949494949495      0.0022877183769832    0.000702573348153702    2.05445476476914E-17    2.95767888072836E-20    4.49886351788452E-18    7.33942660708983E-18    1.83135759640126E-31      4.625936765577E-20     9.8303675735013E-22    2.49472918880009E-18     8.7530092981002E-25        3171.15204528829        13.6487600100162         700.31620177747        360.362415547457     0.00299029155898414         603.57123061637        5735020.41352814       0.461579649448721        1.39305546259353 
                   2.25       0.053030303030303     0.00230516328221772    0.000707930832854192    2.05385863796736E-17     2.8847926903449E-20    4.40861413636877E-18    7.46322070745895E-18    1.80560421220902E-31    4.43086169868767E-20    5.81466074425967E-22    2.53799073328485E-18    7.61012656311112E-25        3174.70382680655        13.7583881080101        695.116688296193        354.158853172924     0.00301309411544167        603.655362143565        5740993.87680731       0.478866909420749        1.39363513832574 
                   2.25      0.0565656565656566     0.00231954530242616    0.000712347705475845    2.05983444085297E-17    2.85253346182176E-20    4.34937114795338E-18    7.58451534326782E-18    1.80653027190729E-31    4.30408713322427E-20    5.81484677884376E-22    2.60121844524144E-18    6.31655499042615E-25        3177.54951096292        13.8581444552626        690.895308499404        348.899683174574     0.00303189326379843        603.743173811853         5745732.4069096       0.493345190119797         1.3941095732919 
                   2.25      0.0601010101010101     0.00233045166909631    0.000715697225266935    2.07413730481319E-17    2.86661655691038E-20    4.32206153013042E-18    7.69929293118116E-18    1.83707411579303E-31    4.24992357109371E-20    5.81486838648551E-22    2.68996597688523E-18    4.89556060053581E-25        3179.60712934735        13.9469358544613         687.76630107397        344.763452946754     0.00304614943299115        603.835263389068         5749089.4012981       0.504517019026994        1.39446473830966 
                   2.25      0.0636363636363636     0.00233886236399587    0.000718280191410655    2.09584700998427E-17    2.90371409583634E-20    4.30955109753653E-18    7.79346690991546E-18    1.88166528225763E-31    4.22840282517096E-20    8.72201634251563E-22    2.78936371701398E-18    3.75999516149796E-25         3181.1222462278        14.0279560064903        685.399522465664        341.524744717488      0.0030571428048092        603.929978116726        5751500.99635137       0.513158349280967        1.39473361353228 
                   2.25      0.0671717171717172     0.00234617604266715     0.00072052619591893    2.12080520471061E-17    2.95103528776629E-20    4.30364477741627E-18    7.87858705830217E-18    1.93245354900629E-31    4.22146734533717E-20    9.74402636929474E-22    2.89340069054212E-18    2.74820635144387E-25        3182.39786616426         14.105786556636        683.368393964043        338.680326939419     0.00306670187094607        604.026214335197        5753494.42932155       0.520685398710894        1.39496450253224 
                   2.25      0.0707070707070707     0.00235138901151887    0.000722127103516769    2.13713463256628E-17    2.97204655980645E-20    4.30262074599867E-18     7.9307661143184E-18    1.95814934454051E-31    4.20911092368202E-20    1.16296651218575E-21     2.9516382481122E-18    2.27967058876144E-25        3183.23692108758        14.1784512964279        681.968414170119        336.658099453954     0.00307351601598973        604.126910534533          5754743.095661       0.525972235665633        1.39512305773481 
                   2.25      0.0742424242424242     0.00235630487724717    0.000723636770588629    2.15237413138694E-17    2.98982214813073E-20    4.30236324095537E-18    7.97845237374331E-18    1.98066671621491E-31    4.19644496475433E-20    1.16296860437434E-21    3.00393998809564E-18    1.88449879991191E-25        3184.01361915702        14.2505201314571        680.658062342283        334.752584746238     0.00307994191460474        604.228514320029        5755884.78326192       0.530940541605644          1.395271310744 
                   2.25      0.0777777777777778     0.00235986379554353    0.000724729714306804    2.15537908043742E-17    2.97402404974094E-20     4.3012977731374E-18     8.0003231024395E-18    1.97679823187073E-31    4.16679845725731E-20    1.16296397639091E-21    3.01052603188308E-18    1.77575887429534E-25        3184.52436146695        14.3228895322859        679.758564141354        333.409072865368     0.00308459354266416        604.340798929703        5756598.81435177        0.53437195383115        1.39537285745183 
                   2.25      0.0813131313131313     0.00236320660414131    0.000725756299465609    2.15660317764178E-17    2.95348626283533E-20    4.30020000651428E-18    8.01827424651452E-18     1.9691224144221E-31    4.13510406718441E-20    1.16295833030422E-21     3.0104194544051E-18    1.71020432441942E-25        3184.99208596433        14.3955550379578        678.925114221268        332.155933534199     0.00308896259611917        604.455314575422        5757243.26053548       0.537555457730875         1.3954668368115 
                   2.25      0.0848484848484848     0.00236589729388649    0.000726582665384179     2.1525976940904E-17    2.92067380313557E-20    4.29683203049189E-18    8.02507890856348E-18    1.95057165223272E-31     4.0933620154522E-20    8.72288387067222E-22    2.99045994492569E-18    1.71710717041528E-25        3185.34298836901        14.4734637084885          678.2959480031        331.176159737746     0.00309247979612685        604.582967062785        5757723.19494933       0.539940126515124        1.39553946364438 
                   2.25      0.0883838383838384     0.00236821288880401    0.000727293889913452    2.14577848398852E-17    2.88152449290441E-20    4.29234476918025E-18      8.025718070672E-18    1.92617486544442E-31    4.04684019517558E-20    8.72168911198786E-22    2.95969719717651E-18    1.76416372364436E-25        3185.62610841566        14.5548634382388        677.785363350547        330.354354132158     0.00309550706558083        604.719137871188        5758107.71369563       0.541859704490413        1.39559970814444 
                   2.25      0.0919191919191919     0.00237039845498038    0.000727965151447459    2.13958886563823E-17    2.84820508401948E-20    4.28699179169603E-18    8.02447564777936E-18     1.9058797364307E-31    4.00495929703468E-20    5.81470765249327E-22    2.93476231392076E-18    1.80037631296753E-25        3185.89067717991        14.6354116533628        677.310854738265        329.580820220133     0.00309836417789675        604.854037428714        5758469.69295999       0.543638355898449        1.39565626434697 
                   2.25      0.0954545454545454     0.00237197127155639    0.000728448143393198    2.13602771871276E-17    2.84069243406957E-20    4.27819072218391E-18    8.01491522403999E-18    1.90297716854364E-31    3.98388108189424E-20     2.5436525457431E-21    2.93416698749815E-18    1.79153739565058E-25        3186.06836100398        14.7127600350189        677.008228002524         329.03250382905      0.0031004199176905        604.984697578501        5758728.90471957       0.544742366347274        1.39569567691263 
                   2.25       0.098989898989899     0.00237354187896716    0.000728930456073904    2.13245587658581E-17    2.83319800167176E-20    4.26939617629045E-18    8.00534199280944E-18    1.90005181142917E-31     3.9627891099389E-20    4.68313777479013E-21    2.93352054467481E-18    1.78275871813522E-25        3186.24587723723        14.7900396346067        676.706113349863        328.484686486204     0.00310247277349362        605.115250656371        5758988.08597017       0.545844381926998        1.39573504401638 
                   2.25       0.102525252525253     0.00237478629142962    0.000729312590316492    2.13003389827761E-17    2.84144003114428E-20    4.25729266130291E-18    7.98897005135967E-18     1.9074394344418E-31    3.94989097491591E-20    5.23051184353325E-21    2.94824742502083E-18    1.73506561869996E-25        3186.39760188291        14.8427402435122        676.454297676825        328.013785463112     0.00310409924382009        605.207338988133        5759216.11728838       0.546780495789587        1.39576876509632 
                   2.25       0.106060606060606     0.00237563630784638    0.000729573567072183    2.12884507443477E-17     2.8679382224226E-20    4.24148837993505E-18    7.96468631434086E-18    1.92656544511786E-31    3.94615424506842E-20    5.23050955637646E-21     2.9803671054102E-18    1.64467452660424E-25        3186.51885539204        14.8654578046024        676.262739903022        327.634654772615     0.00310521015943629        605.252412601433        5759408.31686815       0.547518245512533        1.39579576707767 
                   2.25        0.10959595959596     0.00237648632426313    0.000729834543827873    2.12765625059192E-17    2.89443641370091E-20     4.2256840985672E-18    7.94040257732206E-18    1.94569145579392E-31    3.94241751522094E-20    5.23050726921968E-21    3.01248678579957E-18    1.55428343450851E-25        3186.64010890116        14.8881753656927         676.07118212922        327.255524082117     0.00310632107505249        605.297486214734        5759600.51644792       0.548255995235479        1.39582276905903 
                   2.25       0.113131313131313     0.00237700541051731    0.000729993943574833    2.12692453582229E-17    2.92748196306865E-20    4.20352433489038E-18    7.90337863011969E-18     1.9702068200971E-31    3.94162678993716E-20    5.23050659808541E-21    3.05325936644771E-18    1.45831242301074E-25        3186.74959666705        14.8512888169409        675.867956981247        326.923234559573     0.00310699953939795        605.247760829798        5759742.52101927          0.549130832993        1.39584629367056 
                   2.25       0.116666666666667     0.00237710912435569    0.000730025836632709    2.12674100107648E-17    2.96884864303455E-20    4.17393066595393E-18    7.85126817465557E-18    2.00153374381076E-31    3.94436509852213E-20    5.23050659808541E-21    3.10501350972025E-18    1.35682304593841E-25        3186.84539835718        14.7370997854566        675.645376249577        326.647979453925     0.00310713518138008        605.074846872964        5759820.57982434       0.550200425527894        1.39586558697068 
                   2.25        0.12020202020202     0.00237721283819406    0.000730057729690586    2.12655746633067E-17    3.01021532300045E-20    4.14433699701747E-18    7.79915771919144E-18    2.03286066752441E-31    3.94710340710711E-20    5.23050659808541E-21    3.15676765299278E-18    1.25533366886608E-25        3186.94120004731        14.6229107539724        675.422795517907        326.372724348277      0.0031072708233622        604.901932916129         5759898.6386294       0.551270018062788         1.3958848802708 
                   2.25       0.123737373737374     0.00237707128183719     0.00073001428582421    2.12573037439452E-17    3.04915486733062E-20    4.11120070193903E-18    7.74018063884201E-18    2.06330441460358E-31    3.94948258612889E-20    5.35128631659859E-21    3.20775788195672E-18    1.16238650712733E-25        3187.03645250882        14.4492842434012           675.161593759        326.106800983106     0.00310708587366801        604.632185144311        5759935.33577117       0.552594679151306         1.3959035167835 
                   2.25       0.127272727272727     0.00237534316057417    0.000729483583384654    2.12121017580926E-17    3.07515169655074E-20    4.05724716587005E-18    7.64061242809958E-18    2.08967702291427E-31     3.9499544218678E-20    6.76625058365228E-21    3.25634607283741E-18    1.11864638184044E-25        3187.12996331239        13.8870844897712        674.643776601811         325.90018052697     0.00310482714973833        603.730053036139        5759703.79449694       0.555600156738122        1.39591772119306 
                   2.25       0.130808080808081     0.00237357775015514    0.000728941424105335    2.11665056021535E-17    3.10097528289066E-20    4.00318011374687E-18    7.54081737861157E-18    2.11597643534955E-31    3.95036457600354E-20    8.35102437671805E-21    3.30488847298784E-18    1.07500390664127E-25        3187.22376660293        13.3158945795594        674.120252381813        325.694024661416     0.00310251965940281        602.813357217063        5759467.37345573       0.558643740046126        1.39593189425278 
                   2.25       0.134343434343434      0.0023718123397361    0.000728399264826015    2.11209094462143E-17    3.12679886923058E-20    3.94911306162369E-18    7.44102232912355E-18    2.14227584778483E-31    3.95077473013929E-20     9.9357981697838E-21    3.35343087313827E-18     1.0313614314421E-25        3187.31756989347        12.7447046693477        673.596728161815        325.487868795862     0.00310021216906729        601.896661397987        5759230.95241452        0.56168732335413         1.3959460673125 
                   2.25       0.137878787878788     0.00236744034682998    0.000727056604403457       2.09756957366E-17    3.12410108638071E-20    3.88072247285262E-18    7.31338277066161E-18    2.15150168109782E-31    3.93186501431964E-20    1.00558266764806E-20    3.37934145250283E-18    1.02121598282179E-25        3187.43219342766        11.5964217503684        672.763781367143        325.305690104841      0.0030944974910477        600.049179224745        5758747.59650803       0.567101109959167        1.39595861652821 
                   2.25       0.141414141414141     0.00235977435547349    0.000724702303084159    2.07227013454611E-17    3.08907379059115E-20    3.79650536532724E-18     7.1549302997325E-18    2.14212492657411E-31     3.8923668001931E-20    8.62194665551705E-21    3.38137618990339E-18    1.04643175017992E-25        3187.57459027921        9.71655714423165        671.536587350295        325.152224970097     0.00308447699731405        597.022824480437        5757953.63599716        0.57553124938372        1.39596923422122 
                   2.25       0.144949494949495     0.00235210836411699    0.000722348001764861    2.04697069543223E-17    3.05404649480159E-20    3.71228825780187E-18    6.99647782880339E-18     2.1327481720504E-31    3.85286858606657E-20    7.18806663455355E-21    3.38341092730395E-18    1.07164751753805E-25        3187.71698713076        7.83669253809491        670.309393333447        324.998759835353      0.0030744565035804        593.996469736128        5757159.67548629       0.583961388808273        1.39597985191423 
                   2.25       0.148484848484848     0.00234444237276049    0.000719993700445564    2.02167125631835E-17    3.01901919901203E-20     3.6280711502765E-18    6.83802535787428E-18    2.12337141752669E-31    3.81337037194004E-20    5.75418661359005E-21    3.38544566470451E-18    1.09686328489618E-25        3187.85938398231        5.95682793195817        669.082199316599        324.845294700609     0.00306443600984676         590.97011499182        5756365.71497541       0.592391528232826        1.39599046960724 
                   2.25       0.152020202020202     0.00233254315102072    0.000716339356495666    1.98982997362939E-17    2.96597973179645E-20    3.53529283253047E-18    6.66299850663554E-18    2.10839296429006E-31    3.76316879778866E-20    5.23052477286024E-21    3.38352385127426E-18    1.11628236317067E-25        3188.05890070656        3.13798269192958        667.388388774144        324.707807223007     0.00304888234953279        586.501549769115        5755305.28908628       0.605315804328825        1.39599996788577 
                   2.25       0.155555555555556     0.00231390076387782    0.000710614183621299    1.94926880645747E-17    2.88474725814046E-20    3.43123885906114E-18    6.46605070619389E-18    2.08515618870894E-31    3.69910838116909E-20    3.95378948513708E-21    3.37665711684369E-18    1.12623988958551E-25         3188.3506659303       -1.18253155345284         664.94172563702        324.594674350411     0.00302451495658313        579.727804553568        5753814.81078437        0.62546693323811        1.39600776693582 
                   2.25       0.159090909090909     0.00229524655788645    0.000704885381763069    1.90870693720199E-17    2.80346838172088E-20    3.32718864832086E-18    6.26910920183279E-18    2.06190915739005E-31    3.63504902955908E-20     2.6565016119849E-21    3.36978914279685E-18    1.13617711650422E-25        3188.64262369456       -5.50577150276453        662.493643161162        324.481565923121     0.00300013211765383        572.949991703809        5752323.61456708       0.645632685844466        1.39601556408872 
                   2.25       0.162626262626263     0.00227659235189508    0.000699156579904838    1.86814506794652E-17     2.7221895053013E-20    3.22313843758058E-18    6.07216769747169E-18    2.03866212607116E-31    3.57098967794907E-20    1.35921373883274E-21       3.36292116875E-18    1.14611434342294E-25        3188.93458145882       -9.82901145207619        660.045560685304        324.368457495831     0.00297574927872452         566.17217885405         5750832.4183498       0.665798438450821        1.39602336124163 
                   2.25       0.166161616161616     0.00225823691821129    0.000693519516246531    1.82760094687729E-17    2.64208365862327E-20    3.11899310765461E-18    5.87506703255284E-18    2.01567435270356E-31    3.50690340363465E-20    5.81480997833116E-22    3.35608453134451E-18    1.15656472755126E-25        3189.22167193216       -14.0833474929214        657.633358110095         324.25473110812     0.00295175690346831        559.497192981369        5749359.37053603       0.685594514118462        1.39603120635297 
                   2.25        0.16969696969697     0.00222819988050437    0.000684294947103573    1.77890689752193E-17    2.51817453291157E-20    3.00964017082035E-18    5.66764714984241E-18    1.97586343276727E-31    3.42652180531069E-20    5.81482489011994E-22    3.32797660361544E-18    1.15335476777624E-25        3189.74492875676       -21.2937680925199        653.654142990028        324.167879676475     0.00291249522829391        548.884885419302        5747287.96326169       0.727378974035872         1.3960372030214 
                   2.25       0.173232323232323     0.00219716034419141    0.000674762500851471    1.72970915075531E-17    2.39037046644044E-20    2.90023410974944E-18    5.46007680628018E-18    1.93457151084931E-31    3.34501308397018E-20     5.8148240313186E-22    3.29801644588306E-18    1.14908717539219E-25         3190.2896670686       -28.7660334807611         649.53263329691        324.082984673658     0.00287192311640568        537.933004748828        5745164.36927334       0.771284291259075        1.39604305388385 
                   2.25       0.176767676767677     0.00216612080787845    0.000665230054599369     1.6805114039887E-17    2.26256639996932E-20    2.79082804867854E-18    5.25250646271795E-18    1.89327958893134E-31    3.26350436262967E-20    5.81482317251726E-22    3.26805628815067E-18    1.14481958300814E-25        3190.83440538043       -36.2382988690023        645.411123603792        323.998089670842     0.00283135100451744        526.981124078354        5743040.77528501       0.815189608482277        1.39604890474629 
                   2.25        0.18030303030303     0.00213508127156549    0.000655697608347267    1.63131365722209E-17     2.1347623334982E-20    2.68142198760763E-18    5.04493611915572E-18    1.85198766701337E-31    3.18199564128915E-20    5.81482231371592E-22    3.23809613041829E-18     1.1405519906241E-25        3191.37914369227       -43.7105642572434        641.289613910674        323.913194668025     0.00279077889262921         516.02924340788        5740917.18129667       0.859094925705479        1.39605475560874 
                   2.25       0.183838383838384     0.00210440782583311    0.000646277594764812    1.58220408336103E-17    2.00847611362878E-20    2.57183043644289E-18    4.83703863735353E-18      1.811272427293E-31    3.10077743963391E-20    5.82261221244941E-22    3.20885496391912E-18    1.13659787948753E-25        3191.91540556828       -51.0831831397067        637.224037022751        323.827786601083     0.00275068535655372         505.20235853171         5738813.1431706       0.902123851797419        1.39606065188457 
                   2.25       0.187373737373737     0.00206439956633658    0.000633990787090596    1.53067539033296E-17     1.8607600424631E-20     2.4656687792209E-18    4.63550438944668E-18    1.75819949543471E-31     3.0113224366982E-20    1.35447233604603E-21    3.15554477167982E-18    1.12655697168752E-25         3192.7581112316       -61.7064600601243         631.24701888001        323.763886285967     0.00269839026908189         491.33805187682        5736378.31732347       0.998041117766246        1.39606490990681 
                   2.25       0.190909090909091     0.00202407325636122     0.00062160629903532    1.47903435069034E-17     1.7123790437359E-20    2.35974723421921E-18    4.43441437595943E-18      1.704551689084E-31    2.92139892380303E-20    2.41647868411376E-21    3.10105890198391E-18    1.11668665734096E-25        3193.61263847693         -72.45276521024        625.196039758162        323.700509480663     0.00264567943913952        477.370939460969        5733933.71747512        1.09652112607321         1.3960691144272 
                   2.25       0.194444444444444     0.00198374694638587    0.000609221810980044    1.42739331104773E-17     1.5639980450087E-20    2.25382568921752E-18    4.23332436247218E-18    1.65090388273329E-31    2.83147541090785E-20     3.4784850321815E-21      3.046573032288E-18    1.10681634299441E-25        3194.46716572226       -83.1990703603559        619.145060636313        323.637132675359     0.00259296860919715        463.403827045118        5731489.11762677        1.19500113438017        1.39607331894758 
                   2.25       0.197979797979798     0.00194342063641051    0.000596837322924768    1.37575227140512E-17     1.4156170462815E-20    2.14790414421583E-18    4.03223434898494E-18    1.59725607638257E-31    2.74155189801268E-20    4.54049138024922E-21    2.99208716259208E-18    1.09694602864785E-25        3195.32169296759       -93.9453755104716        613.094081514464        323.573755870054     0.00254025777925478        449.436714629268        5729044.51777843        1.29348114268713        1.39607752346796 
                   2.25       0.201515151515152     0.00190313898287502    0.000584466549856115    1.32412700598757E-17    1.26732940788432E-20    2.04194888583328E-18     3.8310819619785E-18    1.54368898630147E-31    2.65169416708679E-20    5.56180851616888E-21    2.93776636596832E-18    1.08705176182582E-25        3196.17456038279       -104.674406664456        607.053487014666         323.51030556043     0.00248760532236911        435.484036838068          5726601.290266        1.39160132462462        1.39608173550037 
                   2.25       0.205050505050505     0.00186110335090684    0.000571557132860109    1.27357761629222E-17    1.13702827784323E-20    1.94119105508128E-18    3.64011214867933E-18    1.49099705839654E-31    2.56214330256523E-20    5.81169687965838E-21    2.87673462763276E-18    1.07200456211413E-25        3197.17732562568       -116.834661776766        600.075693146299        323.456313034441     0.00243266024292299        421.101556997574        5724273.94556828        1.56617930432384        1.39608537768347 
                   2.25       0.208585858585859     0.00181673282441522    0.000557930648386663    1.22401765351417E-17    1.02346797017879E-20    1.84611509970962E-18    3.46021329259801E-18    1.43824133032425E-31    2.47233320087703E-20    5.81169621183054E-21    2.80742168274333E-18    1.05234381889529E-25        3198.35283818478       -130.661969914749        592.017533780661        323.412364079482     0.00237466320163326        406.103657271439        5722051.49779286        1.82685486670051        1.39608835995912 
                   2.25       0.212121212121212     0.00177233804183466    0.000544296713787287    1.17447416720706E-17    9.10050580345019E-21    1.75109628899124E-18    3.28042465092225E-18    1.38548746570784E-31    2.38253717574967E-20    5.81169554400269E-21    2.73806407894996E-18    1.03265945662755E-25        3199.53012226054       -144.506387256845        583.948279607023        323.368484371954     0.00231663445558009          391.0993354169        5719830.40274999        2.08869493313716        1.39609133628976 
                   2.25       0.215656565656566      0.0017279432592541    0.000530662779187912    1.12493068089995E-17    7.96633190511249E-21    1.65607747827287E-18    3.10063600924648E-18    1.33273360109144E-31    2.29274115062231E-20    5.81169487617485E-21    2.66870647515659E-18    1.01297509435981E-25        3200.70740633631       -158.350804598941        575.879025433384        323.324604664426     0.00225860570952691        376.095013562362        5717609.30770713        2.35053499957382         1.3960943126204 
                   2.25       0.219191919191919     0.00168354847667354    0.000517028844588536    1.07538719459285E-17    6.83215800677478E-21    1.56105866755449E-18    2.92084736757072E-18    1.27997973647504E-31    2.20294512549495E-20      5.811694208347E-21    2.59934887136321E-18    9.93290732092069E-26        3201.88469041207       -172.195221941037        567.809771259746        323.280724956897     0.00220057696347373        361.090691707823        5715388.21266427        2.61237506601047        1.39609728895104 
                   2.25       0.222727272727273     0.00163918145472958    0.000503403436517864     1.0258248512753E-17    5.69634844080283E-21    1.46597445585752E-18    2.74093258758516E-18    1.22722373916849E-31    2.11313299000903E-20    5.81169354051916E-21    2.53004237884365E-18    9.73633401380609E-26         3203.0599470204       -186.020058121508        559.753214884744        323.236765996991     0.00214258450292474        346.093719858196        5713165.56944449        2.87288237949954        1.39610027208562 
                   2.25       0.226262626262626      0.0015959330714781    0.000490121569147947    9.79062752675538E-18    4.82472458937995E-21    1.37932328160653E-18    2.57737557520909E-18    1.17683697326376E-31    2.02668063491283E-20    5.39305569165277E-21    2.45712327165421E-18    9.53940845834713E-26        3204.34682192446       -200.694560687266        551.018022325096        323.200430654768     0.00208605425984579        331.725594390414        5711375.83630842        3.40490914362598        1.39610272350412 
                   2.25        0.22979797979798     0.00155362274387284    0.000477127768870479    9.36006436094202E-18    4.27891891020719E-21    1.30343744020325E-18    2.43467257322616E-18    1.12958940592445E-31    1.94489945308291E-20    4.52361059942705E-21    2.38032461285486E-18    9.33317331151352E-26        3205.79110546528       -216.619589213801        541.320271497647        323.173860214234     0.00203075013396111        317.998088714099        5710121.03902026        4.29471552524011        1.39610452474232 
                   2.25       0.233333333333333     0.00151132389775046    0.000464137493873896    8.93059399897304E-18    3.73832611698571E-21    1.22776733773007E-18    2.29238355179426E-18    1.08247141613319E-31    1.86331819111531E-20    3.65417021608628E-21    2.30366246488043E-18    9.12559331387186E-26        3207.23862928057       -232.570433662678          531.6025233282         323.14743958091      0.0019754609997801        304.281442780142        5708877.98948549        5.19606282721393        1.39610632598053 
